[24-11-02 02:56:50] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 02:56:50] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 02:56:50] 0            p0 [     4595.6  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:51] 1    -137726.92 [     4595.6  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:52] 2    -137726.92 [     4595.6  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:53] 3    -137729.16 [     4596.6  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:53] 4    -137723.33 [     4594.0  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:54] 5    -137497.33 [     4417.7  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:55] 6    -137491.32 [     4384.4  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:56] 7    -137506.05 [     4330.5  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:56] 8    -137493.38 [     4363.8  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:57] 9    -137492.25 [     4397.1  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:58] 10   -137491.33 [     4382.2  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:59] 11   -137491.35 [     4386.5  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:56:59] 12   -137491.32 [     4384.4  360061.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
[24-11-02 02:57:00] 13   -137490.96 [     4384.4  360062.6    3101.6    3474.6  247204.6    1223.2  141529.8    1077.9     739.1  7.24e-05  7.61e-05  9.96e-06 ]
