[24-11-01 19:58:25] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 19:58:25] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 19:58:25] 0            p0 [     4277.7  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:26] 1     -80499.02 [     4277.7  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:27] 2     -80499.02 [     4277.7  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:27] 3     -80476.86 [     4278.7  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:28] 4     -80441.01 [     4280.3  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:29] 5     -76600.96 [     4456.7  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:30] 6     -19528.35 [     9453.6  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:30] 7     -20932.85 [    17538.9  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:31] 8     -14237.39 [    12541.9  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:32] 9     -15512.42 [    14450.6  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:33] 10    -14265.98 [    12795.4  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:33] 11    -14239.27 [    12459.3  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:34] 12    -14241.11 [    12624.6  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:35] 13    -14237.39 [    12541.9  461787.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:36] 14    -14237.33 [    12541.9  461788.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:36] 15    -14237.22 [    12541.9  461790.5    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:37] 16     -14225.2 [    12541.9  461966.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:38] 17    -13419.55 [    12541.9  481190.7    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:39] 18     -13355.0 [    12541.9  487072.8    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:39] 19    -13410.84 [    12541.9  496590.3    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:40] 20    -13353.65 [    12541.9  490708.1    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:41] 21    -13366.99 [    12541.9  492954.9    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:42] 22    -13350.71 [    12541.9  489064.3    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:42] 23    -13350.78 [    12541.9  488791.5    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:43] 24    -13350.79 [    12541.9  489337.0    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:44] 25    -13350.71 [    12541.9  489064.3    3001.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:45] 26    -13363.91 [    12541.9  489064.3    3002.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:45] 27    -13329.39 [    12541.9  489064.3    2999.6    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:46] 28     -11314.6 [    12541.9  489064.3    2823.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:47] 29     -8585.07 [    12541.9  489064.3    2330.6    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:48] 30    -10094.49 [    12541.9  489064.3    1533.6    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:48] 31     -8574.54 [    12541.9  489064.3    2026.2    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:49] 32     -8998.71 [    12541.9  489064.3    1838.1    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:50] 33     -8453.08 [    12541.9  489064.3    2174.7    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:50] 34     -8452.94 [    12541.9  489064.3    2183.0    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:51] 35     -8453.55 [    12541.9  489064.3    2191.1    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:52] 36     -8452.94 [    12541.9  489064.3    2183.0    2316.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:53] 37      -8442.2 [    12541.9  489064.3    2183.0    2317.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:53] 38     -8424.92 [    12541.9  489064.3    2183.0    2319.6  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
[24-11-01 19:58:54] 39     -7324.95 [    12541.9  489064.3    2183.0    2495.9  191462.0    1136.5  115255.7     738.3     787.8   1.4e-04    8.e-05  1.24e-05 ]
