[24-11-01 20:41:25] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 20:41:25] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 20:41:25] 0            p0 [     4890.2  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:26] 1     -62623.29 [     4890.2  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:28] 2     -62623.29 [     4890.2  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:29] 3     -62605.35 [     4891.2  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:30] 4     -62576.33 [     4892.8  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:32] 5     -59493.84 [     5069.1  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:33] 6     -26532.27 [     8368.1  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:34] 7     -24299.92 [    13706.0  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:36] 8     -21318.05 [    11225.7  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
[24-11-01 20:41:37] 9     -21794.46 [    10134.2  485866.1    2873.6    2378.0  213030.8     914.8  162439.8    1177.1     892.3  7.34e-05  7.99e-05  8.29e-06 ]
