[24-10-31 14:54:38] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 14:54:38] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 14:54:38] 0            p0 [    17305.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:38] 1      -6402.74 [    17305.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:39] 2      -6402.74 [    17305.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:39] 3      -6402.58 [    17306.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:39] 4      -6402.33 [    17308.4   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:39] 5       -6375.2 [    17484.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:40] 6      -6005.67 [    21363.3   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:40] 7      -5872.94 [    27638.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:40] 8      -5879.16 [    25949.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:40] 9      -5999.51 [    37792.9   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:40] 10     -5899.61 [    31517.3   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:41] 11     -5886.58 [    25241.8   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:41] 12     -5873.13 [    27861.0   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:41] 13     -5872.92 [    27535.5   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:41] 14     -5872.95 [    27433.2   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:42] 15     -5872.92 [    27535.5   16938.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:42] 16     -5873.21 [    27535.5   16939.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:42] 17     -5872.46 [    27535.5   16936.5   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:42] 18     -5822.26 [    27535.5   16760.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:42] 20     -5912.78 [    27535.5    9485.2   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:43] 21      -5148.4 [    27535.5   13981.3   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:43] 22     -5037.59 [    27535.5   13232.4   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:43] 23     -4998.72 [    27535.5   11801.1   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:43] 24      -4979.6 [    27535.5   12271.7   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:43] 25     -4979.67 [    27535.5   12324.3   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:44] 26     -4979.89 [    27535.5   12225.0   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:44] 27      -4979.6 [    27535.5   12271.7   77014.9    4257.7   27325.5 ]
[24-10-31 14:54:44] 28      -4979.6 [    27535.5   12271.7   77015.9    4257.7   27325.5 ]
[24-10-31 14:54:44] 29      -4979.6 [    27535.5   12271.7   77017.5    4257.7   27325.5 ]
[24-10-31 14:54:45] 30     -4979.29 [    27535.5   12271.7   77193.9    4257.7   27325.5 ]
[24-10-31 14:54:45] 31     -4979.14 [    27535.5   12271.7   77439.0    4257.7   27325.5 ]
[24-10-31 14:54:45] 32     -4979.54 [    27535.5   12271.7   77835.7    4257.7   27325.5 ]
[24-10-31 14:54:45] 33      -4979.2 [    27535.5   12271.7   77590.6    4257.7   27325.5 ]
[24-10-31 14:54:45] 34     -4979.16 [    27535.5   12271.7   77345.4    4257.7   27325.5 ]
[24-10-31 14:54:46] 35     -4979.14 [    27535.5   12271.7   77443.3    4257.7   27325.5 ]
[24-10-31 14:54:46] 36     -4979.14 [    27535.5   12271.7   77434.8    4257.7   27325.5 ]
[24-10-31 14:54:46] 37     -4979.14 [    27535.5   12271.7   77439.0    4257.7   27325.5 ]
[24-10-31 14:54:46] 38     -4979.79 [    27535.5   12271.7   77439.0    4258.7   27325.5 ]
[24-10-31 14:54:47] 39     -4978.08 [    27535.5   12271.7   77439.0    4256.1   27325.5 ]
[24-10-31 14:54:47] 40     -4880.52 [    27535.5   12271.7   77439.0    4079.7   27325.5 ]
[24-10-31 14:54:47] 41     -4823.57 [    27535.5   12271.7   77439.0    3675.1   27325.5 ]
