[24-11-01 12:17:43] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:17:43] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:17:43] 0            p0 [    37224.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:43] 1      -2685.55 [    37224.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:43] 2      -2685.55 [    37224.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:43] 3      -2685.51 [    37225.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:44] 4      -2685.46 [    37226.6   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:44] 5      -2679.55 [    37403.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:44] 6      -2652.73 [    38979.7   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:44] 7      -2692.97 [    41531.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:44] 8      -2657.11 [    39954.2   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:44] 9      -2657.72 [    38377.5   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:45] 10     -2652.42 [    39189.6   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:45] 11     -2652.42 [    39170.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:45] 12     -2652.42 [    39150.5   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:45] 13     -2652.42 [    39170.0   78495.1   16280.9   27954.9 ]
[24-11-01 12:17:45] 14     -2652.38 [    39170.0   78496.1   16280.9   27954.9 ]
[24-11-01 12:17:46] 15     -2652.33 [    39170.0   78497.7   16280.9   27954.9 ]
[24-11-01 12:17:46] 16     -2646.63 [    39170.0   78674.1   16280.9   27954.9 ]
[24-11-01 12:17:46] 17     -2103.85 [    39170.0   97898.0   16280.9   27954.9 ]
[24-11-01 12:17:46] 18     -1395.35 [    39170.0  155225.8   16280.9   27954.9 ]
[24-11-01 12:17:46] 19     -2993.85 [    39170.0  247984.3   16280.9   27954.9 ]
[24-11-01 12:17:46] 20     -1617.65 [    39170.0  190656.4   16280.9   27954.9 ]
[24-11-01 12:17:47] 21     -1507.36 [    39170.0  133328.5   16280.9   27954.9 ]
[24-11-01 12:17:47] 22     -1394.72 [    39170.0  157150.8   16280.9   27954.9 ]
[24-11-01 12:17:47] 23      -1394.8 [    39170.0  156364.3   16280.9   27954.9 ]
[24-11-01 12:17:47] 24     -1394.88 [    39170.0  157937.4   16280.9   27954.9 ]
[24-11-01 12:17:47] 25     -1394.72 [    39170.0  157150.8   16280.9   27954.9 ]
[24-11-01 12:17:48] 26     -1394.45 [    39170.0  157150.8   16281.9   27954.9 ]
[24-11-01 12:17:48] 27     -1394.03 [    39170.0  157150.8   16283.5   27954.9 ]
[24-11-01 12:17:48] 28     -1348.93 [    39170.0  157150.8   16459.9   27954.9 ]
