[24-11-05 12:22:01] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 12:22:01] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 12:22:01] 0            p0 [   803615.6    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:02] 1      -45895.1 [   803615.6    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:03] 2      -45895.1 [   803615.6    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:04] 3     -45895.41 [   803616.6    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:05] 4     -45894.62 [   803614.0    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:07] 5     -45841.67 [   803437.6    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:08] 6     -40457.08 [   784213.7    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:09] 7     -24033.47 [   658772.8    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:10] 9     -30430.27 [   581246.1    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:12] 10    -26472.08 [   706687.0    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:13] 11    -24036.89 [   660221.3    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:14] 12    -24034.46 [   657324.4    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:15] 13    -24033.47 [   658772.8    7798.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:17] 14    -24033.01 [   658772.8    7799.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:18] 15    -24032.29 [   658772.8    7801.0  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:19] 16    -23957.05 [   658772.8    7977.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:20] 17    -23576.11 [   658772.8    9470.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:22] 18    -23480.54 [   658772.8   11886.2  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:23] 19    -23471.41 [   658772.8   11037.0  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:24] 20    -23488.36 [   658772.8   10438.6  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:25] 21    -23470.96 [   658772.8   11361.4  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:27] 22    -23470.49 [   658772.8   11223.3  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:28] 23    -23470.52 [   658772.8   11257.6  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:29] 24    -23470.52 [   658772.8   11189.1  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:30] 25    -23470.49 [   658772.8   11223.3  560942.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:32] 26    -23470.48 [   658772.8   11223.3  560943.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:33] 27    -23470.45 [   658772.8   11223.3  560944.9    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:34] 28    -23467.76 [   658772.8   11223.3  561121.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:35] 29    -23230.51 [   658772.8   11223.3  580345.1    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:37] 30    -23069.96 [   658772.8   11223.3  611356.1    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:38] 32    -23097.63 [   658772.8   11223.3  630521.9    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:39] 33    -23100.36 [   658772.8   11223.3  599510.9    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:40] 34    -23068.01 [   658772.8   11223.3  615357.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:42] 35    -23068.04 [   658772.8   11223.3  614813.0    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:43] 36    -23068.07 [   658772.8   11223.3  615901.3    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:44] 37    -23068.01 [   658772.8   11223.3  615357.2    2550.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:45] 38    -23080.37 [   658772.8   11223.3  615357.2    2551.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:46] 39    -23048.05 [   658772.8   11223.3  615357.2    2549.2    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:46] 40    -21076.39 [   658772.8   11223.3  615357.2    2372.9    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:47] 41    -16457.09 [   658772.8   11223.3  615357.2    1603.6    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:48] 42    -17367.61 [   658772.8   11223.3  615357.2     358.8    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:48] 43    -15901.51 [   658772.8   11223.3  615357.2    1128.1    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:49] 44    -16137.19 [   658772.8   11223.3  615357.2     834.2    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:50] 45    -15900.31 [   658772.8   11223.3  615357.2    1142.3    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:50] 46    -15900.09 [   658772.8   11223.3  615357.2    1156.4    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:51] 47    -15977.61 [   658772.8   11223.3  615357.2    1327.2    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:52] 48    -15900.83 [   658772.8   11223.3  615357.2    1170.3    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:52] 49    -15900.09 [   658772.8   11223.3  615357.2    1156.4    2424.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:53] 50    -15899.69 [   658772.8   11223.3  615357.2    1156.4    2425.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:54] 51    -15899.06 [   658772.8   11223.3  615357.2    1156.4    2427.1   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:55] 52    -15882.07 [   658772.8   11223.3  615357.2    1156.4    2517.6   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:55] 53    -15935.38 [   658772.8   11223.3  615357.2    1156.4    2664.0   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:56] 54    -15890.21 [   658772.8   11223.3  615357.2    1156.4    2573.5   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:57] 55    -15884.27 [   658772.8   11223.3  615357.2    1156.4    2483.0   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:57] 56    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:58] 57    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2514.9   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:59] 58    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2513.2   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:22:59] 59    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:23:00] 60    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2514.0   20509.5   32263.0  1.41e-05 ]
[24-11-05 12:23:01] 61    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2514.0   20511.1   32263.0  1.41e-05 ]
[24-11-05 12:23:01] 62    -15882.05 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   32263.0  1.41e-05 ]
[24-11-05 12:23:02] 63    -15882.34 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   32264.0  1.41e-05 ]
[24-11-05 12:23:03] 64    -15881.58 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   32261.4  1.41e-05 ]
[24-11-05 12:23:03] 65    -15830.48 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   32085.0  1.41e-05 ]
[24-11-05 12:23:04] 66    -15619.82 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   22880.6  1.41e-05 ]
[24-11-05 12:23:05] 67    -66386.41 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5    7987.5  1.41e-05 ]
[24-11-05 12:23:06] 68    -21302.28 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   17191.9  1.41e-05 ]
[24-11-05 12:23:06] 69    -14930.23 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26396.4  1.41e-05 ]
[24-11-05 12:23:07] 70    -14958.91 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   25763.0  1.41e-05 ]
[24-11-05 12:23:08] 71    -14928.69 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26512.2  1.41e-05 ]
[24-11-05 12:23:08] 72    -14928.23 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  1.41e-05 ]
[24-11-05 12:23:09] 73    -14928.32 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26667.4  1.41e-05 ]
[24-11-05 12:23:10] 74    -14928.23 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  1.41e-05 ]
[24-11-05 12:23:10] 89   -144054.77 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  5.11e-04 ]
[24-11-05 12:23:11] 90   -136460.36 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  2.62e-04 ]
[24-11-05 12:23:12] 91   -112904.73 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  1.09e-04 ]
[24-11-05 12:23:12] 92    -70146.73 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  5.03e-05 ]
[24-11-05 12:23:13] 94    -34316.03 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  2.79e-05 ]
[24-11-05 12:23:14] 95    -25808.01 [   658772.8   11223.3  615357.2    1156.4    2514.0   20508.5   26610.9  5.34e-06 ]
