[24-11-01 20:30:42] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 20:30:42] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 20:30:42] 0            p0 [     4286.1  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:43] 1     -91710.22 [     4286.1  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:44] 2     -91710.22 [     4286.1  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:44] 3     -91691.76 [     4287.1  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:45] 4     -91661.91 [     4288.7  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:46] 5     -88469.33 [     4465.1  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:47] 6     -39164.39 [     9021.2  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:47] 7     -17860.47 [    16393.0  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:48] 8     -19967.38 [    14880.0  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
[24-11-01 20:30:49] 9     -12806.08 [    28321.0  443957.3    2252.8    2358.0  185609.9     849.7  172237.4    1222.6     907.9  1.09e-04  8.31e-05  9.54e-06 ]
