[24-11-01 22:25:04] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 22:25:04] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 22:25:04] 0            p0 [     6217.8  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:05] 1    -130563.68 [     6217.8  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:06] 2    -130563.68 [     6217.8  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:07] 3    -130569.61 [     6218.8  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:07] 4    -130554.09 [     6216.2  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:08] 5    -129574.13 [     6039.9  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:09] 6    -126977.22 [     4794.2  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:10] 7    -142931.25 [     2778.6  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:11] 8    -129966.79 [     4024.3  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:11] 9    -126987.21 [     5270.0  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:12] 10   -126816.31 [     5028.7  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:13] 11   -126816.55 [     5016.8  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:14] 12    -126816.9 [     5040.6  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:14] 13   -126816.31 [     5028.7  370263.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:15] 14   -126815.95 [     5028.7  370264.8    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:16] 15   -126815.37 [     5028.7  370266.4    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:17] 16   -126814.42 [     5028.7  370269.0    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:18] 17   -126812.89 [     5028.7  370273.3    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:19] 18   -126810.42 [     5028.7  370280.1    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:21] 19   -126806.42 [     5028.7  370291.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:22] 20   -126799.95 [     5028.7  370309.1    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:23] 21   -126789.48 [     5028.7  370338.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:25] 22   -126772.53 [     5028.7  370385.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:26] 23   -126745.12 [     5028.7  370461.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:28] 24   -126700.75 [     5028.7  370584.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:29] 25   -126628.96 [     5028.7  370783.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:31] 26   -126512.79 [     5028.7  371105.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:32] 27   -126324.78 [     5028.7  371626.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:33] 28   -126020.48 [     5028.7  372469.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:35] 29   -125527.85 [     5028.7  373833.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:36] 30   -124730.06 [     5028.7  376040.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:38] 31   -123437.44 [     5028.7  379611.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:39] 32   -121341.25 [     5028.7  385389.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:41] 33   -117937.36 [     5028.7  394738.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:42] 34   -112398.58 [     5028.7  409865.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:43] 35    -103360.5 [     5028.7  434341.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:45] 36    -88580.46 [     5028.7  473944.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:46] 37    -64608.97 [     5028.7  538023.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
[24-11-01 22:25:48] 38     -28911.3 [     5028.7  641705.2    3022.8    4120.7  187183.7    1005.0  178170.5     822.2     810.7  1.23e-04  1.18e-04  7.50e-06 ]
