[24-10-31 15:03:38] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:03:38] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:03:38] 0            p0 [    15633.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:39] 1      -45816.6 [    15633.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:39] 2      -45816.6 [    15633.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:39] 3     -45816.53 [    15634.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:39] 4     -45816.43 [    15636.0   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:40] 5     -45805.18 [    15812.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:40] 6     -45610.56 [    20568.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:40] 7     -45499.86 [    28263.7   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:40] 8     -45503.41 [    27791.3   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:41] 9     -45462.26 [    40715.0   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:41] 10    -45466.07 [    37165.2   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:41] 12    -45461.55 [    48410.4   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:41] 14    -45460.99 [    44562.7   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:42] 15    -45460.99 [    45316.9   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:42] 16     -45461.0 [    45613.7   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:42] 17    -45460.98 [    45020.0   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:42] 18    -45460.98 [    45020.0   19836.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:43] 19    -45461.09 [    45020.0   19837.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:43] 20     -45460.8 [    45020.0   19834.7   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:43] 21    -45460.51 [    45020.0   19832.1   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:43] 22    -45460.03 [    45020.0   19827.8   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:44] 23    -45459.26 [    45020.0   19821.0   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:44] 24    -45458.02 [    45020.0   19809.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:44] 25    -45456.01 [    45020.0   19791.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:44] 26    -45452.75 [    45020.0   19762.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:45] 27    -45447.45 [    45020.0   19715.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:45] 28    -45438.84 [    45020.0   19639.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:45] 29    -45424.81 [    45020.0   19516.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:45] 30    -45401.81 [    45020.0   19317.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:46] 31    -45363.83 [    45020.0   18995.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:46] 32     -45300.3 [    45020.0   18474.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:46] 33    -45191.69 [    45020.0   17631.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:46] 34    -44999.15 [    45020.0   16267.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:47] 35    -44635.93 [    45020.0   14060.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:47] 36    -43879.02 [    45020.0   10489.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:47] 37    -42825.04 [    45020.0    4711.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:47] 40    -79668.68 [    45020.0     922.6   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:48] 41    -45655.63 [    45020.0    2817.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:48] 42     -43279.9 [    45020.0    3936.6   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:48] 43     -42875.7 [    45020.0    4560.7   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:48] 44    -42756.98 [    45020.0    5051.6   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:49] 45    -43006.93 [    45020.0    7128.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:49] 46    -42740.72 [    45020.0    5247.0   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:49] 47    -42737.25 [    45020.0    5392.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:49] 48    -42740.06 [    45020.0    5537.3   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:50] 49    -42737.25 [    45020.0    5392.9   77807.5    4602.5   20592.3 ]
[24-10-31 15:03:50] 50     -42737.3 [    45020.0    5392.9   77808.5    4602.5   20592.3 ]
[24-10-31 15:03:50] 51    -42737.18 [    45020.0    5392.9   77805.9    4602.5   20592.3 ]
[24-10-31 15:03:50] 52    -42728.99 [    45020.0    5392.9   77629.5    4602.5   20592.3 ]
[24-10-31 15:03:50] 53     -42473.5 [    45020.0    5392.9   67001.3    4602.5   20592.3 ]
[24-10-31 15:03:51] 54    -42940.92 [    45020.0    5392.9   49804.6    4602.5   20592.3 ]
[24-10-31 15:03:51] 55    -42532.98 [    45020.0    5392.9   60432.8    4602.5   20592.3 ]
[24-10-31 15:03:51] 56    -42517.43 [    45020.0    5392.9   71060.9    4602.5   20592.3 ]
[24-10-31 15:03:51] 57     -42472.3 [    45020.0    5392.9   66138.1    4602.5   20592.3 ]
[24-10-31 15:03:52] 58     -42472.3 [    45020.0    5392.9   66254.8    4602.5   20592.3 ]
[24-10-31 15:03:52] 59    -42472.35 [    45020.0    5392.9   66370.3    4602.5   20592.3 ]
[24-10-31 15:03:52] 60     -42472.3 [    45020.0    5392.9   66254.8    4602.5   20592.3 ]
[24-10-31 15:03:52] 61    -42472.07 [    45020.0    5392.9   66254.8    4603.5   20592.3 ]
[24-10-31 15:03:53] 62    -42471.69 [    45020.0    5392.9   66254.8    4605.1   20592.3 ]
[24-10-31 15:03:53] 63    -42434.83 [    45020.0    5392.9   66254.8    4781.5   20592.3 ]
[24-10-31 15:03:53] 64    -42345.34 [    45020.0    5392.9   66254.8    5530.3   20592.3 ]
[24-10-31 15:03:53] 65    -42331.72 [    45020.0    5392.9   66254.8    6741.8   20592.3 ]
[24-10-31 15:03:54] 66    -42324.67 [    45020.0    5392.9   66254.8    6237.8   20592.3 ]
[24-10-31 15:03:54] 67    -42327.42 [    45020.0    5392.9   66254.8    5967.6   20592.3 ]
[24-10-31 15:03:54] 68    -42325.72 [    45020.0    5392.9   66254.8    6430.3   20592.3 ]
[24-10-31 15:03:54] 69    -42324.67 [    45020.0    5392.9   66254.8    6254.2   20592.3 ]
[24-10-31 15:03:55] 70    -42324.68 [    45020.0    5392.9   66254.8    6270.7   20592.3 ]
[24-10-31 15:03:55] 71    -42324.67 [    45020.0    5392.9   66254.8    6254.2   20592.3 ]
[24-10-31 15:03:55] 72    -42324.56 [    45020.0    5392.9   66254.8    6254.2   20593.3 ]
[24-10-31 15:03:55] 73    -42324.38 [    45020.0    5392.9   66254.8    6254.2   20594.9 ]
[24-10-31 15:03:56] 74    -42305.38 [    45020.0    5392.9   66254.8    6254.2   20771.3 ]
[24-10-31 15:03:56] 75    -41657.98 [    45020.0    5392.9   66254.8    6254.2   29841.2 ]
[24-10-31 15:03:56] 76    -41206.04 [    45020.0    5392.9   66254.8    6254.2   44516.6 ]
[24-10-31 15:03:56] 77    -41174.12 [    45020.0    5392.9   66254.8    6254.2   46187.7 ]
[24-10-31 15:03:57] 78    -41127.44 [    45020.0    5392.9   66254.8    6254.2   48891.7 ]
[24-10-31 15:03:57] 82    -41110.44 [    45020.0    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:57] 84    -41115.02 [    45020.0    5392.9   66254.8    6254.2   49669.3 ]
[24-10-31 15:03:57] 86    -41110.44 [    45020.0    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:58] 87    -41110.45 [    45021.0    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:58] 88    -41110.43 [    45018.4    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:58] 89     -41110.4 [    45015.8    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:58] 90    -41110.36 [    45011.6    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:59] 91    -41110.29 [    45004.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:59] 92    -41110.18 [    44993.6    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:59] 93     -41110.0 [    44975.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:59] 94    -41109.71 [    44946.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:03:59] 95    -41109.23 [    44899.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:00] 96    -41108.47 [    44823.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:00] 97    -41107.23 [    44700.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:00] 98    -41105.21 [    44501.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:00] 99    -41101.91 [    44179.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:01] 100   -41096.51 [    43658.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:01] 101   -41087.58 [    42815.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:01] 102   -41072.61 [    41451.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:01] 103   -41046.95 [    39244.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:02] 104   -41001.33 [    35673.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:02] 105   -40915.42 [    29895.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:02] 106   -40748.59 [    20546.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:02] 107    -42317.7 [     5419.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:03] 108    -40676.5 [    14768.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:03] 109   -40748.28 [    11197.7    5392.9   66254.8    6254.2   49963.0 ]
[24-10-31 15:04:03] 110   -40681.45 [    15867.4    5392.9   66254.8    6254.2   49963.0 ]
