[24-11-01 19:25:52] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 19:25:52] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 19:25:52] 0            p0 [     6493.4  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:25:53] 1     -24089.02 [     6493.4  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:25:54] 2     -24089.02 [     6493.4  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:25:56] 3     -24083.31 [     6494.4  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:25:57] 4     -24074.07 [     6496.0  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:25:58] 5     -23140.74 [     6672.4  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:00] 6     -20218.52 [     7717.9  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:01] 7     -22304.67 [     9409.7  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:02] 8      -20216.5 [     8364.1  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:04] 9     -20747.98 [     8763.5  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:05] 10    -20072.22 [     8042.2  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:07] 11    -20072.28 [     8026.7  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:08] 12    -20072.84 [     8057.7  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:09] 13    -20072.22 [     8042.2  535482.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:11] 14    -20072.11 [     8042.2  535483.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:12] 15    -20071.93 [     8042.2  535485.0    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:14] 16    -20052.18 [     8042.2  535661.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:15] 17     -18377.7 [     8042.2  554885.2    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:16] 18    -17638.73 [     8042.2  579240.3    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:18] 19    -19911.93 [     8042.2  618647.6    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:19] 20    -17982.66 [     8042.2  594292.5    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:20] 21    -17735.39 [     8042.2  569937.5    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:22] 22    -17637.88 [     8042.2  578395.7    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:23] 23    -17638.19 [     8042.2  577966.5    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:25] 24    -17637.88 [     8042.2  578395.7    3993.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:26] 25    -17654.74 [     8042.2  578395.7    3994.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:27] 26    -17610.64 [     8042.2  578395.7    3992.2    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:29] 27    -14886.25 [     8042.2  578395.7    3815.9    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:30] 28     -7831.14 [     8042.2  578395.7    2912.4    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
[24-11-01 19:26:31] 29    -10910.29 [     8042.2  578395.7    1450.6    3058.1  173012.2     838.6  113716.6     887.1    1056.3   8.7e-05  1.04e-04  1.14e-05 ]
