[24-11-05 11:46:30] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 11:46:30] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 11:46:30] 0            p0 [   997262.6    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:30] 1    -165554.38 [   997262.6    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:31] 2    -165554.38 [   997262.6    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:32] 3    -165555.29 [   997263.6    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:33] 4    -165552.91 [   997261.0    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:33] 5    -165392.92 [   997084.6    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:34] 6    -148424.55 [   977860.8    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:35] 8      -58571.3 [   847982.5    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:35] 9     -26593.42 [   767713.4    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:36] 10    -20537.87 [   665198.4    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:37] 11    -17260.06 [   700545.8    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:38] 12    -17269.09 [   703512.9    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:38] 13    -17292.56 [   697578.6    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:39] 14    -17260.06 [   700545.8    5308.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
[24-11-05 11:46:40] 15    -17259.85 [   700545.8    5309.5  661438.3    2454.7    3972.2   35181.1   32645.9  1.28e-05 ]
