[24-10-31 15:01:30] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:01:30] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:01:30] 0            p0 [    19931.9   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:30] 1     -17470.68 [    19931.9   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:30] 2     -17470.68 [    19931.9   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:31] 3      -17470.6 [    19932.9   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:31] 4     -17470.47 [    19934.5   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:31] 5     -17456.91 [    20110.8   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:31] 6     -17229.13 [    24836.6   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:32] 7     -17131.85 [    32483.0   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:32] 8     -17138.51 [    30878.1   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:32] 9     -17166.99 [    44855.1   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:32] 10    -17133.01 [    37208.7   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:33] 11    -17147.99 [    29562.3   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:33] 12    -17129.29 [    34683.0   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:33] 13    -17129.27 [    34535.5   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:33] 14    -17129.27 [    34389.5   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:34] 15    -17129.27 [    34535.5   25027.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:34] 16    -17129.57 [    34535.5   25028.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:34] 17    -17128.79 [    34535.5   25025.8   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:34] 18    -17128.02 [    34535.5   25023.1   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:35] 19    -17126.78 [    34535.5   25018.9   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:35] 20    -17124.76 [    34535.5   25012.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:35] 21    -17121.49 [    34535.5   25001.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:35] 22     -17116.2 [    34535.5   24983.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:36] 23    -17107.62 [    34535.5   24954.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:36] 24    -17093.72 [    34535.5   24907.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:36] 25    -17071.15 [    34535.5   24831.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:36] 26    -17034.43 [    34535.5   24708.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:37] 27    -16974.47 [    34535.5   24509.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:37] 28    -16876.05 [    34535.5   24187.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:37] 29    -16712.98 [    34535.5   23666.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:37] 30    -16438.78 [    34535.5   22823.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:38] 31    -15966.32 [    34535.5   21459.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:38] 32    -15119.51 [    34535.5   19252.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:38] 33    -13513.55 [    34535.5   15681.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:38] 34    -10670.86 [    34535.5    9903.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:39] 35   -326850.79 [    34535.5     554.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:39] 36    -11749.97 [    34535.5    6332.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:39] 37    -11679.29 [    34535.5   12110.0   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:39] 38    -10478.18 [    34535.5    9267.5   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:40] 39    -10386.06 [    34535.5    8146.3   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:40] 40    -10369.66 [    34535.5    8380.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:40] 41    -10371.21 [    34535.5    8546.9   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:40] 42    -10369.66 [    34535.5    8380.4   63721.1    6162.1   22620.4 ]
[24-10-31 15:01:41] 43     -10369.6 [    34535.5    8380.4   63722.1    6162.1   22620.4 ]
[24-10-31 15:01:41] 44    -10369.49 [    34535.5    8380.4   63723.7    6162.1   22620.4 ]
[24-10-31 15:01:41] 45    -10358.11 [    34535.5    8380.4   63900.1    6162.1   22620.4 ]
[24-10-31 15:01:41] 46    -10061.36 [    34535.5    8380.4   73446.0    6162.1   22620.4 ]
[24-10-31 15:01:42] 47    -11005.16 [    34535.5    8380.4   88891.6    6162.1   22620.4 ]
[24-10-31 15:01:42] 48    -10205.39 [    34535.5    8380.4   79345.7    6162.1   22620.4 ]
[24-10-31 15:01:42] 49    -10099.41 [    34535.5    8380.4   69799.8    6162.1   22620.4 ]
[24-10-31 15:01:42] 50    -10060.87 [    34535.5    8380.4   73052.3    6162.1   22620.4 ]
[24-10-31 15:01:43] 51    -10060.89 [    34535.5    8380.4   73145.6    6162.1   22620.4 ]
[24-10-31 15:01:43] 52    -10060.92 [    34535.5    8380.4   72959.0    6162.1   22620.4 ]
[24-10-31 15:01:43] 53    -10060.87 [    34535.5    8380.4   73052.3    6162.1   22620.4 ]
[24-10-31 15:01:43] 54    -10062.29 [    34535.5    8380.4   73052.3    6163.1   22620.4 ]
[24-10-31 15:01:44] 55    -10058.57 [    34535.5    8380.4   73052.3    6160.5   22620.4 ]
[24-10-31 15:01:44] 56    -10054.86 [    34535.5    8380.4   73052.3    6157.9   22620.4 ]
[24-10-31 15:01:44] 57    -10048.84 [    34535.5    8380.4   73052.3    6153.7   22620.4 ]
[24-10-31 15:01:44] 58    -10039.11 [    34535.5    8380.4   73052.3    6146.8   22620.4 ]
[24-10-31 15:01:45] 59    -10023.36 [    34535.5    8380.4   73052.3    6135.7   22620.4 ]
[24-10-31 15:01:45] 60     -9997.86 [    34535.5    8380.4   73052.3    6117.8   22620.4 ]
[24-10-31 15:01:45] 61     -9956.57 [    34535.5    8380.4   73052.3    6088.7   22620.4 ]
[24-10-31 15:01:45] 62     -9889.71 [    34535.5    8380.4   73052.3    6041.8   22620.4 ]
[24-10-31 15:01:46] 63      -9781.4 [    34535.5    8380.4   73052.3    5965.7   22620.4 ]
[24-10-31 15:01:46] 64     -9605.99 [    34535.5    8380.4   73052.3    5842.7   22620.4 ]
[24-10-31 15:01:46] 65     -9322.44 [    34535.5    8380.4   73052.3    5643.7   22620.4 ]
[24-10-31 15:01:46] 68      -8781.1 [    34535.5    8380.4   73052.3    2479.0   22620.4 ]
[24-10-31 15:01:47] 69     -7366.31 [    34535.5    8380.4   73052.3    4061.4   22620.4 ]
[24-10-31 15:01:47] 70     -7271.51 [    34535.5    8380.4   73052.3    3934.3   22620.4 ]
[24-10-31 15:01:47] 71     -7137.61 [    34535.5    8380.4   73052.3    3666.8   22620.4 ]
[24-10-31 15:01:47] 72     -7204.13 [    34535.5    8380.4   73052.3    3213.1   22620.4 ]
[24-10-31 15:01:47] 73     -7111.71 [    34535.5    8380.4   73052.3    3521.7   22620.4 ]
[24-10-31 15:01:48] 74     -7111.22 [    34535.5    8380.4   73052.3    3495.2   22620.4 ]
[24-10-31 15:01:48] 75     -7112.16 [    34535.5    8380.4   73052.3    3468.6   22620.4 ]
[24-10-31 15:01:48] 76     -7111.22 [    34535.5    8380.4   73052.3    3495.2   22620.4 ]
[24-10-31 15:01:48] 77     -7111.06 [    34535.5    8380.4   73052.3    3495.2   22621.4 ]
[24-10-31 15:01:49] 78      -7110.8 [    34535.5    8380.4   73052.3    3495.2   22623.0 ]
[24-10-31 15:01:49] 79     -7082.95 [    34535.5    8380.4   73052.3    3495.2   22799.4 ]
[24-10-31 15:01:49] 80     -6287.28 [    34535.5    8380.4   73052.3    3495.2   30515.5 ]
[24-10-31 15:01:49] 81     -5779.31 [    34535.5    8380.4   73052.3    3495.2   43000.3 ]
[24-10-31 15:01:50] 82     -5771.22 [    34535.5    8380.4   73052.3    3495.2   43340.3 ]
