[24-11-05 11:25:43] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 11:25:43] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 11:25:43] 0            p0 [   663374.6    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:44] 1     -32117.16 [   663374.6    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:45] 2     -32117.16 [   663374.6    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:46] 3     -32117.14 [   663375.6    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:47] 4      -32117.1 [   663377.2    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:48] 5     -32113.18 [   663553.6    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:50] 6     -32032.09 [   670914.4    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:51] 7     -32240.63 [   682824.3    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:52] 8     -32062.36 [   675463.6    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:53] 9     -32044.05 [   668102.8    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:55] 10     -32032.1 [   670989.8    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:56] 11    -32032.11 [   670839.0    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:57] 12    -32032.09 [   670914.4    8321.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:25:58] 13    -32032.02 [   670914.4    8322.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:00] 14     -32031.9 [   670914.4    8324.3  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:01] 15    -32022.92 [   670914.4    8500.7  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:02] 16    -32021.09 [   670914.4    8613.3  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:03] 17    -32023.97 [   670914.4    8795.6  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:05] 18    -32021.36 [   670914.4    8682.9  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:06] 19    -32021.45 [   670914.4    8570.3  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:07] 20    -32021.06 [   670914.4    8629.9  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:08] 21    -32021.06 [   670914.4    8626.9  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:10] 22    -32021.06 [   670914.4    8633.0  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:11] 23    -32021.06 [   670914.4    8629.9  571219.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:12] 24    -32020.99 [   670914.4    8629.9  571220.6    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:13] 25     -32020.9 [   670914.4    8629.9  571222.2    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:15] 26    -32010.13 [   670914.4    8629.9  571398.5    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:16] 27    -31048.28 [   670914.4    8629.9  590622.4    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:17] 28    -30391.42 [   670914.4    8629.9  625107.3    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:18] 30    -30692.91 [   670914.4    8629.9  646420.2    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:20] 31    -30477.93 [   670914.4    8629.9  611935.3    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:21] 32    -30390.76 [   670914.4    8629.9  623988.4    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:22] 33    -30390.89 [   670914.4    8629.9  624516.0    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:23] 34    -30390.97 [   670914.4    8629.9  623460.7    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:25] 35    -30390.76 [   670914.4    8629.9  623988.4    3334.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:26] 36    -30414.78 [   670914.4    8629.9  623988.4    3335.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:27] 37    -30351.93 [   670914.4    8629.9  623988.4    3332.5    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:28] 38    -26394.67 [   670914.4    8629.9  623988.4    3156.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:30] 39    -11949.13 [   670914.4    8629.9  623988.4    1966.5    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:31] 40    -12765.21 [   670914.4    8629.9  623988.4      41.7    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:32] 41    -10230.45 [   670914.4    8629.9  623988.4    1231.3    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:33] 42    -10593.69 [   670914.4    8629.9  623988.4     776.9    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:35] 43     -10228.0 [   670914.4    8629.9  623988.4    1155.7    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:36] 44    -10225.85 [   670914.4    8629.9  623988.4    1186.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:37] 45    -10226.87 [   670914.4    8629.9  623988.4    1207.6    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:38] 46    -10225.85 [   670914.4    8629.9  623988.4    1186.1    2122.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:40] 47    -10224.37 [   670914.4    8629.9  623988.4    1186.1    2123.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:41] 48    -10221.98 [   670914.4    8629.9  623988.4    1186.1    2125.5   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:42] 49    -10010.92 [   670914.4    8629.9  623988.4    1186.1    2301.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:43] 50     -9921.74 [   670914.4    8629.9  623988.4    1186.1    2590.0   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:45] 51    -10671.02 [   670914.4    8629.9  623988.4    1186.1    3056.2   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:46] 52    -10061.81 [   670914.4    8629.9  623988.4    1186.1    2768.1   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:47] 53     -9913.58 [   670914.4    8629.9  623988.4    1186.1    2479.9   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:48] 54     -9910.08 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:50] 55     -9910.11 [   670914.4    8629.9  623988.4    1186.1    2516.0   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:51] 56     -9910.13 [   670914.4    8629.9  623988.4    1186.1    2524.0   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:52] 57     -9910.08 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:54] 58     -9910.08 [   670914.4    8629.9  623988.4    1186.1    2520.0   23135.3   27371.9  1.08e-05 ]
[24-11-05 11:26:55] 59     -9910.08 [   670914.4    8629.9  623988.4    1186.1    2520.0   23136.9   27371.9  1.08e-05 ]
[24-11-05 11:26:56] 60     -9910.08 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   27371.9  1.08e-05 ]
[24-11-05 11:26:57] 61     -9910.32 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   27372.9  1.08e-05 ]
[24-11-05 11:26:59] 62      -9909.7 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   27370.3  1.08e-05 ]
[24-11-05 11:27:00] 63     -9868.89 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   27193.9  1.08e-05 ]
[24-11-05 11:27:01] 64     -9635.12 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   24621.5  1.08e-05 ]
[24-11-05 11:27:02] 65    -11414.08 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   20459.2  1.08e-05 ]
[24-11-05 11:27:04] 66     -9924.24 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   23031.6  1.08e-05 ]
[24-11-05 11:27:05] 67     -9636.36 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25604.1  1.08e-05 ]
[24-11-05 11:27:06] 68     -9620.48 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.08e-05 ]
[24-11-05 11:27:07] 69     -9620.49 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25081.3  1.08e-05 ]
[24-11-05 11:27:09] 70     -9620.54 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25126.6  1.08e-05 ]
[24-11-05 11:27:10] 71     -9620.48 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.08e-05 ]
[24-11-05 11:27:11] 86   -194066.86 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  5.08e-04 ]
[24-11-05 11:27:12] 87   -184298.02 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  2.59e-04 ]
[24-11-05 11:27:14] 88   -152553.61 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.06e-04 ]
[24-11-05 11:27:15] 89    -90907.76 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  4.70e-05 ]
[24-11-05 11:27:16] 91    -37084.93 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  2.46e-05 ]
[24-11-05 11:27:17] 92    -34550.93 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  2.06e-06 ]
[24-11-05 11:27:19] 93    -11395.04 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.31e-05 ]
[24-11-05 11:27:20] 94     -9607.67 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.08e-05 ]
[24-11-05 11:27:21] 95     -9518.12 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.00e-05 ]
[24-11-05 11:27:22] 96    -12447.28 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  6.99e-06 ]
[24-11-05 11:27:24] 97     -9514.99 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.01e-05 ]
[24-11-05 11:27:25] 98     -9514.98 [   670914.4    8629.9  623988.4    1186.1    2520.0   23134.3   25103.9  1.02e-05 ]
