[24-11-05 11:42:36] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 11:42:36] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 11:42:36] 0            p0 [   761925.3    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:36] 1     -91647.73 [   761925.3    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:37] 2     -91647.73 [   761925.3    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:38] 3     -91648.22 [   761926.3    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:38] 4     -91646.93 [   761923.7    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:39] 5     -91559.98 [   761747.3    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:40] 6     -82715.94 [   742523.5    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:41] 7     -62901.33 [   616790.9    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:41] 10    -61455.31 [   664816.5    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:42] 11    -60520.17 [   640803.7    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:43] 12    -60457.55 [   646038.9    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:43] 13    -60458.11 [   644880.0    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:44] 14    -60464.46 [   647197.7    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:45] 15    -60457.55 [   646038.9    5013.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:45] 16    -60458.34 [   646038.9    5014.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:46] 17    -60456.28 [   646038.9    5011.7  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:47] 18    -60326.75 [   646038.9    4835.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:48] 19    -60300.62 [   646038.9    3644.1  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:48] 20    -74477.09 [   646038.9    1716.7  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:49] 21    -61994.58 [   646038.9    2907.9  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:50] 22    -60069.42 [   646038.9    4099.1  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:50] 23    -60077.31 [   646038.9    4040.4  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:51] 24    -60067.07 [   646038.9    4141.0  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
[24-11-05 11:42:52] 25    -60066.86 [   646038.9    4156.3  573266.6    4083.7    2273.3   35287.5   29590.8  1.38e-05 ]
