[24-11-05 12:22:00] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 12:22:00] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 12:22:00] 0            p0 [   849459.1    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:01] 1     -78980.46 [   849459.1    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:01] 2     -78980.46 [   849459.1    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:02] 3     -78981.07 [   849460.1    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:03] 4     -78979.46 [   849457.5    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:03] 5     -78871.32 [   849281.1    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:04] 6     -67607.68 [   830057.3    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:05] 7      -15256.3 [   630986.8    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:05] 10     -20702.3 [   707024.9    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:06] 11    -15539.82 [   669005.7    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:07] 12    -14755.04 [   647787.0    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:07] 13    -14762.52 [   649803.7    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:08] 14    -14761.89 [   645770.3    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:09] 15    -14755.04 [   647787.0    7038.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:09] 16    -14754.63 [   647787.0    7039.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:10] 17    -14753.97 [   647787.0    7040.8  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:11] 18    -14687.13 [   647787.0    7217.2  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:12] 19    -14421.85 [   647787.0    8406.0  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:12] 20     -14370.5 [   647787.0   10329.6  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:13] 21    -14356.59 [   647787.0    9579.3  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:14] 22    -14366.05 [   647787.0    9131.1  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
[24-11-05 12:22:14] 23     -14358.1 [   647787.0    9865.9  579838.4    2230.3    2581.6   25729.3   28421.2  1.21e-05 ]
