[24-11-01 12:16:14] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:16:14] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:16:14] 0            p0 [    24791.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:14] 1       -6633.4 [    24791.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:14] 2       -6633.4 [    24791.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:14] 3      -6632.47 [    24792.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:15] 4      -6630.98 [    24793.7   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:15] 5      -6470.35 [    24970.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:15] 6      -2009.91 [    32901.6   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:15] 7       -641.73 [    45735.0   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:15] 8       -661.27 [    41746.9   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:16] 11      -703.61 [    40833.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:16] 12      -624.53 [    43284.1   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:16] 13      -620.71 [    44071.8   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:16] 14      -620.77 [    43879.0   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:16] 15      -621.19 [    44264.6   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:16] 16      -620.71 [    44071.8   99839.3   12270.1   17180.4 ]
[24-11-01 12:16:17] 17       -620.7 [    44071.8   99840.3   12270.1   17180.4 ]
[24-11-01 12:16:17] 18      -620.69 [    44071.8   99841.9   12270.1   17180.4 ]
[24-11-01 12:16:17] 19      -619.26 [    44071.8  100018.3   12270.1   17180.4 ]
[24-11-01 12:16:17] 20      -587.64 [    44071.8  107885.7   12270.1   17180.4 ]
[24-11-01 12:16:17] 21      -665.92 [    44071.8  120615.5   12270.1   17180.4 ]
[24-11-01 12:16:18] 22      -598.88 [    44071.8  112748.1   12270.1   17180.4 ]
[24-11-01 12:16:18] 23      -592.39 [    44071.8  104880.6   12270.1   17180.4 ]
[24-11-01 12:16:18] 24      -587.63 [    44071.8  107982.3   12270.1   17180.4 ]
[24-11-01 12:16:18] 25      -587.64 [    44071.8  108063.7   12270.1   17180.4 ]
[24-11-01 12:16:18] 26      -587.63 [    44071.8  107982.3   12270.1   17180.4 ]
[24-11-01 12:16:18] 27      -587.42 [    44071.8  107982.3   12271.1   17180.4 ]
[24-11-01 12:16:18] 28      -587.09 [    44071.8  107982.3   12272.7   17180.4 ]
[24-11-01 12:16:19] 29      -551.82 [    44071.8  107982.3   12449.1   17180.4 ]
[24-11-01 12:16:19] 30      -276.79 [    44071.8  107982.3   14733.2   17180.4 ]
[24-11-01 12:16:19] 31      -217.64 [    44071.8  107982.3   18429.0   17180.4 ]
[24-11-01 12:16:19] 32      -207.23 [    44071.8  107982.3   17039.5   17180.4 ]
[24-11-01 12:16:19] 33      -217.83 [    44071.8  107982.3   16158.6   17180.4 ]
[24-11-01 12:16:19] 34      -207.85 [    44071.8  107982.3   17570.2   17180.4 ]
[24-11-01 12:16:20] 35      -206.92 [    44071.8  107982.3   17242.4   17180.4 ]
[24-11-01 12:16:20] 36      -206.93 [    44071.8  107982.3   17192.7   17180.4 ]
[24-11-01 12:16:20] 37      -206.95 [    44071.8  107982.3   17292.1   17180.4 ]
[24-11-01 12:16:20] 38      -206.92 [    44071.8  107982.3   17242.4   17180.4 ]
[24-11-01 12:16:20] 39      -206.98 [    44071.8  107982.3   17242.4   17181.4 ]
[24-11-01 12:16:20] 40      -206.82 [    44071.8  107982.3   17242.4   17178.7 ]
[24-11-01 12:16:21] 41      -196.92 [    44071.8  107982.3   17242.4   17002.4 ]
[24-11-01 12:16:21] 42      -171.39 [    44071.8  107982.3   17242.4   15778.3 ]
[24-11-01 12:16:21] 43      -368.48 [    44071.8  107982.3   17242.4   13797.8 ]
[24-11-01 12:16:21] 44      -203.88 [    44071.8  107982.3   17242.4   15021.8 ]
[24-11-01 12:16:21] 45      -171.27 [    44071.8  107982.3   17242.4   16245.9 ]
[24-11-01 12:16:21] 46      -169.63 [    44071.8  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:22] 47      -169.64 [    44071.8  107982.3   17242.4   16027.5 ]
[24-11-01 12:16:22] 48      -169.63 [    44071.8  107982.3   17242.4   16004.2 ]
[24-11-01 12:16:22] 50      -169.63 [    44071.8  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:22] 51      -169.66 [    44072.8  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:22] 52      -169.58 [    44070.1  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:22] 53      -164.15 [    43893.8  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 54      -135.92 [    41783.4  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 55       -267.3 [    38368.7  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 56      -157.06 [    40479.1  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 57      -138.27 [    42589.5  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 58      -135.46 [    42025.6  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 59      -135.46 [    42005.1  107982.3   17242.4   16015.9 ]
[24-11-01 12:16:23] 60      -135.47 [    41984.4  107982.3   17242.4   16015.9 ]
