[24-11-01 19:25:52] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 19:25:52] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 19:25:52] 0            p0 [     6664.9  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:53] 1     -90403.87 [     6664.9  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:53] 2     -90403.87 [     6664.9  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:54] 3      -90400.0 [     6665.9  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:55] 4     -90393.75 [     6667.5  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:55] 5     -89737.71 [     6843.9  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:56] 6     -84861.22 [     9024.6  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:57] 7      -83685.2 [    12553.2  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:57] 8     -83572.17 [    11288.9  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:58] 9     -83779.44 [    10424.0  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:25:59] 10    -83566.07 [    11771.8  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:26:00] 11    -83560.32 [    11567.8  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:26:00] 12    -83560.63 [    11616.8  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:26:01] 13     -83560.7 [    11518.8  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:26:02] 14    -83560.32 [    11567.8  461777.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
[24-11-01 19:26:03] 15    -83559.78 [    11567.8  461778.0    3909.3    3579.6  214923.2    1362.6  168405.6    1214.0    1110.1  7.64e-05  8.08e-05  1.06e-05 ]
