[24-11-02 00:26:31] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 00:26:31] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 00:26:31] 0            p0 [     7063.2  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:32] 1    -114279.77 [     7063.2  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:34] 2    -114279.77 [     7063.2  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:35] 3    -114278.83 [     7064.2  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:37] 4    -114277.33 [     7065.9  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:38] 5    -114143.67 [     7242.2  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:39] 6    -114047.14 [     7546.3  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:41] 7    -114213.19 [     8038.3  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:42] 8    -114066.16 [     7734.2  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:44] 9     -114064.8 [     7430.1  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:45] 10   -114046.29 [     7579.5  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:46] 11    -114046.3 [     7574.3  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:48] 12   -114046.33 [     7584.7  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:49] 13   -114046.29 [     7579.5  359521.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:51] 14   -114045.63 [     7579.5  359522.3    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:52] 15   -114044.56 [     7579.5  359523.9    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:53] 16   -113927.68 [     7579.5  359700.2    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:55] 17    -102400.0 [     7579.5  378924.1    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:56] 18    -70080.84 [     7579.5  461588.7    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:58] 19    -41690.84 [     7579.5  595342.7    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:26:59] 20    -33125.42 [     7579.5  656985.1    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:00] 21    -25028.49 [     7579.5  756724.5    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:02] 23    -27171.56 [     7579.5  718627.4    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:03] 24    -24381.44 [     7579.5  780985.2    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:05] 25    -24295.04 [     7579.5  796965.0    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:06] 26    -24290.49 [     7579.5  792590.6    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:07] 27    -24307.15 [     7579.5  788259.9    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:09] 28    -24290.49 [     7579.5  792590.6    3229.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:10] 29     -24292.0 [     7579.5  792590.6    3230.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:12] 30    -24288.07 [     7579.5  792590.6    3227.8    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:13] 31    -24093.64 [     7579.5  792590.6    3051.4    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:14] 32    -24027.54 [     7579.5  792590.6    2890.8    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:16] 33    -24112.83 [     7579.5  792590.6    2630.9    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:17] 34    -24034.07 [     7579.5  792590.6    2791.5    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:19] 35    -24041.12 [     7579.5  792590.6    2952.2    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:20] 36    -24025.89 [     7579.5  792590.6    2859.6    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:21] 37     -24025.9 [     7579.5  792590.6    2863.3    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:23] 38    -24025.92 [     7579.5  792590.6    2855.9    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:24] 39    -24025.89 [     7579.5  792590.6    2859.6    2404.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:26] 40    -24020.93 [     7579.5  792590.6    2859.6    2405.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:27] 41    -24012.92 [     7579.5  792590.6    2859.6    2406.8  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:28] 42    -23238.22 [     7579.5  792590.6    2859.6    2583.2  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
[24-11-02 00:27:30] 43    -22565.86 [     7579.5  792590.6    2859.6    3194.5  246548.9    1393.9  211849.0    1173.7     909.5  1.08e-04   1.1e-04   8.3e-06 ]
