[24-11-01 20:52:02] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 20:52:02] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 20:52:02] 0            p0 [     4898.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:03] 1     -90540.76 [     4898.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:04] 2     -90540.76 [     4898.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:05] 3     -90527.94 [     4899.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:05] 4     -90507.21 [     4901.6  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:06] 5      -88297.5 [     5077.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:07] 6     -59449.97 [     8889.8  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:08] 7     -48282.46 [    15057.5  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:09] 8     -49273.01 [    13542.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:09] 9     -49778.82 [    25037.0  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:10] 10    -47867.47 [    18869.3  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:11] 11    -48396.22 [    21225.2  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:12] 12    -47784.38 [    17970.7  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:12] 13    -47777.32 [    17751.1  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:13] 14    -47775.88 [    17562.6  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:14] 15    -47777.42 [    17435.9  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:15] 16    -47775.88 [    17562.6  393496.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:15] 17    -47775.49 [    17562.6  393497.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:16] 18    -47774.86 [    17562.6  393499.4    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:17] 19     -47706.1 [    17562.6  393675.8    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:18] 20    -41336.53 [    17562.6  412899.7    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:18] 21     -32363.6 [    17562.6  458213.5    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:19] 22    -26169.68 [    17562.6  531532.9    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:20] 23    -25809.13 [    17562.6  539007.9    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:21] 24    -25287.95 [    17562.6  551102.7    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:22] 25    -23200.63 [    17562.6  627053.2    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:22] 26    -22310.46 [    17562.6  749943.6    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
[24-11-01 20:52:23] 27    -22296.84 [    17562.6  724081.1    4031.5    2213.3  204824.6    1329.0  167858.3     738.4     888.6  1.21e-04  1.01e-04  8.09e-06 ]
