[24-10-31 15:04:15] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:04:15] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:04:15] 0            p0 [    16175.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:16] 1     -33265.02 [    16175.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:16] 2     -33265.02 [    16175.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:16] 3     -33264.92 [    16176.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:16] 4     -33264.77 [    16178.5   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:17] 5     -33248.66 [    16354.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:17] 6     -32964.76 [    21201.2   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:17] 7     -32805.21 [    29042.6   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:17] 8     -32810.92 [    28497.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:18] 9     -32754.69 [    41730.3   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:18] 10    -32759.47 [    37883.6   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:18] 12    -32756.08 [    49571.7   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:18] 13    -32761.69 [    36884.0   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:19] 14    -32753.97 [    44958.6   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:19] 15    -32753.95 [    44631.5   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:19] 16    -32753.94 [    44346.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:19] 17    -32753.95 [    44065.2   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:20] 18    -32753.94 [    44346.9   23820.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:20] 19    -32754.15 [    44346.9   23821.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:20] 20     -32753.6 [    44346.9   23819.3   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:20] 21    -32753.05 [    44346.9   23816.6   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:20] 22    -32752.16 [    44346.9   23812.4   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:21] 23    -32750.72 [    44346.9   23805.6   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:21] 24    -32748.38 [    44346.9   23794.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:21] 25     -32744.6 [    44346.9   23776.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:21] 26    -32738.48 [    44346.9   23747.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:22] 27    -32728.55 [    44346.9   23700.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:22] 28    -32712.43 [    44346.9   23624.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:22] 29     -32686.2 [    44346.9   23501.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:22] 30    -32643.35 [    44346.9   23302.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:23] 31    -32572.98 [    44346.9   22980.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:23] 32    -32456.29 [    44346.9   22459.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:23] 33     -32259.8 [    44346.9   21616.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:23] 34    -31920.49 [    44346.9   20252.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:24] 35    -31310.38 [    44346.9   18045.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:24] 36    -30150.96 [    44346.9   14474.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:24] 37     -28244.8 [    44346.9    8696.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:24] 39    -30507.65 [    44346.9    5125.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:25] 40    -28855.49 [    44346.9   10903.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:25] 41    -28284.35 [    44346.9    8921.9   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:25] 42    -28247.77 [    44346.9    7332.5   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:25] 43    -28183.65 [    44346.9    8024.3   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:25] 44    -28184.83 [    44346.9    7866.3   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:26] 45    -28189.05 [    44346.9    8182.2   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:26] 46    -28183.65 [    44346.9    8024.3   53447.1    7583.0   23666.5 ]
[24-10-31 15:04:26] 47    -28183.64 [    44346.9    8024.3   53448.1    7583.0   23666.5 ]
[24-10-31 15:04:26] 48    -28183.64 [    44346.9    8024.3   53449.7    7583.0   23666.5 ]
[24-10-31 15:04:27] 49    -28183.33 [    44346.9    8024.3   53626.1    7583.0   23666.5 ]
[24-10-31 15:04:27] 50    -28182.95 [    44346.9    8024.3   54126.7    7583.0   23666.5 ]
[24-10-31 15:04:27] 51    -28183.95 [    44346.9    8024.3   54936.8    7583.0   23666.5 ]
