[24-11-02 02:04:46] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 02:04:46] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 02:04:46] 0            p0 [     5394.3  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:47] 1     -65679.91 [     5394.3  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:49] 2     -65679.91 [     5394.3  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:50] 3      -65668.0 [     5395.3  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:51] 4     -65648.72 [     5397.0  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:53] 5     -63613.28 [     5573.3  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:54] 6     -45218.01 [     8267.1  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:56] 7     -41813.48 [    12625.8  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:57] 8     -41077.21 [    10901.9  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:04:59] 9     -41674.11 [     9895.5  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:00] 10    -41142.76 [    11560.4  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:02] 11    -41064.02 [    11111.5  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:03] 12    -41064.29 [    11054.3  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:05] 13    -41066.18 [    11168.7  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:06] 14    -41064.02 [    11111.5  521559.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:07] 15    -41063.66 [    11111.5  521560.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:09] 16    -41063.07 [    11111.5  521562.0    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:10] 17    -40999.33 [    11111.5  521738.4    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:12] 18    -34838.18 [    11111.5  540962.2    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:13] 19    -23240.64 [    11111.5  607315.0    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:15] 20    -27357.12 [    11111.5  714676.0    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:16] 21    -21875.38 [    11111.5  648323.3    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:18] 22    -22886.93 [    11111.5  673667.8    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:19] 23     -21837.6 [    11111.5  642907.3    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:20] 24    -21837.94 [    11111.5  641693.8    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:22] 25     -21840.5 [    11111.5  644120.7    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:23] 26     -21837.6 [    11111.5  642907.3    2737.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:25] 27    -21845.03 [    11111.5  642907.3    2738.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:26] 28    -21825.61 [    11111.5  642907.3    2735.6    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:28] 29    -20671.99 [    11111.5  642907.3    2559.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:29] 30    -18642.91 [    11111.5  642907.3    1978.6    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:31] 31     -18615.4 [    11111.5  642907.3    1039.1    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:32] 32    -18322.38 [    11111.5  642907.3    1502.4    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:33] 33    -18348.16 [    11111.5  642907.3    1684.3    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:35] 34    -18381.75 [    11111.5  642907.3    1325.4    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:36] 35    -18319.79 [    11111.5  642907.3    1540.1    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:38] 36    -18319.78 [    11111.5  642907.3    1552.0    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:39] 37    -18320.17 [    11111.5  642907.3    1563.9    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:41] 38    -18319.78 [    11111.5  642907.3    1552.0    2962.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:42] 39    -18321.45 [    11111.5  642907.3    1552.0    2963.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:44] 40    -18317.15 [    11111.5  642907.3    1552.0    2960.8  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:45] 41    -18278.57 [    11111.5  642907.3    1552.0    2913.2  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:47] 42     -18369.6 [    11111.5  642907.3    1552.0    2836.3  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:48] 43    -18291.45 [    11111.5  642907.3    1552.0    2883.8  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:50] 44    -18284.52 [    11111.5  642907.3    1552.0    2931.4  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:51] 45    -18278.55 [    11111.5  642907.3    1552.0    2912.1  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:52] 46    -18278.55 [    11111.5  642907.3    1552.0    2912.6  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:54] 47    -18278.56 [    11111.5  642907.3    1552.0    2911.6  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
[24-11-02 02:05:55] 48    -18278.55 [    11111.5  642907.3    1552.0    2912.1  263374.1    1321.9  141900.3    1264.6     727.2  7.28e-05  8.56e-05  9.02e-06 ]
