[24-11-02 02:42:27] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 02:42:27] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 02:42:27] 0            p0 [     4636.2  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:29] 1     -87203.46 [     4636.2  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:30] 2     -87203.46 [     4636.2  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:31] 3     -87183.92 [     4637.2  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:33] 4     -87152.32 [     4638.8  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:34] 5     -83795.01 [     4815.2  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:36] 6     -48798.64 [     8149.5  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:37] 7     -52477.53 [    13544.5  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:38] 8     -45350.29 [    10210.2  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:40] 9     -46820.92 [    11483.8  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:41] 10    -45336.09 [    10154.5  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:43] 11    -45322.55 [     9994.1  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:44] 12    -45792.23 [     9289.5  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:45] 13    -45322.49 [    10047.7  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:47] 14    -45322.49 [    10047.7  376781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:48] 15    -45321.76 [    10047.7  376782.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:50] 16    -45320.59 [    10047.7  376783.8    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:51] 17     -45192.7 [    10047.7  376960.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:52] 18    -33034.12 [    10047.7  396184.1    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:54] 19    -12746.18 [    10047.7  452781.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:55] 20    -10108.33 [    10047.7  544357.2    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:57] 21     -7697.57 [    10047.7  505042.8    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:58] 22     -8409.51 [    10047.7  485080.6    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:42:59] 23     -8043.62 [    10047.7  520059.5    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:01] 24      -7698.4 [    10047.7  506325.4    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:02] 25     -7702.22 [    10047.7  503760.1    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:04] 26     -7697.57 [    10047.7  505042.8    2660.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:05] 27     -7703.15 [    10047.7  505042.8    2661.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:07] 28     -7688.57 [    10047.7  505042.8    2658.4    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:08] 29     -6943.08 [    10047.7  505042.8    2482.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:09] 30     -6600.67 [    10047.7  505042.8    2288.0    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:11] 31     -6840.65 [    10047.7  505042.8    1974.1    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
[24-11-02 02:43:12] 32      -6595.0 [    10047.7  505042.8    2168.1    2748.8  156922.8     715.0  118284.8     709.3     818.6  8.34e-05  9.72e-05  7.76e-06 ]
