[24-11-01 12:11:58] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:11:58] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:11:58] 0            p0 [    32514.0   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:58] 1      -5833.61 [    32514.0   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:58] 2      -5833.61 [    32514.0   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:58] 3      -5833.25 [    32515.0   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:58] 4      -5832.66 [    32516.6   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:59] 5      -5768.78 [    32693.0   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:59] 6      -3412.63 [    42952.6   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:59] 8      -2764.03 [    49293.3   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:59] 10      -3039.1 [    46122.9   98409.6   11320.9   23671.7 ]
[24-11-01 12:11:59] 12     -2859.12 [    48082.3   98409.6   11320.9   23671.7 ]
[24-11-01 12:12:00] 13      -2723.0 [    49865.1   98409.6   11320.9   23671.7 ]
[24-11-01 12:12:00] 15     -2738.39 [    49646.7   98409.6   11320.9   23671.7 ]
[24-11-01 12:12:00] 17      -2723.0 [    49865.1   98409.6   11320.9   23671.7 ]
[24-11-01 12:12:00] 18      -2723.0 [    49865.1   98410.6   11320.9   23671.7 ]
[24-11-01 12:12:00] 19     -2722.99 [    49865.1   98412.2   11320.9   23671.7 ]
[24-11-01 12:12:00] 20     -2722.71 [    49865.1   98588.6   11320.9   23671.7 ]
[24-11-01 12:12:01] 21     -2720.51 [    49865.1  101388.2   11320.9   23671.7 ]
[24-11-01 12:12:01] 22     -2726.11 [    49865.1  105918.0   11320.9   23671.7 ]
[24-11-01 12:12:01] 23     -2721.32 [    49865.1  103118.4   11320.9   23671.7 ]
[24-11-01 12:12:01] 24     -2720.83 [    49865.1  100318.8   11320.9   23671.7 ]
[24-11-01 12:12:01] 25     -2720.51 [    49865.1  101418.0   11320.9   23671.7 ]
[24-11-01 12:12:02] 26     -2720.51 [    49865.1  101448.0   11320.9   23671.7 ]
