[24-11-01 12:19:26] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:19:26] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:19:26] 0            p0 [    22721.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:26] 1      -9221.44 [    22721.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:26] 2      -9221.44 [    22721.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:26] 3      -9220.47 [    22722.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:26] 4      -9218.91 [    22724.0  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:26] 5      -9050.11 [    22900.3  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:27] 6      -3607.53 [    31807.2  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:27] 7       -768.03 [    46218.8  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:27] 8       -925.51 [    44561.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:27] 11     -1413.52 [    40714.1  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:27] 12     -1045.52 [    43466.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:28] 13      -520.91 [    49620.9  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:28] 15       -604.5 [    48321.4  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:28] 17      -551.39 [    49124.5  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:28] 18      -502.92 [    49927.7  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:28] 19      -502.92 [    49927.7  109896.4   19999.3   17020.5 ]
[24-11-01 12:19:28] 20      -502.91 [    49927.7  109897.4   19999.3   17020.5 ]
[24-11-01 12:19:29] 21      -502.91 [    49927.7  109899.0   19999.3   17020.5 ]
[24-11-01 12:19:29] 22      -502.42 [    49927.7  110075.4   19999.3   17020.5 ]
[24-11-01 12:19:29] 23      -497.65 [    49927.7  113584.7   19999.3   17020.5 ]
[24-11-01 12:19:29] 24      -509.79 [    49927.7  119263.0   19999.3   17020.5 ]
[24-11-01 12:19:29] 25       -499.4 [    49927.7  115753.6   19999.3   17020.5 ]
[24-11-01 12:19:29] 26      -498.35 [    49927.7  112244.3   19999.3   17020.5 ]
[24-11-01 12:19:30] 27      -497.65 [    49927.7  113621.6   19999.3   17020.5 ]
[24-11-01 12:19:30] 28      -497.65 [    49927.7  113658.8   19999.3   17020.5 ]
[24-11-01 12:19:30] 29      -497.65 [    49927.7  113621.6   19999.3   17020.5 ]
[24-11-01 12:19:30] 30      -497.63 [    49927.7  113621.6   20000.3   17020.5 ]
[24-11-01 12:19:30] 31       -497.6 [    49927.7  113621.6   20001.9   17020.5 ]
[24-11-01 12:19:31] 32      -494.91 [    49927.7  113621.6   20178.3   17020.5 ]
[24-11-01 12:19:31] 33      -483.36 [    49927.7  113621.6   21591.0   17020.5 ]
[24-11-01 12:19:31] 34      -492.29 [    49927.7  113621.6   23876.7   17020.5 ]
[24-11-01 12:19:31] 35      -483.48 [    49927.7  113621.6   22464.1   17020.5 ]
[24-11-01 12:19:31] 36      -485.85 [    49927.7  113621.6   21051.4   17020.5 ]
[24-11-01 12:19:31] 37      -482.83 [    49927.7  113621.6   22006.7   17020.5 ]
[24-11-01 12:19:32] 38      -482.83 [    49927.7  113621.6   21986.6   17020.5 ]
[24-11-01 12:19:32] 39      -482.83 [    49927.7  113621.6   22026.8   17020.5 ]
[24-11-01 12:19:32] 40      -482.83 [    49927.7  113621.6   22006.7   17020.5 ]
[24-11-01 12:19:32] 41      -482.79 [    49927.7  113621.6   22006.7   17021.5 ]
[24-11-01 12:19:32] 42      -482.73 [    49927.7  113621.6   22006.7   17023.2 ]
[24-11-01 12:19:33] 43      -477.01 [    49927.7  113621.6   22006.7   17199.5 ]
[24-11-01 12:19:33] 44      -467.91 [    49927.7  113621.6   22006.7   17789.0 ]
[24-11-01 12:19:33] 45      -480.67 [    49927.7  113621.6   22006.7   18742.9 ]
[24-11-01 12:19:33] 46      -469.15 [    49927.7  113621.6   22006.7   18153.4 ]
[24-11-01 12:19:33] 47      -469.67 [    49927.7  113621.6   22006.7   17563.9 ]
[24-11-01 12:19:33] 48      -467.76 [    49927.7  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:34] 49      -467.76 [    49927.7  113621.6   22006.7   17873.1 ]
[24-11-01 12:19:34] 50      -467.76 [    49927.7  113621.6   22006.7   17890.3 ]
[24-11-01 12:19:34] 52      -467.76 [    49927.7  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:34] 53      -467.71 [    49928.7  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:34] 54      -467.62 [    49930.3  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:35] 56      -464.11 [    49997.7  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:35] 58      -465.86 [    49964.0  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:35] 60      -464.78 [    49984.8  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:35] 62      -464.37 [    49992.7  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:35] 63      -463.99 [    50000.0  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:35] 65      -464.04 [    49999.1  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:36] 66      -463.99 [    50000.0  113621.6   22006.7   17881.7 ]
[24-11-01 12:19:36] 67      -463.99 [    50000.0  113622.6   22006.7   17881.7 ]
[24-11-01 12:19:36] 68      -463.98 [    50000.0  113624.2   22006.7   17881.7 ]
[24-11-01 12:19:36] 69      -463.27 [    50000.0  113800.6   22006.7   17881.7 ]
[24-11-01 12:19:36] 70      -451.97 [    50000.0  119431.5   22006.7   17881.7 ]
[24-11-01 12:19:36] 71      -480.32 [    50000.0  128542.5   22006.7   17881.7 ]
[24-11-01 12:19:37] 72      -456.06 [    50000.0  122911.6   22006.7   17881.7 ]
[24-11-01 12:19:37] 73      -453.66 [    50000.0  117280.7   22006.7   17881.7 ]
[24-11-01 12:19:37] 74      -451.97 [    50000.0  119489.6   22006.7   17881.7 ]
[24-11-01 12:19:37] 75      -451.97 [    50000.0  119548.3   22006.7   17881.7 ]
[24-11-01 12:19:37] 76      -451.97 [    50000.0  119489.6   22006.7   17881.7 ]
[24-11-01 12:19:38] 77      -451.97 [    50000.0  119489.6   22007.7   17881.7 ]
[24-11-01 12:19:38] 78      -451.96 [    50000.0  119489.6   22009.3   17881.7 ]
[24-11-01 12:19:38] 79      -451.08 [    50000.0  119489.6   22185.7   17881.7 ]
[24-11-01 12:19:38] 80      -449.65 [    50000.0  119489.6   22791.3   17881.7 ]
[24-11-01 12:19:38] 81      -451.92 [    50000.0  119489.6   23771.2   17881.7 ]
[24-11-01 12:19:38] 82       -449.9 [    50000.0  119489.6   23165.6   17881.7 ]
[24-11-01 12:19:39] 83      -449.92 [    50000.0  119489.6   22560.0   17881.7 ]
[24-11-01 12:19:39] 84      -449.64 [    50000.0  119489.6   22866.6   17881.7 ]
[24-11-01 12:19:39] 85      -449.64 [    50000.0  119489.6   22858.0   17881.7 ]
[24-11-01 12:19:39] 86      -449.64 [    50000.0  119489.6   22875.2   17881.7 ]
[24-11-01 12:19:39] 87      -449.64 [    50000.0  119489.6   22866.6   17881.7 ]
[24-11-01 12:19:40] 88       -449.6 [    50000.0  119489.6   22866.6   17882.7 ]
[24-11-01 12:19:40] 89      -449.55 [    50000.0  119489.6   22866.6   17884.3 ]
[24-11-01 12:19:40] 90      -444.22 [    50000.0  119489.6   22866.6   18060.6 ]
[24-11-01 12:19:40] 91       -435.5 [    50000.0  119489.6   22866.6   18665.1 ]
[24-11-01 12:19:40] 92      -447.96 [    50000.0  119489.6   22866.6   19643.2 ]
[24-11-01 12:19:40] 93      -436.74 [    50000.0  119489.6   22866.6   19038.7 ]
[24-11-01 12:19:41] 94      -437.17 [    50000.0  119489.6   22866.6   18434.2 ]
[24-11-01 12:19:41] 95      -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:41] 96      -435.36 [    50000.0  119489.6   22866.6   18748.1 ]
[24-11-01 12:19:41] 97      -435.37 [    50000.0  119489.6   22866.6   18765.6 ]
[24-11-01 12:19:41] 99      -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:42] 101     -435.44 [    49998.4  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:42] 102     -435.39 [    49999.4  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:42] 104     -435.38 [    49999.7  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:42] 106     -435.37 [    49999.9  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:42] 108     -435.37 [    49999.9  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:42] 109     -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:43] 111     -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:43] 113     -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:43] 115     -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
[24-11-01 12:19:43] 116     -435.36 [    50000.0  119489.6   22866.6   18756.9 ]
