[24-11-01 12:15:02] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:15:02] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:15:02] 0            p0 [    27281.2  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:03] 1      -9892.01 [    27281.2  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:03] 2      -9892.01 [    27281.2  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:03] 3      -9891.53 [    27282.2  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:03] 4      -9890.76 [    27283.9  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:03] 5       -9807.3 [    27460.2  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:03] 6      -6192.85 [    39117.4  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:04] 8      -5016.86 [    46321.9  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:04] 10     -5543.25 [    42719.7  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:04] 11     -4802.28 [    48022.7  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:04] 12     -4678.96 [    49073.8  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:04] 13     -4606.01 [    49723.5  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:05] 15     -4633.59 [    49475.3  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:05] 16     -4606.01 [    49723.5  110580.6   16800.0   24083.2 ]
[24-11-01 12:15:05] 17      -4606.0 [    49723.5  110581.6   16800.0   24083.2 ]
[24-11-01 12:15:05] 18     -4605.99 [    49723.5  110583.3   16800.0   24083.2 ]
[24-11-01 12:15:05] 19     -4604.34 [    49723.5  110759.6   16800.0   24083.2 ]
[24-11-01 12:15:05] 20     -4481.49 [    49723.5  129983.5   16800.0   24083.2 ]
[24-11-01 12:15:06] 21     -4460.29 [    49723.5  141475.4   16800.0   24083.2 ]
[24-11-01 12:15:06] 22     -4505.69 [    49723.5  160069.7   16800.0   24083.2 ]
[24-11-01 12:15:06] 23     -4466.17 [    49723.5  148577.8   16800.0   24083.2 ]
[24-11-01 12:15:06] 24     -4463.87 [    49723.5  137085.9   16800.0   24083.2 ]
[24-11-01 12:15:06] 25     -4460.23 [    49723.5  142130.5   16800.0   24083.2 ]
[24-11-01 12:15:06] 26     -4460.24 [    49723.5  141815.0   16800.0   24083.2 ]
[24-11-01 12:15:07] 27     -4460.25 [    49723.5  142446.0   16800.0   24083.2 ]
[24-11-01 12:15:07] 28     -4460.23 [    49723.5  142130.5   16800.0   24083.2 ]
[24-11-01 12:15:07] 29     -4459.99 [    49723.5  142130.5   16801.0   24083.2 ]
[24-11-01 12:15:07] 30     -4459.61 [    49723.5  142130.5   16802.6   24083.2 ]
[24-11-01 12:15:07] 31     -4418.25 [    49723.5  142130.5   16979.0   24083.2 ]
[24-11-01 12:15:08] 32     -3582.23 [    49723.5  142130.5   22500.8   24083.2 ]
[24-11-01 12:15:08] 33     -3085.46 [    49723.5  142130.5   31435.3   24083.2 ]
[24-11-01 12:15:08] 34     -3093.75 [    49723.5  142130.5   31163.1   24083.2 ]
[24-11-01 12:15:08] 35      -2874.3 [    49723.5  142130.5   45891.7   24083.2 ]
[24-11-01 12:15:08] 36     -2895.49 [    49723.5  142130.5   42830.8   24083.2 ]
[24-11-01 12:15:08] 37     -2836.49 [    49723.5  142130.5   69282.6   24083.2 ]
[24-11-01 12:15:09] 38     -2836.83 [    49723.5  142130.5   59942.0   24083.2 ]
[24-11-01 12:15:09] 40     -2848.14 [    49723.5  142130.5   83738.9   24083.2 ]
[24-11-01 12:15:09] 41     -2836.57 [    49723.5  142130.5   60348.1   24083.2 ]
[24-11-01 12:15:09] 42     -2835.39 [    49723.5  142130.5   64945.9   24083.2 ]
[24-11-01 12:15:09] 43     -2835.38 [    49723.5  142130.5   64464.5   24083.2 ]
[24-11-01 12:15:10] 44      -2835.4 [    49723.5  142130.5   63987.8   24083.2 ]
[24-11-01 12:15:10] 45     -2835.38 [    49723.5  142130.5   64464.5   24083.2 ]
[24-11-01 12:15:10] 46     -2835.36 [    49723.5  142130.5   64464.5   24084.2 ]
[24-11-01 12:15:10] 47     -2835.31 [    49723.5  142130.5   64464.5   24085.8 ]
[24-11-01 12:15:10] 48     -2830.65 [    49723.5  142130.5   64464.5   24262.2 ]
[24-11-01 12:15:10] 49     -2807.59 [    49723.5  142130.5   64464.5   25892.3 ]
[24-11-01 12:15:11] 50     -2827.06 [    49723.5  142130.5   64464.5   28529.7 ]
[24-11-01 12:15:11] 51     -2808.21 [    49723.5  142130.5   64464.5   26899.7 ]
[24-11-01 12:15:11] 52     -2812.48 [    49723.5  142130.5   64464.5   25269.6 ]
[24-11-01 12:15:11] 53     -2806.66 [    49723.5  142130.5   64464.5   26336.9 ]
[24-11-01 12:15:11] 54     -2806.66 [    49723.5  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:12] 55     -2806.66 [    49723.5  142130.5   64464.5   26292.0 ]
[24-11-01 12:15:12] 57     -2806.66 [    49723.5  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:12] 58     -2806.58 [    49724.5  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:12] 59     -2806.45 [    49726.1  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:12] 60     -2792.35 [    49902.4  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:12] 67     -2797.72 [    49835.1  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:13] 68     -2795.03 [    49868.8  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:13] 69     -2787.94 [    49958.0  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:13] 70     -2785.22 [    49992.3  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:13] 72     -2786.26 [    49979.2  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:13] 74     -2785.62 [    49987.3  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:14] 75     -2784.97 [    49995.4  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:14] 76     -2784.97 [    49995.4  142130.5   64464.5   26314.3 ]
[24-11-01 12:15:14] 77     -2784.96 [    49995.4  142131.5   64464.5   26314.3 ]
[24-11-01 12:15:14] 78     -2784.94 [    49995.4  142133.1   64464.5   26314.3 ]
[24-11-01 12:15:14] 79     -2782.79 [    49995.4  142309.5   64464.5   26314.3 ]
[24-11-01 12:15:14] 80     -2601.61 [    49995.4  161533.3   64464.5   26314.3 ]
[24-11-01 12:15:15] 81     -2519.04 [    49995.4  185091.0   64464.5   26314.3 ]
[24-11-01 12:15:15] 82     -2694.27 [    49995.4  223208.2   64464.5   26314.3 ]
[24-11-01 12:15:15] 83     -2542.05 [    49995.4  199650.5   64464.5   26314.3 ]
[24-11-01 12:15:15] 84     -2532.83 [    49995.4  176092.8   64464.5   26314.3 ]
[24-11-01 12:15:15] 85     -2518.83 [    49995.4  186390.1   64464.5   26314.3 ]
[24-11-01 12:15:16] 86     -2518.85 [    49995.4  185947.5   64464.5   26314.3 ]
[24-11-01 12:15:16] 87     -2518.86 [    49995.4  186832.7   64464.5   26314.3 ]
[24-11-01 12:15:16] 88     -2518.83 [    49995.4  186390.1   64464.5   26314.3 ]
[24-11-01 12:15:16] 89     -2518.84 [    49995.4  186390.1   64465.5   26314.3 ]
[24-11-01 12:15:16] 90     -2518.83 [    49995.4  186390.1   64462.8   26314.3 ]
[24-11-01 12:15:16] 91      -2518.4 [    49995.4  186390.1   64286.5   26314.3 ]
[24-11-01 12:15:17] 92     -2523.88 [    49995.4  186390.1   45604.0   26314.3 ]
[24-11-01 12:15:17] 93     -2505.59 [    49995.4  186390.1   57150.4   26314.3 ]
[24-11-01 12:15:17] 94     -2504.46 [    49995.4  186390.1   52740.1   26314.3 ]
[24-11-01 12:15:17] 95     -2504.05 [    49995.4  186390.1   53984.2   26314.3 ]
[24-11-01 12:15:17] 96     -2504.04 [    49995.4  186390.1   54259.5   26314.3 ]
[24-11-01 12:15:18] 97     -2504.04 [    49995.4  186390.1   54361.5   26314.3 ]
[24-11-01 12:15:18] 98     -2504.04 [    49995.4  186390.1   54157.4   26314.3 ]
[24-11-01 12:15:18] 99     -2504.04 [    49995.4  186390.1   54157.4   26314.3 ]
[24-11-01 12:15:18] 100    -2503.96 [    49995.4  186390.1   54157.4   26315.3 ]
[24-11-01 12:15:18] 101    -2503.84 [    49995.4  186390.1   54157.4   26317.0 ]
[24-11-01 12:15:18] 102    -2490.61 [    49995.4  186390.1   54157.4   26493.3 ]
[24-11-01 12:15:19] 103    -2336.53 [    49995.4  186390.1   54157.4   30014.5 ]
[24-11-01 12:15:19] 104    -2356.47 [    49995.4  186390.1   54157.4   35712.0 ]
[24-11-01 12:15:19] 105    -2316.66 [    49995.4  186390.1   54157.4   32190.8 ]
