[24-11-01 12:20:43] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:20:43] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:20:43] 0            p0 [    34794.5   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:43] 1      -7755.32 [    34794.5   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:43] 2      -7755.32 [    34794.5   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:43] 3      -7755.05 [    34795.5   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:44] 4       -7754.6 [    34797.1   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:44] 5      -7706.26 [    34973.5   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:44] 6      -5186.44 [    49007.0   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:44] 9       -5909.2 [    43646.7   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:44] 10     -5520.99 [    46326.9   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:45] 13     -5308.55 [    47983.3   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:45] 14     -5131.04 [    49490.4   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:45] 15      -5097.5 [    49789.1   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:45] 16     -5077.03 [    49973.7   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:45] 17     -5077.03 [    49973.7   93807.1   16689.7   27145.3 ]
[24-11-01 12:20:45] 18     -5077.02 [    49973.7   93808.1   16689.7   27145.3 ]
[24-11-01 12:20:46] 19      -5077.0 [    49973.7   93809.7   16689.7   27145.3 ]
[24-11-01 12:20:46] 20     -5074.56 [    49973.7   93986.1   16689.7   27145.3 ]
[24-11-01 12:20:46] 21     -4857.41 [    49973.7  113210.0   16689.7   27145.3 ]
[24-11-01 12:20:46] 22     -4703.48 [    49973.7  146497.4   16689.7   27145.3 ]
[24-11-01 12:20:46] 23     -5006.24 [    49973.7  200357.6   16689.7   27145.3 ]
[24-11-01 12:20:47] 24     -4741.91 [    49973.7  167070.2   16689.7   27145.3 ]
[24-11-01 12:20:47] 25     -4729.97 [    49973.7  133782.7   16689.7   27145.3 ]
[24-11-01 12:20:47] 26     -4702.85 [    49973.7  148915.2   16689.7   27145.3 ]
[24-11-01 12:20:47] 27     -4702.87 [    49973.7  148364.1   16689.7   27145.3 ]
[24-11-01 12:20:47] 28      -4702.9 [    49973.7  149466.3   16689.7   27145.3 ]
[24-11-01 12:20:47] 29     -4702.85 [    49973.7  148915.2   16689.7   27145.3 ]
[24-11-01 12:20:48] 30     -4702.57 [    49973.7  148915.2   16690.7   27145.3 ]
[24-11-01 12:20:48] 31     -4702.12 [    49973.7  148915.2   16692.3   27145.3 ]
[24-11-01 12:20:48] 32     -4653.78 [    49973.7  148915.2   16868.7   27145.3 ]
[24-11-01 12:20:48] 33     -3651.93 [    49973.7  148915.2   22518.5   27145.3 ]
[24-11-01 12:20:48] 34     -3047.09 [    49973.7  148915.2   31660.2   27145.3 ]
[24-11-01 12:20:48] 35      -3053.3 [    49973.7  148915.2   31491.4   27145.3 ]
[24-11-01 12:20:49] 36     -2772.91 [    49973.7  148915.2   46451.8   27145.3 ]
[24-11-01 12:20:49] 37     -2798.41 [    49973.7  148915.2   43713.3   27145.3 ]
[24-11-01 12:20:49] 38     -2700.31 [    49973.7  148915.2   70385.1   27145.3 ]
[24-11-01 12:20:49] 39     -2707.95 [    49973.7  148915.2   62207.5   27145.3 ]
[24-11-01 12:20:49] 41     -2702.15 [    49973.7  148915.2   85176.6   27145.3 ]
[24-11-01 12:20:50] 42     -2709.57 [    49973.7  148915.2   61243.4   27145.3 ]
[24-11-01 12:20:50] 43     -2699.44 [    49973.7  148915.2   76473.7   27145.3 ]
