[24-11-01 23:43:51] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 23:43:51] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 23:43:51] 0            p0 [     6729.4  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:52] 1     -40090.94 [     6729.4  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:53] 2     -40090.94 [     6729.4  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:53] 3     -40086.53 [     6730.4  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:54] 4      -40079.4 [     6732.1  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:55] 5      -39328.0 [     6908.4  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:56] 6     -32555.26 [     9410.7  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:56] 7     -28731.14 [    13459.5  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:57] 8      -28860.9 [    13190.8  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
[24-11-01 23:43:58] 9     -27553.35 [    20010.5  427725.1    3311.5    2187.1  197226.1    1209.9  184947.2    1338.1    1316.4  1.39e-04  8.53e-05  1.03e-05 ]
