[24-11-01 12:14:35] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:14:35] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:14:35] 0            p0 [    32321.1  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:35] 1       -2362.8 [    32321.1  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:35] 2       -2362.8 [    32321.1  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:36] 3      -2362.71 [    32322.1  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:36] 4      -2362.56 [    32323.7  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:36] 5       -2346.4 [    32500.1  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:36] 6      -1711.76 [    43175.2  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:36] 8      -1513.62 [    49772.8  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:36] 10     -1601.26 [    46474.0  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:37] 12     -1544.79 [    48512.8  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:37] 14     -1525.22 [    49291.5  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:37] 16     -1518.01 [    49589.0  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:37] 17     -1513.62 [    49772.8  104936.6   20324.4   23168.1 ]
[24-11-01 12:14:37] 18      -1513.6 [    49772.8  104937.6   20324.4   23168.1 ]
[24-11-01 12:14:37] 19     -1513.56 [    49772.8  104939.2   20324.4   23168.1 ]
[24-11-01 12:14:38] 20      -1509.4 [    49772.8  105115.6   20324.4   23168.1 ]
[24-11-01 12:14:38] 21     -1139.45 [    49772.8  124339.4   20324.4   23168.1 ]
[24-11-01 12:14:38] 22      -881.06 [    49772.8  157416.4   20324.4   23168.1 ]
[24-11-01 12:14:38] 23     -1409.85 [    49772.8  210936.1   20324.4   23168.1 ]
[24-11-01 12:14:38] 24      -949.82 [    49772.8  177859.1   20324.4   23168.1 ]
[24-11-01 12:14:38] 25      -924.66 [    49772.8  144782.1   20324.4   23168.1 ]
[24-11-01 12:14:39] 26      -880.26 [    49772.8  159474.7   20324.4   23168.1 ]
[24-11-01 12:14:39] 27       -880.3 [    49772.8  158929.3   20324.4   23168.1 ]
[24-11-01 12:14:39] 28      -880.34 [    49772.8  160020.1   20324.4   23168.1 ]
[24-11-01 12:14:39] 29      -880.26 [    49772.8  159474.7   20324.4   23168.1 ]
[24-11-01 12:14:39] 30      -880.17 [    49772.8  159474.7   20325.4   23168.1 ]
[24-11-01 12:14:39] 31      -880.03 [    49772.8  159474.7   20327.0   23168.1 ]
[24-11-01 12:14:40] 32      -864.47 [    49772.8  159474.7   20503.3   23168.1 ]
[24-11-01 12:14:40] 33      -658.97 [    49772.8  159474.7   24337.5   23168.1 ]
[24-11-01 12:14:40] 34      -614.62 [    49772.8  159474.7   30541.4   23168.1 ]
[24-11-01 12:14:40] 35       -607.3 [    49772.8  159474.7   28211.9   23168.1 ]
[24-11-01 12:14:40] 36      -615.22 [    49772.8  159474.7   26732.0   23168.1 ]
[24-11-01 12:14:40] 37      -607.66 [    49772.8  159474.7   29101.7   23168.1 ]
[24-11-01 12:14:41] 38      -607.04 [    49772.8  159474.7   28573.2   23168.1 ]
[24-11-01 12:14:41] 39      -607.04 [    49772.8  159474.7   28490.7   23168.1 ]
[24-11-01 12:14:41] 40      -607.06 [    49772.8  159474.7   28655.7   23168.1 ]
[24-11-01 12:14:41] 41      -607.04 [    49772.8  159474.7   28573.2   23168.1 ]
[24-11-01 12:14:41] 42      -607.02 [    49772.8  159474.7   28573.2   23169.1 ]
[24-11-01 12:14:41] 43      -606.98 [    49772.8  159474.7   28573.2   23170.7 ]
[24-11-01 12:14:42] 44       -603.9 [    49772.8  159474.7   28573.2   23347.0 ]
[24-11-01 12:14:42] 45      -599.41 [    49772.8  159474.7   28573.2   23901.9 ]
[24-11-01 12:14:42] 46      -607.05 [    49772.8  159474.7   28573.2   24799.8 ]
[24-11-01 12:14:42] 47       -600.3 [    49772.8  159474.7   28573.2   24244.9 ]
