[24-11-01 12:17:33] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:17:33] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:17:33] 0            p0 [    37477.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:33] 1      -2127.35 [    37477.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:33] 2      -2127.35 [    37477.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:33] 3      -2127.27 [    37478.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:34] 4      -2127.14 [    37480.4   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:34] 5      -2113.26 [    37656.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:34] 7      -1783.65 [    42686.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:34] 8      -1629.85 [    45795.5   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:34] 9      -1548.95 [    47716.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:34] 10      -1503.5 [    48904.2   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:35] 11     -1476.98 [    49638.1   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:35] 13     -1486.97 [    49357.8   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:35] 14     -1470.89 [    49811.4   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:35] 15     -1466.58 [    49934.7   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:35] 16     -1466.58 [    49934.7   92546.4   12918.5   15922.8 ]
[24-11-01 12:17:35] 17     -1466.57 [    49934.7   92547.4   12918.5   15922.8 ]
[24-11-01 12:17:36] 18     -1466.56 [    49934.7   92549.0   12918.5   15922.8 ]
[24-11-01 12:17:36] 19     -1464.84 [    49934.7   92725.3   12918.5   15922.8 ]
[24-11-01 12:17:36] 20     -1412.93 [    49934.7  103341.0   12918.5   15922.8 ]
[24-11-01 12:17:36] 21     -1536.62 [    49934.7  120517.4   12918.5   15922.8 ]
[24-11-01 12:17:36] 22     -1430.49 [    49934.7  109901.8   12918.5   15922.8 ]
[24-11-01 12:17:36] 23      -1420.9 [    49934.7   99286.2   12918.5   15922.8 ]
[24-11-01 12:17:37] 24     -1412.91 [    49934.7  103560.0   12918.5   15922.8 ]
[24-11-01 12:17:37] 25     -1412.92 [    49934.7  103670.1   12918.5   15922.8 ]
[24-11-01 12:17:37] 26     -1412.91 [    49934.7  103560.0   12918.5   15922.8 ]
[24-11-01 12:17:37] 27     -1412.72 [    49934.7  103560.0   12919.5   15922.8 ]
[24-11-01 12:17:37] 28     -1412.41 [    49934.7  103560.0   12921.2   15922.8 ]
[24-11-01 12:17:38] 29     -1379.66 [    49934.7  103560.0   13097.5   15922.8 ]
[24-11-01 12:17:38] 30     -1037.26 [    49934.7  103560.0   16069.3   15922.8 ]
[24-11-01 12:17:38] 31      -901.52 [    49934.7  103560.0   20877.9   15922.8 ]
[24-11-01 12:17:38] 32      -909.77 [    49934.7  103560.0   19736.0   15922.8 ]
[24-11-01 12:17:38] 33      -987.88 [    49934.7  103560.0   28658.2   15922.8 ]
[24-11-01 12:17:38] 34      -914.88 [    49934.7  103560.0   23849.7   15922.8 ]
[24-11-01 12:17:39] 35      -920.22 [    49934.7  103560.0   19041.2   15922.8 ]
[24-11-01 12:17:39] 36      -900.91 [    49934.7  103560.0   21627.5   15922.8 ]
[24-11-01 12:17:39] 37      -900.75 [    49934.7  103560.0   21423.2   15922.8 ]
[24-11-01 12:17:39] 38      -900.75 [    49934.7  103560.0   21338.2   15922.8 ]
[24-11-01 12:17:39] 39      -900.79 [    49934.7  103560.0   21508.3   15922.8 ]
[24-11-01 12:17:39] 40      -900.75 [    49934.7  103560.0   21423.2   15922.8 ]
[24-11-01 12:17:40] 41      -900.74 [    49934.7  103560.0   21423.2   15923.8 ]
[24-11-01 12:17:40] 42      -900.73 [    49934.7  103560.0   21423.2   15925.4 ]
[24-11-01 12:17:40] 43      -900.31 [    49934.7  103560.0   21423.2   16056.9 ]
[24-11-01 12:17:40] 44       -901.3 [    49934.7  103560.0   21423.2   16269.5 ]
[24-11-01 12:17:40] 45      -900.45 [    49934.7  103560.0   21423.2   16138.1 ]
[24-11-01 12:17:41] 46      -900.38 [    49934.7  103560.0   21423.2   16006.6 ]
[24-11-01 12:17:41] 47      -900.31 [    49934.7  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:41] 48      -900.31 [    49934.7  103560.0   21423.2   16058.8 ]
[24-11-01 12:17:41] 49      -900.31 [    49934.7  103560.0   21423.2   16061.5 ]
[24-11-01 12:17:41] 51      -900.31 [    49934.7  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:41] 52      -900.29 [    49935.7  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:42] 53      -900.25 [    49937.3  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:42] 56      -899.61 [    49963.0  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:42] 57      -899.93 [    49950.2  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:42] 58      -899.22 [    49978.9  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:42] 59      -898.97 [    49988.8  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:43] 60      -898.83 [    49994.8  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:43] 61      -898.73 [    49998.6  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:43] 63      -898.77 [    49997.2  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:43] 64      -898.71 [    49999.5  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:43] 66      -898.71 [    49999.5  103560.0   21423.2   16060.2 ]
[24-11-01 12:17:43] 67       -898.7 [    49999.5  103561.0   21423.2   16060.2 ]
[24-11-01 12:17:44] 68      -898.69 [    49999.5  103562.6   21423.2   16060.2 ]
[24-11-01 12:17:44] 69      -897.55 [    49999.5  103739.0   21423.2   16060.2 ]
[24-11-01 12:17:44] 70      -873.39 [    49999.5  111232.5   21423.2   16060.2 ]
[24-11-01 12:17:44] 71      -932.67 [    49999.5  123357.4   21423.2   16060.2 ]
[24-11-01 12:17:44] 72      -881.88 [    49999.5  115863.8   21423.2   16060.2 ]
[24-11-01 12:17:45] 73      -877.05 [    49999.5  108370.3   21423.2   16060.2 ]
[24-11-01 12:17:45] 74      -873.39 [    49999.5  111339.5   21423.2   16060.2 ]
[24-11-01 12:17:45] 75      -873.39 [    49999.5  111417.3   21423.2   16060.2 ]
[24-11-01 12:17:45] 76      -873.39 [    49999.5  111339.5   21423.2   16060.2 ]
[24-11-01 12:17:45] 77      -873.39 [    49999.5  111339.5   21424.2   16060.2 ]
[24-11-01 12:17:45] 78      -873.39 [    49999.5  111339.5   21421.6   16060.2 ]
[24-11-01 12:17:46] 79      -873.33 [    49999.5  111339.5   21281.2   16060.2 ]
[24-11-01 12:17:46] 80       -873.5 [    49999.5  111339.5   21054.1   16060.2 ]
[24-11-01 12:17:46] 81      -873.35 [    49999.5  111339.5   21194.5   16060.2 ]
[24-11-01 12:17:46] 82      -873.33 [    49999.5  111339.5   21334.8   16060.2 ]
[24-11-01 12:17:46] 83      -873.33 [    49999.5  111339.5   21284.0   16060.2 ]
[24-11-01 12:17:46] 84      -873.33 [    49999.5  111339.5   21285.4   16060.2 ]
[24-11-01 12:17:47] 85      -873.33 [    49999.5  111339.5   21284.0   16060.2 ]
[24-11-01 12:17:47] 86      -873.28 [    49999.5  111339.5   21284.0   16061.2 ]
[24-11-01 12:17:47] 87      -873.21 [    49999.5  111339.5   21284.0   16062.8 ]
[24-11-01 12:17:47] 88      -866.12 [    49999.5  111339.5   21284.0   16239.1 ]
[24-11-01 12:17:47] 89      -853.91 [    49999.5  111339.5   21284.0   16866.8 ]
[24-11-01 12:17:48] 90      -869.79 [    49999.5  111339.5   21284.0   17882.3 ]
[24-11-01 12:17:48] 91      -855.32 [    49999.5  111339.5   21284.0   17254.7 ]
[24-11-01 12:17:48] 92      -856.31 [    49999.5  111339.5   21284.0   16627.0 ]
[24-11-01 12:17:48] 93      -853.67 [    49999.5  111339.5   21284.0   16977.0 ]
[24-11-01 12:17:48] 94      -853.67 [    49999.5  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:48] 95      -853.67 [    49999.5  111339.5   21284.0   16958.7 ]
[24-11-01 12:17:49] 97      -853.67 [    49999.5  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:49] 99      -853.71 [    49997.9  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:49] 100     -853.68 [    49998.9  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:49] 101     -853.66 [    49999.9  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:49] 103     -853.66 [    49999.7  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:50] 104     -853.66 [    50000.0  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:50] 106     -853.66 [    49999.9  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:50] 107     -853.66 [    50000.0  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:50] 108     -853.66 [    50000.0  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:50] 110     -853.66 [    50000.0  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:50] 111     -853.66 [    50000.0  111339.5   21284.0   16967.8 ]
[24-11-01 12:17:51] 112     -853.65 [    50000.0  111340.5   21284.0   16967.8 ]
[24-11-01 12:17:51] 113     -853.64 [    50000.0  111342.1   21284.0   16967.8 ]
[24-11-01 12:17:51] 114     -852.75 [    50000.0  111518.4   21284.0   16967.8 ]
[24-11-01 12:17:51] 115     -836.03 [    50000.0  118129.3   21284.0   16967.8 ]
[24-11-01 12:17:51] 116     -877.54 [    50000.0  128825.9   21284.0   16967.8 ]
[24-11-01 12:17:52] 117     -841.99 [    50000.0  122215.0   21284.0   16967.8 ]
[24-11-01 12:17:52] 118     -838.54 [    50000.0  115604.2   21284.0   16967.8 ]
[24-11-01 12:17:52] 119     -836.02 [    50000.0  118206.1   21284.0   16967.8 ]
[24-11-01 12:17:52] 120     -836.03 [    50000.0  118274.8   21284.0   16967.8 ]
[24-11-01 12:17:52] 121     -836.02 [    50000.0  118206.1   21284.0   16967.8 ]
[24-11-01 12:17:52] 122     -836.02 [    50000.0  118206.1   21285.0   16967.8 ]
[24-11-01 12:17:53] 123     -836.01 [    50000.0  118206.1   21286.6   16967.8 ]
[24-11-01 12:17:53] 124     -834.92 [    50000.0  118206.1   21463.0   16967.8 ]
[24-11-01 12:17:53] 125     -832.88 [    50000.0  118206.1   22153.3   16967.8 ]
[24-11-01 12:17:53] 126     -835.89 [    50000.0  118206.1   23270.2   16967.8 ]
[24-11-01 12:17:53] 127     -833.19 [    50000.0  118206.1   22579.9   16967.8 ]
[24-11-01 12:17:53] 128     -833.27 [    50000.0  118206.1   21889.6   16967.8 ]
[24-11-01 12:17:54] 129     -832.85 [    50000.0  118206.1   22251.9   16967.8 ]
[24-11-01 12:17:54] 130     -832.85 [    50000.0  118206.1   22242.2   16967.8 ]
[24-11-01 12:17:54] 131     -832.85 [    50000.0  118206.1   22261.6   16967.8 ]
[24-11-01 12:17:54] 132     -832.85 [    50000.0  118206.1   22251.9   16967.8 ]
[24-11-01 12:17:54] 133     -832.81 [    50000.0  118206.1   22251.9   16968.8 ]
[24-11-01 12:17:55] 134     -832.73 [    50000.0  118206.1   22251.9   16970.4 ]
[24-11-01 12:17:55] 135     -825.64 [    50000.0  118206.1   22251.9   17146.8 ]
[24-11-01 12:17:55] 136     -811.92 [    50000.0  118206.1   22251.9   17842.9 ]
[24-11-01 12:17:55] 137     -829.41 [    50000.0  118206.1   22251.9   18969.2 ]
[24-11-01 12:17:55] 138     -813.45 [    50000.0  118206.1   22251.9   18273.1 ]
[24-11-01 12:17:55] 139     -814.63 [    50000.0  118206.1   22251.9   17577.0 ]
[24-11-01 12:17:56] 140     -811.64 [    50000.0  118206.1   22251.9   17968.0 ]
[24-11-01 12:17:56] 141     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:56] 142     -811.65 [    50000.0  118206.1   22251.9   17948.1 ]
[24-11-01 12:17:56] 144     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:56] 146     -811.68 [    49998.4  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:57] 147     -811.66 [    49999.4  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:57] 149     -811.65 [    49999.7  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:57] 151     -811.65 [    49999.9  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:57] 153     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:57] 155     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:57] 157     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:58] 158     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:58] 160     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:58] 161     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:58] 163     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:58] 164     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:59] 165     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:59] 166     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:59] 168     -811.64 [    50000.0  118206.1   22251.9   17958.0 ]
[24-11-01 12:17:59] 169     -811.64 [    50000.0  118207.1   22251.9   17958.0 ]
[24-11-01 12:17:59] 170     -811.63 [    50000.0  118208.8   22251.9   17958.0 ]
[24-11-01 12:17:59] 171     -810.78 [    50000.0  118385.1   22251.9   17958.0 ]
[24-11-01 12:18:00] 172      -794.0 [    50000.0  125384.9   22251.9   17958.0 ]
[24-11-01 12:18:00] 173     -835.72 [    50000.0  136710.9   22251.9   17958.0 ]
[24-11-01 12:18:00] 174      -800.0 [    50000.0  129711.1   22251.9   17958.0 ]
[24-11-01 12:18:00] 175     -796.52 [    50000.0  122711.2   22251.9   17958.0 ]
[24-11-01 12:18:00] 176      -794.0 [    50000.0  125464.2   22251.9   17958.0 ]
[24-11-01 12:18:00] 177      -794.0 [    50000.0  125536.8   22251.9   17958.0 ]
[24-11-01 12:18:01] 178      -794.0 [    50000.0  125464.2   22251.9   17958.0 ]
[24-11-01 12:18:01] 179     -793.99 [    50000.0  125464.2   22252.9   17958.0 ]
[24-11-01 12:18:01] 180     -793.98 [    50000.0  125464.2   22254.5   17958.0 ]
[24-11-01 12:18:01] 181     -792.87 [    50000.0  125464.2   22430.9   17958.0 ]
[24-11-01 12:18:01] 182     -790.58 [    50000.0  125464.2   23181.0   17958.0 ]
[24-11-01 12:18:02] 183     -793.91 [    50000.0  125464.2   24394.6   17958.0 ]
[24-11-01 12:18:02] 184     -790.92 [    50000.0  125464.2   23644.5   17958.0 ]
[24-11-01 12:18:02] 185     -791.02 [    50000.0  125464.2   22894.5   17958.0 ]
[24-11-01 12:18:02] 186     -790.55 [    50000.0  125464.2   23290.1   17958.0 ]
[24-11-01 12:18:02] 187     -790.55 [    50000.0  125464.2   23279.8   17958.0 ]
[24-11-01 12:18:02] 188     -790.55 [    50000.0  125464.2   23269.5   17958.0 ]
[24-11-01 12:18:03] 189     -790.55 [    50000.0  125464.2   23279.8   17958.0 ]
[24-11-01 12:18:03] 190     -790.51 [    50000.0  125464.2   23279.8   17959.0 ]
[24-11-01 12:18:03] 191     -790.44 [    50000.0  125464.2   23279.8   17960.6 ]
[24-11-01 12:18:03] 192     -783.63 [    50000.0  125464.2   23279.8   18137.0 ]
[24-11-01 12:18:03] 193      -769.5 [    50000.0  125464.2   23279.8   18880.4 ]
[24-11-01 12:18:04] 194     -787.57 [    50000.0  125464.2   23279.8   20083.3 ]
[24-11-01 12:18:04] 195      -771.1 [    50000.0  125464.2   23279.8   19339.9 ]
[24-11-01 12:18:04] 196     -772.29 [    50000.0  125464.2   23279.8   18596.5 ]
