[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    22656.5    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:48] 1    -209274.95 [    22656.5    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:49] 2    -209274.95 [    22656.5    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:50] 3    -209307.23 [    22657.5    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:51] 4    -209222.71 [    22654.9    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:53] 5    -203592.04 [    22478.5    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:54] 6     -57867.65 [    14619.8    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:55] 7     -62912.09 [     1904.3    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:56] 8     -40028.88 [     9762.9    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:58] 9     -44256.52 [     6761.2    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:32:59] 10    -40081.91 [     9351.2    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:00] 11    -40024.61 [     9634.0    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:01] 12    -40039.76 [     9503.8    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:03] 13    -40024.61 [     9634.0    7815.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:04] 14    -40022.95 [     9634.0    7816.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:05] 15    -40020.26 [     9634.0    7818.5  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:06] 16    -39737.63 [     9634.0    7994.9  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:07] 17    -37469.11 [     9634.0   10359.4  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:08] 18    -37034.91 [     9634.0   14185.2  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:10] 19    -36929.54 [     9634.0   12687.5  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:11] 20     -37007.9 [     9634.0   11798.3  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:12] 21    -36939.96 [     9634.0   13259.6  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:13] 22    -36928.19 [     9634.0   12848.4  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:14] 23    -36928.23 [     9634.0   12798.1  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:16] 24    -36928.48 [     9634.0   12898.7  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:17] 25    -36928.19 [     9634.0   12848.4  440623.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:18] 26    -36928.13 [     9634.0   12848.4  440624.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:19] 27    -36928.04 [     9634.0   12848.4  440626.3    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:20] 28    -36918.48 [     9634.0   12848.4  440802.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:22] 29    -35973.39 [     9634.0   12848.4  460026.6    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:23] 30    -33577.85 [     9634.0   12848.4  544302.8    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:24] 31    -33275.27 [     9634.0   12848.4  680664.7    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:25] 32    -33023.75 [     9634.0   12848.4  621824.8    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:27] 33    -33097.14 [     9634.0   12848.4  592214.0    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:28] 34    -33062.75 [     9634.0   12848.4  644299.6    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:29] 35    -33024.03 [     9634.0   12848.4  623636.8    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:30] 36     -33024.0 [     9634.0   12848.4  620012.8    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:31] 37    -33023.75 [     9634.0   12848.4  621824.8    3238.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:33] 38    -33033.55 [     9634.0   12848.4  621824.8    3239.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:34] 39    -33007.92 [     9634.0   12848.4  621824.8    3236.7    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:35] 40    -31399.05 [     9634.0   12848.4  621824.8    3060.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:36] 41    -25868.85 [     9634.0   12848.4  621824.8    1920.6    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:38] 42    -26797.52 [     9634.0   12848.4  621824.8      76.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:39] 43    -25383.67 [     9634.0   12848.4  621824.8    1216.1    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:40] 44    -25683.42 [     9634.0   12848.4  621824.8     780.8    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:41] 45    -25371.89 [     9634.0   12848.4  621824.8    1283.3    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:43] 46    -25369.78 [     9634.0   12848.4  621824.8    1335.5    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:44] 47    -25369.82 [     9634.0   12848.4  621824.8    1316.5    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:45] 48    -25370.59 [     9634.0   12848.4  621824.8    1354.5    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:46] 49    -25369.78 [     9634.0   12848.4  621824.8    1335.5    3328.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:48] 50    -25370.46 [     9634.0   12848.4  621824.8    1335.5    3329.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:49] 51    -25368.69 [     9634.0   12848.4  621824.8    1335.5    3326.4   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:50] 52    -25294.71 [     9634.0   12848.4  621824.8    1335.5    3150.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:51] 53    -25289.04 [     9634.0   12848.4  621824.8    1335.5    3091.1   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:53] 54    -25298.94 [     9634.0   12848.4  621824.8    1335.5    2995.7   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:54] 55    -25290.09 [     9634.0   12848.4  621824.8    1335.5    3054.7   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:55] 56    -25290.11 [     9634.0   12848.4  621824.8    1335.5    3113.6   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:56] 57    -25288.97 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:58] 58    -25288.98 [     9634.0   12848.4  621824.8    1335.5    3086.4   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:33:59] 59    -25288.98 [     9634.0   12848.4  621824.8    1335.5    3081.5   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:34:00] 60    -25288.97 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:34:02] 61    -25288.97 [     9634.0   12848.4  621824.8    1335.5    3084.0   38790.8   39089.6  1.06e-05 ]
[24-11-05 14:34:03] 62    -25288.97 [     9634.0   12848.4  621824.8    1335.5    3084.0   38792.5   39089.6  1.06e-05 ]
[24-11-05 14:34:04] 63    -25288.97 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   39089.6  1.06e-05 ]
[24-11-05 14:34:05] 64     -25289.1 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   39090.6  1.06e-05 ]
[24-11-05 14:34:06] 65    -25288.76 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   39088.0  1.06e-05 ]
[24-11-05 14:34:08] 66    -25266.13 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   38911.7  1.06e-05 ]
[24-11-05 14:34:09] 67     -25153.0 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   27854.1  1.06e-05 ]
[24-11-05 14:34:10] 68    -52945.77 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8    9962.6  1.06e-05 ]
[24-11-05 14:34:11] 69    -28198.57 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   21020.2  1.06e-05 ]
[24-11-05 14:34:13] 70    -24785.46 [     9634.0   12848.4  621824.8    1335.5    3084.0   38789.8   32077.7  1.06e-05 ]
