[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    13630.7    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:48] 1      -84345.4 [    13630.7    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:49] 2      -84345.4 [    13630.7    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:50] 3     -84359.24 [    13631.7    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:52] 4     -84323.02 [    13629.0    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:53] 5     -81930.35 [    13452.7    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:54] 6     -48279.25 [     9055.3    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:55] 7     -59327.75 [     1940.3    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:57] 8     -46230.25 [     6337.6    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:58] 9     -49528.58 [     4658.0    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:32:59] 10    -45751.63 [     7086.5    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:33:01] 11    -45742.82 [     7163.7    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:33:02] 12    -45741.58 [     7228.4    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:33:03] 13    -45745.91 [     7292.4    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
[24-11-05 14:33:04] 14    -45741.58 [     7228.4    5314.9  416793.3    2457.2    3444.1   20535.2   27103.0  9.79e-06 ]
