[24-11-02 00:22:16] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 00:22:16] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 00:22:16] 0            p0 [     8012.3  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:17] 1     -53361.24 [     8012.3  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:17] 2     -53361.24 [     8012.3  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:18] 3     -53360.27 [     8013.3  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:19] 4     -53358.71 [     8015.0  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:20] 5     -53216.44 [     8191.3  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:20] 6     -53087.39 [     8552.6  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:21] 7     -53276.92 [     9137.1  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:22] 8     -53106.18 [     8775.8  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:22] 9     -53112.28 [     8414.6  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:23] 10    -53085.42 [     8606.7  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:24] 11    -53085.42 [     8600.8  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:25] 12    -53085.46 [     8612.7  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:25] 13    -53085.42 [     8606.7  480784.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:26] 14    -53084.82 [     8606.7  480785.4    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:27] 15    -53083.85 [     8606.7  480787.0    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:28] 16    -52978.17 [     8606.7  480963.3    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:28] 17     -42389.7 [     8606.7  500187.2    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:29] 18     -12543.5 [     8606.7  601034.5    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:30] 19    -50795.81 [     8606.7  764208.7    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:30] 20    -13508.68 [     8606.7  663361.5    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:31] 21    -19260.11 [     8606.7  562514.2    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:32] 22    -11130.64 [     8606.7  628085.0    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:33] 23    -11132.91 [     8606.7  629558.0    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:33] 24    -11136.63 [     8606.7  626612.0    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
[24-11-02 00:22:34] 25    -11130.64 [     8606.7  628085.0    2817.1    3475.0  172675.0     952.4  169435.6     979.2    1072.8  9.92e-05  8.08e-05  1.22e-05 ]
