[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    18427.1    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:47] 1     -49927.94 [    18427.1    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:48] 2     -49927.94 [    18427.1    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:48] 3     -49935.57 [    18428.1    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:49] 4     -49915.59 [    18425.4    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:49] 5     -48599.45 [    18249.1    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:50] 6     -32568.28 [    14347.9    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:51] 7     -42870.78 [     8035.6    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:51] 8      -32605.3 [    11936.8    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:52] 9     -35988.23 [    15838.0    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:53] 10    -31819.89 [    13155.3    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:53] 11    -31819.48 [    13208.0    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:54] 12    -31821.98 [    13260.2    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:55] 13    -31819.48 [    13208.0    7919.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:55] 14    -31816.74 [    13208.0    7920.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:56] 15    -31812.31 [    13208.0    7922.3  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:57] 16    -31344.73 [    13208.0    8098.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:57] 17    -26880.01 [    13208.0   10792.1  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:58] 18    -24798.18 [    13208.0   15150.2  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:32:59] 19    -24938.03 [    13208.0   14398.6  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:00] 20    -25047.43 [    13208.0   22201.7  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:00] 21    -24662.23 [    13208.0   17843.6  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:01] 22    -24754.67 [    13208.0   19508.3  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:02] 23    -24656.55 [    13208.0   17534.5  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:02] 24    -24655.43 [    13208.0   17200.8  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:03] 25    -24655.19 [    13208.0   17295.6  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:04] 26    -24655.39 [    13208.0   17389.3  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:05] 27    -24655.19 [    13208.0   17295.6  465060.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:06] 28    -24655.15 [    13208.0   17295.6  465061.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:07] 29     -24655.1 [    13208.0   17295.6  465063.2    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:08] 30    -24648.96 [    13208.0   17295.6  465239.6    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:10] 31    -24060.21 [    13208.0   17295.6  484463.5    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:11] 32    -22992.21 [    13208.0   17295.6  545675.5    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:12] 33    -22766.88 [    13208.0   17295.6  644718.8    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:14] 34    -22703.29 [    13208.0   17295.6  607212.0    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:15] 35     -22746.3 [    13208.0   17295.6  583707.1    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:16] 36    -22710.18 [    13208.0   17295.6  621538.3    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:17] 37     -22702.8 [    13208.0   17295.6  610438.7    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:19] 38    -22702.87 [    13208.0   17295.6  608984.9    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:20] 39    -22702.98 [    13208.0   17295.6  611892.5    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:21] 40     -22702.8 [    13208.0   17295.6  610438.7    2570.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:23] 41    -22710.94 [    13208.0   17295.6  610438.7    2571.6    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:24] 42    -22689.65 [    13208.0   17295.6  610438.7    2569.0    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:25] 43    -21407.52 [    13208.0   17295.6  610438.7    2392.7    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:27] 44    -18816.48 [    13208.0   17295.6  610438.7    1724.9    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:28] 45    -19173.78 [    13208.0   17295.6  610438.7     644.4    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:29] 46     -18482.1 [    13208.0   17295.6  610438.7    1312.2    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:31] 47    -18587.23 [    13208.0   17295.6  610438.7    1057.1    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:32] 48    -18482.48 [    13208.0   17295.6  610438.7    1297.2    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:33] 49    -18482.38 [    13208.0   17295.6  610438.7    1324.8    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:35] 50     -18482.1 [    13208.0   17295.6  610438.7    1312.2    2899.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:36] 51    -18483.11 [    13208.0   17295.6  610438.7    1312.2    2900.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:37] 52    -18480.48 [    13208.0   17295.6  610438.7    1312.2    2897.4   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:39] 53     -18367.5 [    13208.0   17295.6  610438.7    1312.2    2721.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:40] 54    -18355.57 [    13208.0   17295.6  610438.7    1312.2    2651.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:41] 55     -18372.3 [    13208.0   17295.6  610438.7    1312.2    2537.7   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:43] 56    -18356.88 [    13208.0   17295.6  610438.7    1312.2    2607.7   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:44] 57    -18358.04 [    13208.0   17295.6  610438.7    1312.2    2677.7   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:46] 58    -18355.29 [    13208.0   17295.6  610438.7    1312.2    2638.0   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:47] 59     -18355.3 [    13208.0   17295.6  610438.7    1312.2    2640.6   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:48] 60     -18355.3 [    13208.0   17295.6  610438.7    1312.2    2635.4   21385.5   23874.9  1.08e-05 ]
[24-11-05 14:33:50] 61    -18355.29 [    13208.0   17295.6  610438.7    1312.2    2638.0   21385.5   23874.9  1.08e-05 ]
