[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    14450.7    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:47] 1     -72798.23 [    14450.7    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:48] 2     -72798.23 [    14450.7    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:48] 3     -72806.49 [    14451.7    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:49] 4     -72784.88 [    14449.1    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:50] 5     -71362.93 [    14272.7    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:50] 6     -55089.75 [    10631.1    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:51] 7     -63706.13 [     4738.8    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:52] 8      -54759.2 [     8380.5    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:52] 9     -57110.61 [     6989.5    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:53] 10    -54187.55 [     9360.2    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:54] 11    -54186.05 [     9411.1    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:54] 12    -54187.47 [     9461.5    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:56] 13    -54186.05 [     9411.1    4558.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:57] 14    -54185.92 [     9411.1    4559.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:58] 15    -54185.73 [     9411.1    4561.0  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:32:59] 16    -54178.03 [     9411.1    4685.3  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:00] 17    -54194.78 [     9411.1    4886.2  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:02] 18    -54180.33 [     9411.1    4762.0  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:03] 19    -54179.26 [     9411.1    4637.8  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:04] 20    -54178.02 [     9411.1    4690.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:05] 21    -54178.02 [     9411.1    4689.1  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:06] 22    -54178.02 [     9411.1    4691.7  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:06] 23    -54178.02 [     9411.1    4690.4  448828.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:07] 24    -54177.98 [     9411.1    4690.4  448829.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:08] 25    -54177.91 [     9411.1    4690.4  448830.8    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:08] 26    -54170.63 [     9411.1    4690.4  449007.2    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:09] 27    -53432.04 [     9411.1    4690.4  468231.0    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:10] 28    -52005.23 [     9411.1    4690.4  589611.6    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:10] 30    -55284.58 [     9411.1    4690.4  664629.0    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:11] 31    -51775.54 [     9411.1    4690.4  543248.4    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:12] 32    -51727.86 [     9411.1    4690.4  558672.9    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:12] 33    -51727.42 [     9411.1    4690.4  556903.6    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:13] 34    -51727.92 [     9411.1    4690.4  555822.8    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:14] 35    -51727.42 [     9411.1    4690.4  556903.6    4011.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:14] 36    -51740.06 [     9411.1    4690.4  556903.6    4012.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:15] 37    -51706.97 [     9411.1    4690.4  556903.6    4009.3    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:16] 38    -49543.86 [     9411.1    4690.4  556903.6    3833.0    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:16] 39     -33572.3 [     9411.1    4690.4  556903.6     988.6    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:17] 42    -35766.42 [     9411.1    4690.4  556903.6    2075.1    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:18] 43    -34233.92 [     9411.1    4690.4  556903.6    1531.9    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:18] 44    -33502.63 [     9411.1    4690.4  556903.6     847.6    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:19] 45    -33464.96 [     9411.1    4690.4  556903.6     684.8    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:20] 46    -33462.17 [     9411.1    4690.4  556903.6     632.1    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:21] 47    -33462.77 [     9411.1    4690.4  556903.6     598.3    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:22] 48    -33462.17 [     9411.1    4690.4  556903.6     632.1    2262.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:23] 49     -33461.1 [     9411.1    4690.4  556903.6     632.1    2263.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:23] 50    -33459.38 [     9411.1    4690.4  556903.6     632.1    2265.3   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:24] 51    -33290.92 [     9411.1    4690.4  556903.6     632.1    2441.7   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:25] 52    -33087.39 [     9411.1    4690.4  556903.6     632.1    3144.1   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:26] 53    -34773.85 [     9411.1    4690.4  556903.6     632.1    4280.5   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:27] 54    -33417.65 [     9411.1    4690.4  556903.6     632.1    3578.2   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:27] 55    -33066.06 [     9411.1    4690.4  556903.6     632.1    2875.8   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:28] 56    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:30] 57    -33058.52 [     9411.1    4690.4  556903.6     632.1    2961.9   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:30] 58    -33058.55 [     9411.1    4690.4  556903.6     632.1    2976.0   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:31] 59    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:32] 60    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34105.2   37441.4  1.25e-05 ]
[24-11-05 14:33:33] 61    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34106.9   37441.4  1.25e-05 ]
[24-11-05 14:33:33] 62    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37441.4  1.25e-05 ]
[24-11-05 14:33:34] 63    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37442.4  1.25e-05 ]
[24-11-05 14:33:35] 64    -33058.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37444.0  1.25e-05 ]
[24-11-05 14:33:36] 65     -33058.4 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37568.9  1.25e-05 ]
[24-11-05 14:33:37] 66    -33058.62 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37770.9  1.25e-05 ]
[24-11-05 14:33:38] 67    -33058.43 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37646.0  1.25e-05 ]
[24-11-05 14:33:39] 68    -33058.41 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37521.2  1.25e-05 ]
[24-11-05 14:33:41] 69     -33058.4 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  1.25e-05 ]
[24-11-05 14:33:42] 70     -33058.4 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37571.4  1.25e-05 ]
[24-11-05 14:33:43] 71     -33058.4 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  1.25e-05 ]
[24-11-05 14:33:44] 86    -69666.63 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  5.09e-04 ]
[24-11-05 14:33:45] 87    -66659.92 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  2.61e-04 ]
[24-11-05 14:33:47] 88    -59035.71 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  1.07e-04 ]
[24-11-05 14:33:48] 89    -47477.34 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  4.87e-05 ]
[24-11-05 14:33:49] 91    -38542.49 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  2.63e-05 ]
[24-11-05 14:33:50] 92     -32785.8 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  3.72e-06 ]
[24-11-05 14:33:51] 93    -32281.05 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.13e-06 ]
[24-11-05 14:33:52] 94    -32285.91 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.63e-06 ]
[24-11-05 14:33:53] 95    -32280.65 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:33:53] 96    -32280.67 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.20e-06 ]
[24-11-05 14:33:54] 97    -32280.82 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.31e-06 ]
[24-11-05 14:33:55] 99    -32280.65 [     9411.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:33:56] 100   -32276.89 [     9412.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:33:57] 101   -32270.81 [     9413.8    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:33:58] 102   -31615.47 [     9590.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:33:59] 103   -26632.66 [    17316.2    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:01] 104  -238425.56 [    29817.3    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:02] 105    -63302.4 [    22091.2    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:03] 106   -21652.42 [    14365.1    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:03] 107   -21711.63 [    14752.7    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:04] 108   -21651.17 [    14431.3    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:05] 109   -21653.31 [    14481.5    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:06] 110   -21651.17 [    14431.3    4690.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:07] 111   -21647.27 [    14431.3    4691.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:07] 112   -21640.97 [    14431.3    4693.0  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:08] 113   -20997.21 [    14431.3    4869.4  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:09] 114   -18322.23 [    14431.3    6092.7  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:10] 115   -17466.93 [    14431.3    8072.2  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:10] 116   -17471.39 [    14431.3    7476.9  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
[24-11-05 14:34:11] 117   -18857.07 [    14431.3   11275.0  556903.6     632.1    2968.9   34104.2   37570.1  7.26e-06 ]
