[24-11-02 03:40:05] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 03:40:05] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 03:40:05] 0            p0 [     5556.5  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:05] 1     -57458.36 [     5556.5  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:06] 2     -57458.36 [     5556.5  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:07] 3     -57455.57 [     5557.5  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:08] 4     -57451.06 [     5559.1  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:08] 5     -56989.23 [     5735.5  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:09] 6      -54975.5 [     7028.4  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:10] 7     -54468.75 [     9120.5  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:11] 8     -54420.47 [     8386.2  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:11] 9     -54510.23 [     7867.6  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:12] 10     -54418.1 [     8666.7  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:13] 11    -54415.62 [     8546.9  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:14] 12    -54415.77 [     8576.9  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:14] 13     -54415.8 [     8517.0  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:15] 14    -54415.62 [     8546.9  546849.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:16] 15    -54415.25 [     8546.9  546850.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:17] 16    -54414.64 [     8546.9  546852.6    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:17] 17    -54348.21 [     8546.9  547028.9    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:18] 18    -47755.27 [     8546.9  566252.8    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:19] 19    -32348.88 [     8546.9  655409.4    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:20] 22    -35421.47 [     8546.9  621354.6    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
[24-11-02 03:40:20] 23    -33458.04 [     8546.9  638382.1    2582.5    3317.2  249560.7     916.6  202366.0    1075.0    1194.6  9.84e-05  8.05e-05  1.10e-05 ]
