[24-11-01 21:30:02] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 21:30:02] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 21:30:02] 0            p0 [     4911.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:03] 1     -61824.11 [     4911.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:05] 2     -61824.11 [     4911.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:06] 3      -61818.8 [     4912.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:08] 4      -61810.2 [     4913.8  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:09] 5     -60904.46 [     5090.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:10] 6     -52452.27 [     7598.1  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:12] 7     -46426.87 [    11656.0  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:13] 8     -45914.38 [    12212.6  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:14] 9     -45178.38 [    13113.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:16] 10    -42321.51 [    18415.1  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:17] 11    -40102.26 [    26993.7  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:19] 12    -39758.14 [    29113.2  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:20] 13     -39297.6 [    32542.7  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:21] 14    -38278.64 [    44103.1  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:23] 17    -38596.88 [    39687.4  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:24] 18    -38429.27 [    41895.3  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:26] 19    -38112.31 [    46832.1  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
[24-11-01 21:30:27] 20    -38018.97 [    48518.7  515559.7    2413.6    3531.7  165935.6     770.3  120962.5    1330.7    1218.1  9.74e-05  7.12e-05  7.20e-06 ]
