[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    18560.5    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:48] 1      -36205.0 [    18560.5    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:49] 2      -36205.0 [    18560.5    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:50] 3     -36206.39 [    18561.5    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:52] 4     -36202.74 [    18558.9    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:53] 5     -35970.74 [    18382.5    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:54] 6     -35065.72 [    16998.3    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:56] 7     -36607.67 [    14758.5    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:57] 8     -35252.71 [    16142.8    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:58] 9     -35226.37 [    17527.0    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:32:59] 10    -35059.44 [    16860.1    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:33:01] 11    -35059.43 [    16877.1    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:33:02] 12    -35059.64 [    16893.9    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:33:03] 13    -35059.43 [    16877.1    4953.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
[24-11-05 14:33:04] 14    -35060.57 [    16877.1    4954.6  569435.5    3348.0    3772.6   35815.7   36215.5  1.34e-05 ]
