[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    12450.8    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:48] 1     -51404.91 [    12450.8    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:49] 2     -51404.91 [    12450.8    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:50] 3     -51402.95 [    12451.8    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:52] 4     -51399.77 [    12453.4    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:53] 5     -51059.26 [    12629.8    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:54] 6     -47895.75 [    17394.7    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:55] 7     -83299.89 [    25104.5    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:56] 8     -54000.69 [    20339.6    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:56] 9     -47529.76 [    15574.7    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:57] 10    -47403.25 [    16228.8    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:58] 11    -47403.07 [    16187.5    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:58] 12    -47403.87 [    16150.2    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:32:59] 13    -47403.07 [    16187.5    7805.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:00] 14    -47403.34 [    16187.5    7806.3  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:01] 15    -47402.63 [    16187.5    7803.7  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:01] 16    -47401.93 [    16187.5    7801.1  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:02] 17    -47400.79 [    16187.5    7796.9  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:03] 18    -47398.95 [    16187.5    7790.0  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:03] 19    -47395.96 [    16187.5    7778.9  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:04] 20     -47391.1 [    16187.5    7761.0  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:05] 21    -47383.21 [    16187.5    7731.9  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
[24-11-05 14:33:05] 22    -47370.32 [    16187.5    7685.0  586174.1    3657.0    2635.5   27638.3   23098.5  1.38e-05 ]
