[24-11-01 12:18:48] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:18:48] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:18:48] 0            p0 [    23834.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:48] 1      -4627.82 [    23834.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:49] 2      -4627.82 [    23834.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:49] 3       -4627.4 [    23835.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:49] 4      -4626.73 [    23837.5   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:49] 5      -4554.36 [    24013.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:49] 6      -2914.76 [    30429.1   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:49] 7      -2312.17 [    40809.3   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:50] 8      -2344.99 [    38087.3   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:50] 10     -2406.95 [    47224.6   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:50] 11     -2381.78 [    36844.4   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:50] 12     -2312.86 [    41645.3   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:50] 13     -2311.91 [    41119.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:51] 14     -2312.03 [    41292.8   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:51] 15     -2311.91 [    41119.9   95980.4   11017.3   21675.4 ]
[24-11-01 12:18:51] 16      -2311.9 [    41119.9   95981.4   11017.3   21675.4 ]
[24-11-01 12:18:51] 17     -2311.88 [    41119.9   95983.0   11017.3   21675.4 ]
[24-11-01 12:18:51] 18     -2309.85 [    41119.9   96159.4   11017.3   21675.4 ]
[24-11-01 12:18:51] 19     -2224.95 [    41119.9  110841.8   11017.3   21675.4 ]
[24-11-01 12:18:52] 20      -2424.9 [    41119.9  134598.5   11017.3   21675.4 ]
[24-11-01 12:18:52] 21     -2253.22 [    41119.9  119916.0   11017.3   21675.4 ]
[24-11-01 12:18:52] 22     -2238.05 [    41119.9  105233.6   11017.3   21675.4 ]
[24-11-01 12:18:52] 23     -2224.91 [    41119.9  111183.4   11017.3   21675.4 ]
[24-11-01 12:18:52] 24     -2224.92 [    41119.9  111031.4   11017.3   21675.4 ]
[24-11-01 12:18:52] 25     -2224.92 [    41119.9  111335.4   11017.3   21675.4 ]
