[24-11-01 12:17:07] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:17:07] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:17:07] 0            p0 [    21377.9   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 1     -34263.77 [    21377.9   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 2     -34263.77 [    21377.9   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 3     -34263.32 [    21378.9   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 4      -34262.6 [    21380.5   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 5     -34184.05 [    21556.9   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 6     -30821.74 [    32925.7   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:08] 8     -29670.06 [    39952.0   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:09] 9     -29136.27 [    44294.5   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:09] 10    -28854.58 [    46978.3   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:09] 11    -28695.69 [    48637.0   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:09] 12    -28602.69 [    49662.1   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:09] 14    -28637.76 [    49270.6   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:09] 15    -28577.68 [    49945.0   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:10] 16    -28577.68 [    49945.0   95427.1   15440.2   16791.5 ]
[24-11-01 12:17:10] 17    -28577.69 [    49945.0   95428.1   15440.2   16791.5 ]
[24-11-01 12:17:10] 18    -28577.68 [    49945.0   95425.5   15440.2   16791.5 ]
[24-11-01 12:17:10] 19    -28576.89 [    49945.0   95249.1   15440.2   16791.5 ]
[24-11-01 12:17:10] 20    -28517.45 [    49945.0   76025.2   15440.2   16791.5 ]
[24-11-01 12:17:11] 21    -28507.83 [    49945.0   63347.6   15440.2   16791.5 ]
[24-11-01 12:17:11] 23    -28514.43 [    49945.0   55512.4   15440.2   16791.5 ]
[24-11-01 12:17:11] 24     -28508.6 [    49945.0   68190.0   15440.2   16791.5 ]
[24-11-01 12:17:11] 25    -28507.68 [    49945.0   64759.8   15440.2   16791.5 ]
[24-11-01 12:17:11] 26    -28507.69 [    49945.0   64453.1   15440.2   16791.5 ]
[24-11-01 12:17:11] 27    -28507.69 [    49945.0   65066.5   15440.2   16791.5 ]
[24-11-01 12:17:12] 28    -28507.68 [    49945.0   64759.8   15440.2   16791.5 ]
[24-11-01 12:17:12] 29    -28507.55 [    49945.0   64759.8   15441.2   16791.5 ]
[24-11-01 12:17:12] 30    -28507.35 [    49945.0   64759.8   15442.8   16791.5 ]
[24-11-01 12:17:12] 31    -28485.35 [    49945.0   64759.8   15619.2   16791.5 ]
[24-11-01 12:17:12] 32    -27880.79 [    49945.0   64759.8   22926.4   16791.5 ]
[24-11-01 12:17:12] 33    -27454.08 [    49945.0   64759.8   34749.7   16791.5 ]
[24-11-01 12:17:13] 34     -27420.6 [    49945.0   64759.8   36239.1   16791.5 ]
[24-11-01 12:17:13] 35    -27372.05 [    49945.0   64759.8   38648.9   16791.5 ]
[24-11-01 12:17:13] 36    -27163.49 [    49945.0   64759.8   54315.1   16791.5 ]
[24-11-01 12:17:13] 37    -27002.24 [    49945.0   64759.8   79663.6   16791.5 ]
[24-11-01 12:17:13] 38    -26977.89 [    49945.0   64759.8   85757.0   16791.5 ]
[24-11-01 12:17:13] 39    -26945.15 [    49945.0   64759.8   95616.5   16791.5 ]
[24-11-01 12:17:14] 43    -26956.81 [    49945.0   64759.8   91850.5   16791.5 ]
[24-11-01 12:17:14] 44    -26950.86 [    49945.0   64759.8   93733.5   16791.5 ]
[24-11-01 12:17:14] 45    -26939.57 [    49945.0   64759.8   97527.6   16791.5 ]
[24-11-01 12:17:14] 46    -26936.24 [    49945.0   64759.8   98708.8   16791.5 ]
[24-11-01 12:17:14] 47    -26933.94 [    49945.0   64759.8   99541.5   16791.5 ]
[24-11-01 12:17:14] 48    -26933.94 [    49945.0   64759.8   99541.5   16791.5 ]
[24-11-01 12:17:15] 49    -26933.95 [    49945.0   64759.8   99541.5   16792.5 ]
[24-11-01 12:17:15] 50    -26933.93 [    49945.0   64759.8   99541.5   16789.9 ]
[24-11-01 12:17:15] 51    -26932.74 [    49945.0   64759.8   99541.5   16613.5 ]
[24-11-01 12:17:15] 52    -26928.47 [    49945.0   64759.8   99541.5   14304.6 ]
[24-11-01 12:17:15] 53    -27028.67 [    49945.0   64759.8   99541.5   10568.6 ]
[24-11-01 12:17:15] 54    -26943.31 [    49945.0   64759.8   99541.5   12877.5 ]
[24-11-01 12:17:15] 55    -26927.08 [    49945.0   64759.8   99541.5   15186.5 ]
[24-11-01 12:17:16] 56    -26927.01 [    49945.0   64759.8   99541.5   14950.9 ]
[24-11-01 12:17:16] 57     -26927.0 [    49945.0   64759.8   99541.5   15015.4 ]
[24-11-01 12:17:16] 58     -26927.0 [    49945.0   64759.8   99541.5   14997.7 ]
[24-11-01 12:17:16] 59     -26927.0 [    49945.0   64759.8   99541.5   15033.2 ]
[24-11-01 12:17:16] 61     -26927.0 [    49945.0   64759.8   99541.5   15015.4 ]
[24-11-01 12:17:16] 62     -26926.9 [    49946.0   64759.8   99541.5   15015.4 ]
[24-11-01 12:17:17] 63    -26926.73 [    49947.6   64759.8   99541.5   15015.4 ]
[24-11-01 12:17:17] 66    -26924.08 [    49973.3   64759.8   99541.5   15015.4 ]
[24-11-01 12:17:17] 67     -26925.4 [    49960.5   64759.8   99541.5   15015.4 ]
[24-11-01 12:17:17] 68    -26922.44 [    49989.2   64759.8   99541.5   15015.4 ]
