[24-10-31 15:14:32] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:14:32] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:14:32] 0            p0 [    24733.2   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:32] 1     -24109.33 [    24733.2   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:32] 2     -24109.33 [    24733.2   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:32] 3     -24109.34 [    24734.2   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:32] 4     -24109.31 [    24731.6   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:33] 5     -24107.79 [    24555.3   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:33] 6      -24099.0 [    20866.3   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:33] 7     -24320.29 [    14897.5   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:33] 8     -24131.02 [    18586.5   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:33] 9     -24096.02 [    22275.4   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:34] 10    -24095.87 [    21898.3   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:34] 11    -24095.85 [    22008.1   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:34] 12    -24095.85 [    21980.9   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:34] 13    -24095.85 [    22035.4   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:34] 14    -24095.85 [    22008.1   14503.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:35] 15    -24096.06 [    22008.1   14504.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:35] 16     -24095.5 [    22008.1   14501.9   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:35] 17    -24058.44 [    22008.1   14325.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:35] 18    -24720.77 [    22008.1    8674.5   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:35] 19    -23743.88 [    22008.1   12167.0   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:36] 20    -23780.52 [    22008.1   10833.0   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:36] 21     -23728.9 [    22008.1   11777.0   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:36] 22    -23728.12 [    22008.1   11696.9   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:36] 23    -23728.05 [    22008.1   11656.7   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:37] 24    -23728.12 [    22008.1   11628.2   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:37] 25    -23728.05 [    22008.1   11656.7   53194.2    4960.4   22622.9 ]
[24-10-31 15:14:37] 26    -23728.04 [    22008.1   11656.7   53195.2    4960.4   22622.9 ]
