[24-10-31 15:16:40] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:16:40] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:16:40] 0            p0 [    18328.1   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:40] 1     -41032.19 [    18328.1   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:41] 2     -41032.19 [    18328.1   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:41] 3     -41032.18 [    18329.1   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:41] 4     -41032.15 [    18330.7   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:41] 5      -41029.4 [    18507.0   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:42] 6     -41009.77 [    20709.8   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:42] 7      -41014.3 [    24273.9   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:42] 8     -41007.66 [    22071.2   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:42] 9     -41008.99 [    22912.5   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:43] 10    -41007.62 [    21936.1   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:43] 11    -41007.61 [    21873.7   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:43] 12    -41007.62 [    21838.2   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:43] 13    -41007.61 [    21873.7   16234.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:44] 14    -41007.81 [    21873.7   16235.1   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:44] 15    -41007.29 [    21873.7   16232.4   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:44] 16    -41006.77 [    21873.7   16229.8   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:44] 17    -41005.93 [    21873.7   16225.6   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:45] 18    -41004.56 [    21873.7   16218.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:45] 19    -41002.35 [    21873.7   16207.6   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:45] 20    -40998.77 [    21873.7   16189.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:45] 21    -40992.97 [    21873.7   16160.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:46] 22    -40983.57 [    21873.7   16113.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:46] 23    -40968.32 [    21873.7   16037.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:46] 24    -40943.53 [    21873.7   15914.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:46] 25    -40903.15 [    21873.7   15715.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:46] 26     -40837.1 [    21873.7   15393.7   79138.0    5592.6   14675.0 ]
[24-10-31 15:16:47] 27    -40728.48 [    21873.7   14872.7   79138.0    5592.6   14675.0 ]
