[24-10-31 15:17:42] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:17:42] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:17:42] 0            p0 [    18251.0   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:42] 1     -41300.93 [    18251.0   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:42] 2     -41300.93 [    18251.0   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:42] 3     -41300.88 [    18252.0   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:43] 4     -41300.79 [    18253.6   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:43] 5     -41291.11 [    18430.0   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:43] 6      -41115.3 [    23474.1   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:43] 7     -41026.02 [    31635.7   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:44] 8     -41031.28 [    30574.9   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:44] 9     -41016.99 [    44841.5   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:44] 10    -41012.69 [    38951.1   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:44] 11    -41014.25 [    36156.9   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:45] 12     -41013.4 [    41201.0   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:45] 13    -41012.69 [    39163.6   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:45] 14     -41012.7 [    38744.1   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:45] 15    -41012.69 [    38951.1   23779.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:46] 16    -41012.82 [    38951.1   23780.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:46] 17    -41012.48 [    38951.1   23777.3   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:46] 18    -41012.14 [    38951.1   23774.7   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:46] 19    -41011.58 [    38951.1   23770.5   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:47] 20    -41010.69 [    38951.1   23763.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:47] 21    -41009.23 [    38951.1   23752.5   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:47] 22    -41006.88 [    38951.1   23734.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:47] 23    -41003.07 [    38951.1   23705.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:48] 24     -40996.9 [    38951.1   23658.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:48] 25    -40986.88 [    38951.1   23582.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:48] 26    -40970.58 [    38951.1   23459.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:49] 27     -40944.0 [    38951.1   23260.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:49] 28    -40900.41 [    38951.1   22938.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:49] 29    -40828.37 [    38951.1   22417.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:50] 30    -40707.75 [    38951.1   21574.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:50] 31    -40501.61 [    38951.1   20210.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:51] 32    -40138.93 [    38951.1   18003.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:51] 33    -39489.11 [    38951.1   14432.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:52] 34    -38821.77 [    38951.1    8654.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:52] 35    -49224.56 [    38951.1    3421.5   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:52] 36     -38891.0 [    38951.1   10861.6   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:53] 37    -39565.08 [    38951.1    6655.7   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:53] 38    -38791.18 [    38951.1    9594.5   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:54] 39    -38788.48 [    38951.1    9447.1   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:54] 40     -38788.2 [    38951.1    9303.8   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:55] 41    -38790.48 [    38951.1    9159.0   73811.4    5342.6   20006.7 ]
[24-10-31 15:17:55] 42     -38788.2 [    38951.1    9303.8   73811.4    5342.6   20006.7 ]
