[24-11-02 03:08:11] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 03:08:11] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 03:08:11] 0            p0 [     4836.2  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:12] 1     -146553.7 [     4836.2  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:14] 2     -146553.7 [     4836.2  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:15] 3    -146554.74 [     4837.2  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:17] 4    -146552.03 [     4834.6  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:18] 5    -146408.52 [     4658.2  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:20] 6    -146347.27 [     4419.0  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:21] 7    -146623.11 [     4031.9  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:22] 8    -146394.28 [     4271.1  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:24] 9    -146351.47 [     4510.4  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:25] 10   -146345.93 [     4449.6  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:27] 11   -146345.95 [     4445.7  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:28] 12   -146345.96 [     4453.4  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:30] 13   -146345.93 [     4449.6  416887.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:31] 14   -146345.59 [     4449.6  416888.4    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:32] 15   -146345.03 [     4449.6  416890.0    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:34] 16   -146344.12 [     4449.6  416892.6    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:35] 17   -146342.66 [     4449.6  416896.8    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:37] 18   -146340.29 [     4449.6  416903.7    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:38] 19   -146336.45 [     4449.6  416914.8    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:40] 20   -146330.24 [     4449.6  416932.7    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:41] 21    -146320.2 [     4449.6  416961.8    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:42] 22   -146303.95 [     4449.6  417008.7    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:44] 23   -146277.65 [     4449.6  417084.8    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
[24-11-02 03:08:45] 24   -146235.09 [     4449.6  417207.7    2136.7    4218.4  218210.6    1338.0  199496.5    1163.5    1022.0  7.65e-05  8.34e-05  1.38e-05 ]
