[24-11-02 03:45:08] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 03:45:08] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 03:45:08] 0            p0 [     4979.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:10] 1      -97602.9 [     4979.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:11] 2      -97602.9 [     4979.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:12] 3     -97590.84 [     4980.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:14] 4     -97571.34 [     4981.7  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:15] 5     -95488.27 [     5158.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:17] 6     -63115.14 [     9439.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:18] 7     -42937.68 [    16365.9  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:20] 8     -42854.78 [    16413.7  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:21] 9     -42721.65 [    16491.1  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:23] 10    -33246.11 [    24802.4  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:24] 11    -26764.05 [    38250.4  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:25] 12    -26394.71 [    39495.3  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:27] 13    -25846.06 [    41509.7  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
[24-11-02 03:45:28] 15    -24384.49 [    48103.5  401404.3    2480.8    2242.1  155046.8    1396.6  144716.2     828.4     835.8  1.32e-04   1.3e-04  7.44e-06 ]
