[24-11-05 11:25:43] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 11:25:43] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 11:25:43] 0            p0 [   756575.3    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:43] 1     -53155.47 [   756575.3    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:44] 2     -53155.47 [   756575.3    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:44] 3     -53155.94 [   756576.3    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:45] 4      -53154.7 [   756573.7    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:45] 5     -53070.68 [   756397.3    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:46] 6     -44503.63 [   737173.4    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:46] 7     -20149.28 [   606117.9    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:47] 10    -21960.61 [   656176.6    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:48] 11    -19797.64 [   631147.2    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:48] 12    -19625.48 [   622132.6    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:49] 13    -19628.23 [   620788.2    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:50] 14    -19630.17 [   623477.1    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:50] 15    -19625.48 [   622132.6    7272.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:51] 16    -19625.11 [   622132.6    7273.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:52] 17    -19624.49 [   622132.6    7275.2  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:52] 18    -19565.17 [   622132.6    7451.6  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:53] 19    -19455.08 [   622132.6    8077.4  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:54] 20    -19507.88 [   622132.6    9090.1  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:54] 21    -19448.32 [   622132.6    8464.2  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:55] 22    -19462.08 [   622132.6    8703.3  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:56] 23    -19446.28 [   622132.6    8343.7  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:56] 24    -19446.27 [   622132.6    8333.0  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:57] 25    -19446.29 [   622132.6    8322.4  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:58] 26    -19446.27 [   622132.6    8333.0  535522.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
[24-11-05 11:25:58] 27    -19446.25 [   622132.6    8333.0  535523.2    2153.1    3445.2   24915.9   38322.2  1.27e-05 ]
