[24-10-31 15:23:20] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:23:20] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:23:20] 0            p0 [    28122.4   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:21] 1      -55692.3 [    28122.4   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:21] 2      -55692.3 [    28122.4   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:22] 3      -55692.3 [    28123.4   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:22] 4     -55692.29 [    28125.0   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:23] 5     -55691.33 [    28301.4   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:23] 6     -55673.92 [    33564.7   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:24] 7     -55669.79 [    42081.1   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:24] 8     -55669.35 [    39005.5   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:24] 9     -55670.08 [    36927.3   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:25] 10    -55669.34 [    40180.3   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:25] 11    -55669.31 [    39651.1   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:26] 12    -55669.31 [    39766.4   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:26] 13    -55669.31 [    39535.8   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:26] 14    -55669.31 [    39651.1   17406.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:26] 15    -55669.46 [    39651.1   17407.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:27] 16    -55669.07 [    39651.1   17404.9   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:27] 17    -55668.67 [    39651.1   17402.3   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:27] 18    -55668.04 [    39651.1   17398.1   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:27] 19     -55667.0 [    39651.1   17391.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:28] 20    -55665.33 [    39651.1   17380.1   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:28] 21    -55662.63 [    39651.1   17362.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:28] 22    -55658.25 [    39651.1   17333.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:29] 23    -55651.14 [    39651.1   17286.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:29] 24     -55639.6 [    39651.1   17210.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:29] 25    -55620.83 [    39651.1   17087.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:29] 26    -55590.19 [    39651.1   16888.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:30] 27    -55539.91 [    39651.1   16566.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:30] 28    -55456.72 [    39651.1   16045.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:30] 29    -55317.44 [    39651.1   15202.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:30] 30    -55080.95 [    39651.1   13838.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:31] 31    -54682.08 [    39651.1   11631.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:31] 32    -54209.55 [    39651.1    8060.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:31] 33     -71321.3 [    39651.1    1948.0   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:31] 34    -54731.23 [    39651.1    5725.5   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:32] 35    -54324.52 [    39651.1    9424.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:32] 36    -54215.35 [    39651.1    8235.7   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:32] 37    -54208.26 [    39651.1    7764.4   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:32] 38    -54272.29 [    39651.1    6985.6   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:33] 39    -54210.44 [    39651.1    7667.9   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:33] 40    -54207.41 [    39651.1    7860.8   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:33] 41    -54207.81 [    39651.1    7956.2   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:33] 42    -54207.41 [    39651.1    7860.8   71878.7    6259.5   21474.6 ]
[24-10-31 15:23:34] 43    -54207.44 [    39651.1    7860.8   71879.7    6259.5   21474.6 ]
[24-10-31 15:23:34] 44    -54207.36 [    39651.1    7860.8   71877.1    6259.5   21474.6 ]
[24-10-31 15:23:34] 45    -54202.06 [    39651.1    7860.8   71700.7    6259.5   21474.6 ]
[24-10-31 15:23:34] 46    -53843.37 [    39651.1    7860.8   52476.8    6259.5   21474.6 ]
[24-10-31 15:23:35] 47    -53814.88 [    39651.1    7860.8   46233.0    6259.5   21474.6 ]
[24-10-31 15:23:35] 49    -53817.32 [    39651.1    7860.8   42374.1    6259.5   21474.6 ]
[24-10-31 15:23:35] 50    -53820.96 [    39651.1    7860.8   48617.9    6259.5   21474.6 ]
[24-10-31 15:23:35] 51    -53814.03 [    39651.1    7860.8   44923.8    6259.5   21474.6 ]
[24-10-31 15:23:36] 52    -53814.06 [    39651.1    7860.8   45193.3    6259.5   21474.6 ]
[24-10-31 15:23:36] 53    -53814.07 [    39651.1    7860.8   44654.2    6259.5   21474.6 ]
[24-10-31 15:23:36] 54    -53814.03 [    39651.1    7860.8   44923.8    6259.5   21474.6 ]
[24-10-31 15:23:36] 55    -53813.98 [    39651.1    7860.8   44923.8    6260.5   21474.6 ]
[24-10-31 15:23:37] 56    -53813.89 [    39651.1    7860.8   44923.8    6262.1   21474.6 ]
[24-10-31 15:23:37] 57    -53805.28 [    39651.1    7860.8   44923.8    6438.4   21474.6 ]
[24-10-31 15:23:38] 58    -53764.98 [    39651.1    7860.8   44923.8    7789.3   21474.6 ]
[24-10-31 15:23:38] 59    -53748.03 [    39651.1    7860.8   44923.8    9975.0   21474.6 ]
[24-10-31 15:23:39] 60    -53749.04 [    39651.1    7860.8   44923.8    9503.1   21474.6 ]
[24-10-31 15:23:39] 61    -53757.81 [    39651.1    7860.8   44923.8   13511.5   21474.6 ]
[24-10-31 15:23:40] 62    -53749.27 [    39651.1    7860.8   44923.8   11325.8   21474.6 ]
[24-10-31 15:23:40] 63    -53750.57 [    39651.1    7860.8   44923.8    9140.1   21474.6 ]
[24-10-31 15:23:40] 64    -53747.87 [    39651.1    7860.8   44923.8   10396.4   21474.6 ]
[24-10-31 15:23:41] 65    -53747.85 [    39651.1    7860.8   44923.8   10324.8   21474.6 ]
[24-10-31 15:23:41] 66    -53747.85 [    39651.1    7860.8   44923.8   10284.1   21474.6 ]
[24-10-31 15:23:42] 67    -53747.86 [    39651.1    7860.8   44923.8   10243.9   21474.6 ]
[24-10-31 15:23:42] 68    -53747.85 [    39651.1    7860.8   44923.8   10284.1   21474.6 ]
[24-10-31 15:23:43] 69     -53747.8 [    39651.1    7860.8   44923.8   10284.1   21475.6 ]
[24-10-31 15:23:43] 70    -53747.72 [    39651.1    7860.8   44923.8   10284.1   21477.3 ]
[24-10-31 15:23:44] 71    -53738.85 [    39651.1    7860.8   44923.8   10284.1   21653.6 ]
[24-10-31 15:23:44] 72    -53402.25 [    39651.1    7860.8   44923.8   10284.1   31728.4 ]
[24-10-31 15:23:45] 73    -53164.98 [    39651.1    7860.8   44923.8   10284.1   48029.6 ]
[24-10-31 15:23:45] 75    -53233.02 [    39651.1    7860.8   44923.8   10284.1   41803.1 ]
[24-10-31 15:23:46] 76    -53188.71 [    39651.1    7860.8   44923.8   10284.1   45651.3 ]
[24-10-31 15:23:46] 77    -53173.75 [    39651.1    7860.8   44923.8   10284.1   47121.2 ]
[24-10-31 15:23:47] 78    -53157.76 [    39651.1    7860.8   44923.8   10284.1   48805.0 ]
[24-10-31 15:23:47] 79    -53153.41 [    39651.1    7860.8   44923.8   10284.1   49284.2 ]
[24-10-31 15:23:47] 80    -53150.77 [    39651.1    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:48] 82    -53150.77 [    39651.1    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:48] 83    -53150.78 [    39652.1    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:49] 84    -53150.75 [    39649.5    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:49] 85    -53150.72 [    39646.9    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:50] 86    -53150.67 [    39642.7    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:50] 87     -53150.6 [    39635.8    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:51] 88    -53150.47 [    39624.7    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:51] 89    -53150.27 [    39606.8    7860.8   44923.8   10284.1   49580.3 ]
[24-10-31 15:23:52] 90    -53149.93 [    39577.7    7860.8   44923.8   10284.1   49580.3 ]
