[24-10-31 14:56:50] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 14:56:50] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 14:56:50] 0            p0 [    23097.0   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:51] 1     -22087.36 [    23097.0   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:51] 2     -22087.36 [    23097.0   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:51] 3     -22087.33 [    23098.0   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:51] 4     -22087.28 [    23099.6   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:52] 5      -22082.0 [    23275.9   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:52] 6      -22014.5 [    27047.1   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:52] 7     -22009.16 [    33149.0   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:52] 8      -22001.7 [    30351.9   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:53] 9     -22003.12 [    29089.6   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:53] 10    -22003.06 [    31420.3   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:53] 11    -22001.69 [    30266.2   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:53] 12    -22001.68 [    30194.5   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:54] 13    -22001.69 [    30123.5   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:54] 14    -22001.68 [    30194.5   23557.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:54] 15    -22001.85 [    30194.5   23558.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:54] 16    -22001.41 [    30194.5   23555.7   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:55] 17    -21971.52 [    30194.5   23379.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:55] 18     -57869.3 [    30194.5    4155.4   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:55] 19    -21095.66 [    30194.5   16036.4   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:55] 20    -22264.88 [    30194.5   11498.3   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:56] 21    -21181.75 [    30194.5   17827.9   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:56] 22    -21129.13 [    30194.5   15059.4   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:56] 23    -21095.96 [    30194.5   16124.0   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:56] 24    -21095.79 [    30194.5   15961.2   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:57] 25    -21095.66 [    30194.5   16036.4   59801.9    4416.0   19404.9 ]
[24-10-31 14:56:57] 26    -21095.68 [    30194.5   16036.4   59802.9    4416.0   19404.9 ]
