[24-11-05 12:39:14] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 12:39:14] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 12:39:14] 0            p0 [   750530.6    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:14] 1     -98177.73 [   750530.6    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:15] 2     -98177.73 [   750530.6    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:16] 3     -98178.39 [   750531.6    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:16] 4     -98176.65 [   750529.0    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:17] 5     -98058.91 [   750352.6    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:18] 6     -85835.34 [   731128.8    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:18] 7      -41188.0 [   546274.0    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:19] 10    -40504.24 [   616882.2    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:20] 11    -37568.22 [   581578.1    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:20] 12    -37568.18 [   583419.2    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:21] 13    -37583.39 [   585090.3    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:22] 14    -37568.18 [   583419.2    5805.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:22] 15    -37568.24 [   583419.2    5806.7  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:23] 16    -37568.07 [   583419.2    5804.1  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:24] 17    -37565.25 [   583419.2    5713.3  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:24] 18     -37574.2 [   583419.2    5566.5  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:25] 19    -37566.62 [   583419.2    5657.3  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:26] 20    -37565.62 [   583419.2    5748.0  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:26] 21    -37565.25 [   583419.2    5717.0  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:27] 22    -37565.25 [   583419.2    5716.2  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:28] 23    -37565.25 [   583419.2    5717.9  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:29] 24    -37565.25 [   583419.2    5717.0  499148.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:29] 25    -37565.15 [   583419.2    5717.0  499149.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:30] 26    -37564.99 [   583419.2    5717.0  499151.2    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:31] 27    -37547.87 [   583419.2    5717.0  499327.6    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:32] 28    -36187.29 [   583419.2    5717.0  518551.5    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:32] 29     -35885.3 [   583419.2    5717.0  535035.5    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:33] 30     -37342.5 [   583419.2    5717.0  561707.3    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:34] 31    -36140.71 [   583419.2    5717.0  545223.2    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:34] 32    -35900.13 [   583419.2    5717.0  528739.2    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:35] 33    -35875.83 [   583419.2    5717.0  532595.5    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:36] 34    -35875.98 [   583419.2    5717.0  532929.9    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:36] 35    -35876.05 [   583419.2    5717.0  532261.0    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:37] 36    -35875.83 [   583419.2    5717.0  532595.5    3360.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:38] 37    -35903.73 [   583419.2    5717.0  532595.5    3361.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:38] 38    -35830.75 [   583419.2    5717.0  532595.5    3358.5    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:39] 39    -31217.34 [   583419.2    5717.0  532595.5    3182.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:40] 40    -13729.08 [   583419.2    5717.0  532595.5    1906.8    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:41] 42    -12350.37 [   583419.2    5717.0  532595.5    1118.7    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:42] 43     -13063.6 [   583419.2    5717.0  532595.5     631.6    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:42] 44    -12331.23 [   583419.2    5717.0  532595.5    1165.7    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:43] 45    -12320.78 [   583419.2    5717.0  532595.5    1245.1    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:44] 46    -12320.77 [   583419.2    5717.0  532595.5    1223.9    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:44] 47    -12322.85 [   583419.2    5717.0  532595.5    1202.6    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:45] 48    -12320.77 [   583419.2    5717.0  532595.5    1223.9    2264.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:46] 49    -12320.08 [   583419.2    5717.0  532595.5    1223.9    2265.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:46] 50    -12318.98 [   583419.2    5717.0  532595.5    1223.9    2267.2   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:47] 51    -12270.27 [   583419.2    5717.0  532595.5    1223.9    2419.5   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:48] 52    -12455.53 [   583419.2    5717.0  532595.5    1223.9    2666.0   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:48] 53    -12299.72 [   583419.2    5717.0  532595.5    1223.9    2513.6   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:49] 54     -12275.5 [   583419.2    5717.0  532595.5    1223.9    2361.3   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:50] 55    -12269.93 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:51] 56    -12269.93 [   583419.2    5717.0  532595.5    1223.9    2408.8   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:51] 57    -12269.94 [   583419.2    5717.0  532595.5    1223.9    2406.0   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:52] 58    -12269.93 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:53] 59    -12269.93 [   583419.2    5717.0  532595.5    1223.9    2407.4   33084.5   21771.1  1.07e-05 ]
[24-11-05 12:39:53] 60    -12269.93 [   583419.2    5717.0  532595.5    1223.9    2407.4   33086.1   21771.1  1.07e-05 ]
[24-11-05 12:39:54] 61    -12269.93 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21771.1  1.07e-05 ]
[24-11-05 12:39:55] 62     -12269.9 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21772.1  1.07e-05 ]
[24-11-05 12:39:56] 63    -12269.86 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21773.7  1.07e-05 ]
[24-11-05 12:39:56] 64    -12266.96 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21950.1  1.07e-05 ]
[24-11-05 12:39:57] 65    -12266.92 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21973.4  1.07e-05 ]
[24-11-05 12:39:58] 66    -12267.01 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   22011.0  1.07e-05 ]
[24-11-05 12:39:58] 67    -12266.93 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21987.7  1.07e-05 ]
[24-11-05 12:39:59] 68    -12266.92 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21964.5  1.07e-05 ]
[24-11-05 12:40:00] 69    -12266.92 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.07e-05 ]
[24-11-05 12:40:00] 70    -12266.92 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21977.4  1.07e-05 ]
[24-11-05 12:40:01] 71    -12266.92 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.07e-05 ]
[24-11-05 12:40:02] 86   -165907.92 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  5.07e-04 ]
[24-11-05 12:40:02] 87   -155647.15 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  2.59e-04 ]
[24-11-05 12:40:03] 88   -123812.51 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.06e-04 ]
[24-11-05 12:40:03] 89    -69641.07 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  4.69e-05 ]
[24-11-05 12:40:04] 91    -29760.48 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  2.45e-05 ]
[24-11-05 12:40:05] 92     -26401.8 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.94e-06 ]
[24-11-05 12:40:06] 93    -13045.15 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.27e-05 ]
[24-11-05 12:40:06] 94    -12256.43 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.06e-05 ]
[24-11-05 12:40:07] 95    -12228.17 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.01e-05 ]
[24-11-05 12:40:08] 96    -13920.01 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  6.99e-06 ]
[24-11-05 12:40:09] 97    -12227.69 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:09] 98    -12227.68 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:10] 99    -12227.69 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:10] 101   -12227.68 [   583419.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:11] 102   -12227.63 [   583420.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:12] 103   -12227.54 [   583421.8    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:12] 104   -12218.18 [   583598.1    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:13] 105    -11973.3 [   592773.0    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:14] 106   -12547.71 [   607618.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:14] 107   -12054.27 [   598443.4    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:15] 108   -12011.21 [   589268.5    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:16] 109   -11973.18 [   592998.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:16] 110   -11973.19 [   592902.4    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:17] 111   -11973.21 [   593094.0    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:18] 112   -11973.18 [   592998.2    5717.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:18] 113   -11972.75 [   592998.2    5718.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:19] 114   -11972.05 [   592998.2    5719.7  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:20] 115   -11904.56 [   592998.2    5896.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:20] 116   -11769.99 [   592998.2    6541.4  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:21] 117   -11789.08 [   592998.2    7585.6  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:21] 118   -11751.43 [   592998.2    6940.3  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:22] 119   -11757.51 [   592998.2    7186.8  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:23] 120   -11751.44 [   592998.2    6952.5  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:23] 121   -11751.44 [   592998.2    6928.0  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:24] 122   -11751.43 [   592998.2    6940.3  532595.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:25] 123   -11751.42 [   592998.2    6940.3  532596.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:25] 124   -11751.42 [   592998.2    6940.3  532598.1    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:26] 125   -11751.32 [   592998.2    6940.3  532774.4    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:26] 126   -11751.27 [   592998.2    6940.3  533011.6    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:27] 127    -11751.4 [   592998.2    6940.3  533395.4    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:28] 128   -11751.29 [   592998.2    6940.3  533158.2    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:28] 129   -11751.28 [   592998.2    6940.3  532921.0    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:29] 130   -11751.27 [   592998.2    6940.3  533007.5    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:30] 131   -11751.27 [   592998.2    6940.3  533015.8    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:30] 132   -11751.27 [   592998.2    6940.3  533011.6    1223.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:31] 133   -11750.88 [   592998.2    6940.3  533011.6    1224.9    2407.4   33083.5   21975.4  1.02e-05 ]
[24-11-05 12:40:32] 134   -11750.26 [   592998.2    6940.3  533011.6    1226.6    2407.4   33083.5   21975.4  1.02e-05 ]
