[24-10-31 15:01:13] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:01:13] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:01:13] 0            p0 [    17314.5   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:13] 1      -17463.0 [    17314.5   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:14] 2      -17463.0 [    17314.5   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:14] 3     -17462.98 [    17315.5   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:14] 4     -17462.95 [    17317.1   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:14] 5      -17459.7 [    17493.5   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:14] 6      -17450.7 [    18448.7   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:15] 7     -17460.08 [    19994.4   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:15] 8     -17451.29 [    19039.1   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:15] 9     -17452.55 [    18083.9   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:15] 10    -17450.43 [    18665.7   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:16] 11    -17450.43 [    18652.2   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:16] 12    -17450.43 [    18638.8   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:16] 13    -17450.43 [    18652.2   15774.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:16] 14    -17450.82 [    18652.2   15775.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:17] 15    -17449.79 [    18652.2   15772.6   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:17] 16    -17379.94 [    18652.2   15596.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:17] 18    -16642.45 [    18652.2    8253.4   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:17] 19    -42044.51 [    18652.2    3715.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:17] 20    -16075.96 [    18652.2   11820.1   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:18] 21    -15953.14 [    18652.2   11193.4   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:18] 22    -15896.74 [    18652.2   10694.8   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:18] 23    -15931.61 [    18652.2    9762.3   69375.2    7380.0   15678.5 ]
[24-10-31 15:01:18] 24    -15885.33 [    18652.2   10406.3   69375.2    7380.0   15678.5 ]
