[24-10-31 15:02:51] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:02:51] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:02:51] 0            p0 [    23561.9   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:51] 1     -14908.35 [    23561.9   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:51] 2     -14908.35 [    23561.9   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:51] 3     -14908.34 [    23562.9   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:51] 4     -14908.33 [    23564.5   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:52] 5     -14907.36 [    23740.9   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:52] 6     -14904.97 [    24620.8   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:52] 7      -14908.3 [    26044.6   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:52] 8      -14905.3 [    25164.7   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:53] 9     -14905.43 [    24284.7   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:53] 10    -14904.94 [    24757.5   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:53] 11    -14904.94 [    24745.6   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:53] 12    -14904.94 [    24733.7   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:53] 13    -14904.94 [    24745.6   17827.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:54] 14    -14905.22 [    24745.6   17828.0   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:54] 15    -14904.48 [    24745.6   17825.4   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:54] 16    -14903.74 [    24745.6   17822.8   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:54] 17    -14902.54 [    24745.6   17818.6   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:55] 18    -14900.61 [    24745.6   17811.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:55] 19    -14897.47 [    24745.6   17800.6   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:55] 20     -14892.4 [    24745.6   17782.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:55] 21    -14884.19 [    24745.6   17753.6   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:55] 22    -14870.91 [    24745.6   17706.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:56] 23     -14849.4 [    24745.6   17630.6   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:56] 24    -14814.57 [    24745.6   17507.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:56] 25    -14758.18 [    24745.6   17308.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:56] 26    -14666.88 [    24745.6   16986.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:57] 27    -14519.47 [    24745.6   16465.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:57] 30     -14487.9 [    24745.6    8180.2   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:57] 31    -13520.33 [    24745.6   12322.9   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:57] 32    -13512.26 [    24745.6   12267.9   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:57] 33     -13430.5 [    24745.6   11507.3   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:58] 34     -13470.9 [    24745.6   10236.5   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:58] 35    -13414.69 [    24745.6   11103.7   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:58] 36    -13414.31 [    24745.6   11036.5   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:58] 37    -13414.65 [    24745.6   10968.6   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:59] 38    -13414.31 [    24745.6   11036.5   75627.2    5142.3   20287.8 ]
[24-10-31 15:02:59] 39    -13414.33 [    24745.6   11036.5   75628.2    5142.3   20287.8 ]
[24-10-31 15:02:59] 40     -13414.3 [    24745.6   11036.5   75625.6    5142.3   20287.8 ]
[24-10-31 15:02:59] 41     -13412.4 [    24745.6   11036.5   75449.2    5142.3   20287.8 ]
[24-10-31 15:02:59] 42    -13396.01 [    24745.6   11036.5   72329.7    5142.3   20287.8 ]
[24-10-31 15:03:00] 43     -13437.9 [    24745.6   11036.5   67282.2    5142.3   20287.8 ]
[24-10-31 15:03:00] 44    -13402.08 [    24745.6   11036.5   70401.7    5142.3   20287.8 ]
[24-10-31 15:03:00] 45    -13398.43 [    24745.6   11036.5   73521.2    5142.3   20287.8 ]
[24-10-31 15:03:00] 46    -13396.01 [    24745.6   11036.5   72296.7    5142.3   20287.8 ]
[24-10-31 15:03:01] 47    -13396.01 [    24745.6   11036.5   72362.7    5142.3   20287.8 ]
[24-10-31 15:03:01] 48    -13396.01 [    24745.6   11036.5   72329.7    5142.3   20287.8 ]
[24-10-31 15:03:01] 49    -13396.64 [    24745.6   11036.5   72329.7    5143.3   20287.8 ]
[24-10-31 15:03:01] 50    -13394.98 [    24745.6   11036.5   72329.7    5140.7   20287.8 ]
[24-10-31 15:03:02] 51    -13287.11 [    24745.6   11036.5   72329.7    4964.3   20287.8 ]
[24-10-31 15:03:02] 52    -14535.14 [    24745.6   11036.5   72329.7    2594.6   20287.8 ]
[24-10-31 15:03:02] 53    -12933.61 [    24745.6   11036.5   72329.7    4059.2   20287.8 ]
[24-10-31 15:03:02] 54    -13041.37 [    24745.6   11036.5   72329.7    3499.8   20287.8 ]
[24-10-31 15:03:03] 55    -12930.12 [    24745.6   11036.5   72329.7    4021.4   20287.8 ]
[24-10-31 15:03:03] 56    -12927.16 [    24745.6   11036.5   72329.7    3955.8   20287.8 ]
[24-10-31 15:03:03] 57    -12927.05 [    24745.6   11036.5   72329.7    3938.7   20287.8 ]
[24-10-31 15:03:03] 58    -12927.15 [    24745.6   11036.5   72329.7    3926.6   20287.8 ]
[24-10-31 15:03:04] 59    -12927.05 [    24745.6   11036.5   72329.7    3938.7   20287.8 ]
[24-10-31 15:03:04] 60    -12926.88 [    24745.6   11036.5   72329.7    3938.7   20288.8 ]
[24-10-31 15:03:04] 61     -12926.6 [    24745.6   11036.5   72329.7    3938.7   20290.5 ]
[24-10-31 15:03:04] 62     -12896.5 [    24745.6   11036.5   72329.7    3938.7   20466.8 ]
[24-10-31 15:03:04] 63    -12078.67 [    24745.6   11036.5   72329.7    3938.7   27780.3 ]
[24-10-31 15:03:05] 64    -11542.34 [    24745.6   11036.5   72329.7    3938.7   39613.8 ]
[24-10-31 15:03:05] 65    -11525.91 [    24745.6   11036.5   72329.7    3938.7   40221.8 ]
[24-10-31 15:03:05] 66    -11500.72 [    24745.6   11036.5   72329.7    3938.7   41205.5 ]
[24-10-31 15:03:05] 68    -11388.83 [    24745.6   11036.5   72329.7    3938.7   46525.8 ]
[24-10-31 15:03:06] 69    -11335.44 [    24745.6   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:06] 71    -11354.68 [    24745.6   11036.5   72329.7    3938.7   48558.0 ]
[24-10-31 15:03:06] 73    -11342.64 [    24745.6   11036.5   72329.7    3938.7   49334.2 ]
[24-10-31 15:03:06] 76    -11335.44 [    24745.6   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:07] 77    -11335.45 [    24746.6   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:07] 78    -11335.43 [    24744.0   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:07] 79     -11334.3 [    24567.6   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:07] 80    -11330.43 [    23045.9   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:08] 81     -11355.8 [    20583.8   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:08] 82    -11334.59 [    22105.5   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:08] 83    -11330.54 [    23627.1   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:08] 84    -11330.24 [    23304.9   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:09] 85    -11330.25 [    23290.5   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:09] 86    -11330.25 [    23319.3   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:09] 87    -11330.24 [    23304.9   11036.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:09] 88    -11330.22 [    23304.9   11037.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:10] 89    -11330.18 [    23304.9   11039.1   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:10] 90    -11328.32 [    23304.9   11183.7   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:10] 91    -11332.39 [    23304.9   11417.7   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:11] 92    -11328.88 [    23304.9   11273.1   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:11] 93    -11328.62 [    23304.9   11128.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:11] 94    -11328.32 [    23304.9   11189.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:11] 95    -11328.32 [    23304.9   11187.9   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:12] 96    -11328.32 [    23304.9   11191.0   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:12] 97    -11328.32 [    23304.9   11189.5   72329.7    3938.7   49813.9 ]
[24-10-31 15:03:12] 98    -11328.34 [    23304.9   11189.5   72330.7    3938.7   49813.9 ]
[24-10-31 15:03:12] 99    -11328.28 [    23304.9   11189.5   72328.1    3938.7   49813.9 ]
[24-10-31 15:03:12] 100   -11324.41 [    23304.9   11189.5   72151.7    3938.7   49813.9 ]
[24-10-31 15:03:13] 101   -11270.14 [    23304.9   11189.5   67118.6    3938.7   49813.9 ]
[24-10-31 15:03:13] 102   -11413.47 [    23304.9   11189.5   58974.9    3938.7   49813.9 ]
[24-10-31 15:03:13] 103   -11291.09 [    23304.9   11189.5   64008.0    3938.7   49813.9 ]
[24-10-31 15:03:14] 104   -11278.02 [    23304.9   11189.5   69041.1    3938.7   49813.9 ]
[24-10-31 15:03:14] 105   -11270.14 [    23304.9   11189.5   67170.7    3938.7   49813.9 ]
