[24-10-31 14:59:07] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 14:59:07] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 14:59:07] 0            p0 [    17307.1   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:07] 1     -37213.43 [    17307.1   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:07] 2     -37213.43 [    17307.1   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:07] 3     -37213.39 [    17308.1   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:08] 4     -37213.32 [    17309.7   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:08] 5      -37205.8 [    17486.0   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:08] 6     -37128.36 [    20521.1   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:08] 7     -37118.79 [    25431.9   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:09] 8     -37112.23 [    23305.2   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:09] 9     -37114.24 [    22241.7   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:09] 10    -37113.31 [    24117.5   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:09] 11    -37112.24 [    23365.1   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:10] 12    -37112.24 [    23245.2   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:10] 13    -37112.23 [    23305.2   19475.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:10] 14    -37112.43 [    23305.2   19476.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:11] 15    -37111.91 [    23305.2   19473.5   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:11] 16    -37111.39 [    23305.2   19470.9   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:11] 17    -37110.55 [    23305.2   19466.6   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:11] 18     -37109.2 [    23305.2   19459.8   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:12] 19     -37107.0 [    23305.2   19448.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:12] 20    -37103.44 [    23305.2   19430.8   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:12] 21    -37097.69 [    23305.2   19401.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:12] 22    -37088.37 [    23305.2   19354.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:13] 23    -37073.29 [    23305.2   19278.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:13] 24    -37048.87 [    23305.2   19155.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:13] 25    -37009.31 [    23305.2   18956.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:13] 26    -36945.24 [    23305.2   18634.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:14] 27     -36841.6 [    23305.2   18113.7   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:14] 30    -36194.72 [    23305.2    9828.3   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:14] 31    -36097.71 [    23305.2   13971.0   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:14] 32    -35941.62 [    23305.2   12377.6   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:15] 33    -35932.44 [    23305.2   12145.6   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:15] 34    -35928.99 [    23305.2   11643.5   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:15] 35    -35969.83 [    23305.2   10950.1   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:15] 36    -35927.43 [    23305.2   11817.2   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:16] 37     -35927.7 [    23305.2   11893.8   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:16] 38    -35927.74 [    23305.2   11740.6   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:16] 39    -35927.43 [    23305.2   11817.2   72548.7    7400.5   14862.1 ]
[24-10-31 14:59:16] 40    -35927.47 [    23305.2   11817.2   72549.7    7400.5   14862.1 ]
[24-10-31 14:59:16] 41    -35927.37 [    23305.2   11817.2   72547.1    7400.5   14862.1 ]
[24-10-31 14:59:17] 42    -35920.74 [    23305.2   11817.2   72370.7    7400.5   14862.1 ]
[24-10-31 14:59:17] 43    -35399.73 [    23305.2   11817.2   53146.8    7400.5   14862.1 ]
[24-10-31 14:59:17] 45     -35552.4 [    23305.2   11817.2   60489.7    7400.5   14862.1 ]
[24-10-31 14:59:17] 46    -35316.97 [    23305.2   11817.2   47233.4    7400.5   14862.1 ]
[24-10-31 14:59:18] 47     -35283.3 [    23305.2   11817.2   43578.8    7400.5   14862.1 ]
[24-10-31 14:59:18] 48    -35269.04 [    23305.2   11817.2   41320.1    7400.5   14862.1 ]
[24-10-31 14:59:18] 50     -35273.9 [    23305.2   11817.2   42182.8    7400.5   14862.1 ]
[24-10-31 14:59:18] 51     -35266.4 [    23305.2   11817.2   40786.9    7400.5   14862.1 ]
[24-10-31 14:59:19] 52     -35264.9 [    23305.2   11817.2   40457.3    7400.5   14862.1 ]
[24-10-31 14:59:19] 53     -35264.9 [    23305.2   11817.2   40457.3    7400.5   14862.1 ]
[24-10-31 14:59:19] 54     -35265.0 [    23305.2   11817.2   40457.3    7401.5   14862.1 ]
[24-10-31 14:59:19] 55    -35264.74 [    23305.2   11817.2   40457.3    7398.9   14862.1 ]
[24-10-31 14:59:20] 56    -35264.47 [    23305.2   11817.2   40457.3    7396.3   14862.1 ]
[24-10-31 14:59:20] 57    -35264.03 [    23305.2   11817.2   40457.3    7392.0   14862.1 ]
[24-10-31 14:59:20] 58    -35263.33 [    23305.2   11817.2   40457.3    7385.2   14862.1 ]
[24-10-31 14:59:20] 59    -35262.19 [    23305.2   11817.2   40457.3    7374.1   14862.1 ]
[24-10-31 14:59:20] 60    -35260.35 [    23305.2   11817.2   40457.3    7356.1   14862.1 ]
[24-10-31 14:59:21] 61    -35257.37 [    23305.2   11817.2   40457.3    7327.1   14862.1 ]
[24-10-31 14:59:21] 62    -35252.53 [    23305.2   11817.2   40457.3    7280.1   14862.1 ]
[24-10-31 14:59:21] 63    -35244.66 [    23305.2   11817.2   40457.3    7204.1   14862.1 ]
[24-10-31 14:59:21] 64    -35231.86 [    23305.2   11817.2   40457.3    7081.1   14862.1 ]
[24-10-31 14:59:22] 65    -35210.97 [    23305.2   11817.2   40457.3    6882.1   14862.1 ]
[24-10-31 14:59:22] 66    -35176.84 [    23305.2   11817.2   40457.3    6560.1   14862.1 ]
[24-10-31 14:59:22] 67    -35121.58 [    23305.2   11817.2   40457.3    6039.1   14862.1 ]
[24-10-31 14:59:22] 68    -35038.09 [    23305.2   11817.2   40457.3    5196.1   14862.1 ]
[24-10-31 14:59:23] 70    -36802.62 [    23305.2   11817.2   40457.3    1690.5   14862.1 ]
[24-10-31 14:59:23] 71    -34983.52 [    23305.2   11817.2   40457.3    3857.1   14862.1 ]
[24-10-31 14:59:23] 72    -34985.98 [    23305.2   11817.2   40457.3    4445.5   14862.1 ]
[24-10-31 14:59:23] 73    -34978.31 [    23305.2   11817.2   40457.3    4108.4   14862.1 ]
[24-10-31 14:59:24] 74    -34978.41 [    23305.2   11817.2   40457.3    4141.3   14862.1 ]
[24-10-31 14:59:24] 75    -34978.38 [    23305.2   11817.2   40457.3    4075.5   14862.1 ]
[24-10-31 14:59:24] 76    -34978.31 [    23305.2   11817.2   40457.3    4108.4   14862.1 ]
[24-10-31 14:59:24] 77    -34978.18 [    23305.2   11817.2   40457.3    4108.4   14863.1 ]
[24-10-31 14:59:25] 78    -34977.98 [    23305.2   11817.2   40457.3    4108.4   14864.7 ]
[24-10-31 14:59:25] 79    -34955.88 [    23305.2   11817.2   40457.3    4108.4   15041.1 ]
[24-10-31 14:59:25] 80     -34417.6 [    23305.2   11817.2   40457.3    4108.4   21530.7 ]
[24-10-31 14:59:25] 81    -34040.04 [    23305.2   11817.2   40457.3    4108.4   32031.1 ]
[24-10-31 14:59:26] 82    -34012.13 [    23305.2   11817.2   40457.3    4108.4   33281.8 ]
[24-10-31 14:59:26] 83    -33971.47 [    23305.2   11817.2   40457.3    4108.4   35305.4 ]
[24-10-31 14:59:26] 84    -33788.74 [    23305.2   11817.2   40457.3    4108.4   49077.8 ]
[24-10-31 14:59:26] 87    -33844.11 [    23305.2   11817.2   40457.3    4108.4   43817.3 ]
[24-10-31 14:59:27] 88    -33814.76 [    23305.2   11817.2   40457.3    4108.4   46447.5 ]
[24-10-31 14:59:27] 91    -33798.33 [    23305.2   11817.2   40457.3    4108.4   48073.2 ]
[24-10-31 14:59:27] 92    -33784.36 [    23305.2   11817.2   40457.3    4108.4   49552.2 ]
[24-10-31 14:59:27] 93    -33781.21 [    23305.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:27] 95    -33781.21 [    23305.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:28] 96    -33781.23 [    23306.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:28] 97    -33781.18 [    23303.5   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:28] 98    -33777.68 [    23127.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:28] 99    -33964.77 [    12688.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:29] 100   -33723.52 [    19139.8   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:29] 101   -33736.96 [    16675.5   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:29] 102   -33722.42 [    18832.0   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:29] 103   -33721.99 [    18558.8   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:30] 104   -33721.97 [    18470.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:30] 105   -33721.99 [    18421.8   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:30] 106   -33721.97 [    18470.2   11817.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:30] 107   -33721.68 [    18470.2   11818.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:31] 108    -33721.2 [    18470.2   11819.8   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:31] 109    -33672.0 [    18470.2   11996.2   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:31] 110   -33457.43 [    18470.2   13372.4   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:31] 111   -33522.63 [    18470.2   15599.1   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:31] 112   -33437.42 [    18470.2   14222.9   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:32] 113   -33455.58 [    18470.2   14748.6   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:32] 114   -33436.16 [    18470.2   14076.4   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:32] 115   -33436.13 [    18470.2   14038.1   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:33] 116   -33436.17 [    18470.2   14015.9   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:33] 117   -33436.13 [    18470.2   14038.1   40457.3    4108.4   49899.1 ]
[24-10-31 14:59:33] 118   -33436.13 [    18470.2   14038.1   40458.3    4108.4   49899.1 ]
[24-10-31 14:59:33] 119   -33436.13 [    18470.2   14038.1   40455.7    4108.4   49899.1 ]
[24-10-31 14:59:34] 120   -33435.91 [    18470.2   14038.1   40279.3    4108.4   49899.1 ]
[24-10-31 14:59:34] 122   -33435.71 [    18470.2   14038.1   40041.9    4108.4   49899.1 ]
[24-10-31 14:59:34] 124    -33435.8 [    18470.2   14038.1   40160.6    4108.4   49899.1 ]
[24-10-31 14:59:34] 126   -33435.74 [    18470.2   14038.1   40087.2    4108.4   49899.1 ]
[24-10-31 14:59:35] 127   -33435.69 [    18470.2   14038.1   40020.5    4108.4   49899.1 ]
[24-10-31 14:59:35] 128   -33435.68 [    18470.2   14038.1   40007.3    4108.4   49899.1 ]
[24-10-31 14:59:35] 130   -33435.69 [    18470.2   14038.1   40012.3    4108.4   49899.1 ]
[24-10-31 14:59:35] 131   -33435.68 [    18470.2   14038.1   40007.3    4108.4   49899.1 ]
[24-10-31 14:59:36] 132   -33435.74 [    18470.2   14038.1   40007.3    4109.4   49899.1 ]
[24-10-31 14:59:36] 133    -33435.6 [    18470.2   14038.1   40007.3    4106.8   49899.1 ]
[24-10-31 14:59:36] 134   -33428.93 [    18470.2   14038.1   40007.3    3930.4   49899.1 ]
[24-10-31 14:59:36] 135   -33427.71 [    18470.2   14038.1   40007.3    3774.4   49899.1 ]
[24-10-31 14:59:37] 136   -33437.89 [    18470.2   14038.1   40007.3    3522.0   49899.1 ]
[24-10-31 14:59:37] 137   -33429.62 [    18470.2   14038.1   40007.3    3678.0   49899.1 ]
[24-10-31 14:59:37] 138   -33427.59 [    18470.2   14038.1   40007.3    3834.0   49899.1 ]
[24-10-31 14:59:37] 139   -33427.54 [    18470.2   14038.1   40007.3    3813.0   49899.1 ]
[24-10-31 14:59:38] 140   -33427.55 [    18470.2   14038.1   40007.3    3816.0   49899.1 ]
[24-10-31 14:59:38] 141   -33427.55 [    18470.2   14038.1   40007.3    3810.1   49899.1 ]
[24-10-31 14:59:38] 142   -33427.54 [    18470.2   14038.1   40007.3    3813.0   49899.1 ]
[24-10-31 14:59:38] 143   -33427.54 [    18470.2   14038.1   40007.3    3813.0   49900.1 ]
[24-10-31 14:59:38] 144   -33427.53 [    18470.2   14038.1   40007.3    3813.0   49901.7 ]
[24-10-31 14:59:39] 146   -33427.07 [    18470.2   14038.1   40007.3    3813.0   49969.1 ]
[24-10-31 14:59:39] 148    -33427.3 [    18470.2   14038.1   40007.3    3813.0   49935.4 ]
[24-10-31 14:59:39] 149   -33426.97 [    18470.2   14038.1   40007.3    3813.0   49985.0 ]
[24-10-31 14:59:39] 150    -33426.9 [    18470.2   14038.1   40007.3    3813.0   49994.8 ]
[24-10-31 14:59:40] 152   -33426.93 [    18470.2   14038.1   40007.3    3813.0   49991.1 ]
[24-10-31 14:59:40] 153   -33426.89 [    18470.2   14038.1   40007.3    3813.0   49997.1 ]
[24-10-31 14:59:40] 154   -33426.88 [    18470.2   14038.1   40007.3    3813.0   49998.6 ]
[24-10-31 14:59:40] 155   -33426.87 [    18470.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:41] 157   -33426.87 [    18470.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:41] 158   -33426.84 [    18471.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:41] 159    -33426.8 [    18472.8   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:42] 160   -33422.04 [    18649.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:42] 161   -33381.61 [    21224.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:42] 162   -33385.63 [    25390.7   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:42] 163   -33376.07 [    22815.7   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:43] 164   -33377.54 [    23799.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:43] 165   -33376.07 [    22920.6   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:43] 166   -33376.08 [    22772.2   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:43] 167   -33376.06 [    22859.1   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:44] 168   -33376.06 [    22859.1   14038.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:44] 169   -33376.01 [    22859.1   14039.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:44] 170   -33375.92 [    22859.1   14040.7   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:44] 171   -33367.61 [    22859.1   14217.1   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:45] 172   -33358.43 [    22859.1   14646.5   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:45] 173   -33372.09 [    22859.1   15341.2   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:45] 174   -33359.82 [    22859.1   14911.8   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:45] 175   -33360.18 [    22859.1   14482.5   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:46] 176   -33358.29 [    22859.1   14708.6   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:46] 177   -33358.29 [    22859.1   14701.9   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:46] 178    -33358.3 [    22859.1   14715.3   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:46] 179   -33358.29 [    22859.1   14708.6   40007.3    3813.0   49999.6 ]
[24-10-31 14:59:47] 180    -33358.3 [    22859.1   14708.6   40008.3    3813.0   49999.6 ]
[24-10-31 14:59:47] 181   -33358.29 [    22859.1   14708.6   40005.6    3813.0   49999.6 ]
[24-10-31 14:59:47] 186   -33358.27 [    22859.1   14708.6   40001.9    3813.0   49999.6 ]
[24-10-31 14:59:47] 187   -33358.28 [    22859.1   14708.6   40003.8    3813.0   49999.6 ]
[24-10-31 14:59:48] 189   -33358.27 [    22859.1   14708.6   40001.0    3813.0   49999.6 ]
[24-10-31 14:59:48] 190   -33358.27 [    22859.1   14708.6   40000.4    3813.0   49999.6 ]
[24-10-31 14:59:48] 191   -33358.27 [    22859.1   14708.6   40000.1    3813.0   49999.6 ]
[24-10-31 14:59:48] 193   -33358.27 [    22859.1   14708.6   40000.2    3813.0   49999.6 ]
[24-10-31 14:59:49] 194   -33358.27 [    22859.1   14708.6   40000.0    3813.0   49999.6 ]
[24-10-31 14:59:49] 195   -33358.27 [    22859.1   14708.6   40000.0    3813.0   49999.6 ]
[24-10-31 14:59:49] 196    -33358.3 [    22859.1   14708.6   40000.0    3814.0   49999.6 ]
[24-10-31 14:59:49] 197   -33358.21 [    22859.1   14708.6   40000.0    3811.4   49999.6 ]
[24-10-31 14:59:49] 198    -33355.6 [    22859.1   14708.6   40000.0    3643.4   49999.6 ]
[24-10-31 14:59:50] 199   -33367.61 [    22859.1   14708.6   40000.0    3371.5   49999.6 ]
[24-10-31 14:59:50] 200   -33357.51 [    22859.1   14708.6   40000.0    3539.5   49999.6 ]
[24-10-31 14:59:50] 201   -33355.83 [    22859.1   14708.6   40000.0    3707.6   49999.6 ]
[24-10-31 14:59:50] 202   -33355.56 [    22859.1   14708.6   40000.0    3661.8   49999.6 ]
[24-10-31 14:59:51] 203   -33355.56 [    22859.1   14708.6   40000.0    3660.3   49999.6 ]
[24-10-31 14:59:51] 204   -33355.56 [    22859.1   14708.6   40000.0    3658.7   49999.6 ]
