[24-11-05 15:08:30] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 15:08:30] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 15:08:30] 0            p0 [    21431.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:31] 1      -62673.7 [    21431.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:31] 2      -62673.7 [    21431.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:32] 3     -62685.61 [    21432.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:32] 4     -62654.45 [    21429.8    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:32] 5     -60589.72 [    21253.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:33] 6     -25718.85 [    15950.1    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:34] 7     -40506.76 [     7369.1    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:34] 8      -24282.3 [    12672.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:35] 9     -28470.33 [    10646.7    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:35] 10    -23462.04 [    13847.4    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:36] 11    -23456.14 [    13923.3    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:36] 12    -23456.25 [    13998.3    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:37] 13    -23456.14 [    13923.3    7615.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:37] 14    -23453.12 [    13923.3    7616.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:38] 15    -23448.24 [    13923.3    7618.5  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:38] 16    -22934.78 [    13923.3    7794.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:39] 17    -18799.83 [    13923.3   10096.8  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:39] 18    -17151.18 [    13923.3   13821.4  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:40] 19    -17252.43 [    13923.3   12944.4  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:40] 20    -18151.78 [    13923.3   19848.0  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:41] 21    -17300.91 [    13923.3   16123.4  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:41] 22    -17381.45 [    13923.3   12398.7  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:42] 23    -17142.11 [    13923.3   14438.5  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:42] 24    -17140.27 [    13923.3   14285.2  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:43] 25    -17140.27 [    13923.3   14218.5  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:43] 26    -17140.76 [    13923.3   14351.9  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:44] 27    -17140.27 [    13923.3   14285.2  527438.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:44] 28    -17140.25 [    13923.3   14285.2  527439.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:45] 29    -17140.23 [    13923.3   14285.2  527441.4    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:45] 30    -17137.81 [    13923.3   14285.2  527617.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:46] 31    -16946.28 [    13923.3   14285.2  546841.6    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:46] 32    -16889.04 [    13923.3   14285.2  563089.7    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:47] 33    -16981.65 [    13923.3   14285.2  589379.6    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:47] 34    -16898.35 [    13923.3   14285.2  573131.5    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:48] 35     -16900.1 [    13923.3   14285.2  556883.5    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:48] 36    -16888.24 [    13923.3   14285.2  565330.7    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:49] 37    -16888.25 [    13923.3   14285.2  564951.8    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:49] 38    -16888.27 [    13923.3   14285.2  565709.6    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:50] 39    -16888.24 [    13923.3   14285.2  565330.7    2548.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:50] 40    -16895.73 [    13923.3   14285.2  565330.7    2549.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:51] 41    -16876.14 [    13923.3   14285.2  565330.7    2547.3    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:51] 42    -15714.72 [    13923.3   14285.2  565330.7    2370.9    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:52] 43    -13748.07 [    13923.3   14285.2  565330.7    1802.8    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:52] 44    -13942.27 [    13923.3   14285.2  565330.7     883.4    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:53] 45    -13490.81 [    13923.3   14285.2  565330.7    1451.6    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:54] 46    -13560.33 [    13923.3   14285.2  565330.7    1234.6    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:54] 47    -13491.13 [    13923.3   14285.2  565330.7    1429.5    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:55] 48    -13491.27 [    13923.3   14285.2  565330.7    1462.6    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:55] 49    -13490.76 [    13923.3   14285.2  565330.7    1440.6    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:56] 50    -13490.76 [    13923.3   14285.2  565330.7    1440.6    2748.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:56] 51    -13490.57 [    13923.3   14285.2  565330.7    1440.6    2749.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:57] 52    -13490.26 [    13923.3   14285.2  565330.7    1440.6    2751.1   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:57] 53    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2799.0   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:58] 54    -13498.67 [    13923.3   14285.2  565330.7    1440.6    2876.5   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:58] 55    -13487.76 [    13923.3   14285.2  565330.7    1440.6    2828.6   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:59] 56    -13486.44 [    13923.3   14285.2  565330.7    1440.6    2780.7   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:08:59] 57    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:09:00] 58    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2798.4   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:09:00] 59    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2797.4   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:09:01] 60    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:09:01] 61    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2797.9   25513.5   32610.3  8.24e-06 ]
[24-11-05 15:09:02] 62    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2797.9   25515.1   32610.3  8.24e-06 ]
[24-11-05 15:09:02] 63    -13485.83 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   32610.3  8.24e-06 ]
[24-11-05 15:09:03] 64     -13486.1 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   32611.3  8.24e-06 ]
[24-11-05 15:09:04] 65     -13485.4 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   32608.7  8.24e-06 ]
[24-11-05 15:09:04] 66    -13438.94 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   32432.3  8.24e-06 ]
[24-11-05 15:09:05] 67    -12988.46 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   26003.5  8.24e-06 ]
[24-11-05 15:09:05] 68    -25798.34 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   15601.4  8.24e-06 ]
[24-11-05 15:09:06] 69    -14823.71 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   22030.2  8.24e-06 ]
[24-11-05 15:09:06] 70    -12810.62 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   28459.1  8.24e-06 ]
[24-11-05 15:09:07] 71    -12805.04 [    13923.3   14285.2  565330.7    1440.6    2797.9   25512.5   27829.0  8.24e-06 ]
