[24-11-05 14:32:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:32:47] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:32:47] 0            p0 [    15637.6    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:47] 1     -56290.89 [    15637.6    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:48] 2     -56290.89 [    15637.6    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:48] 3     -56298.11 [    15638.6    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:49] 4     -56279.22 [    15636.0    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:50] 5     -55038.09 [    15459.6    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:50] 6     -41480.58 [    11949.7    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:51] 7     -50445.02 [     6270.5    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:52] 8     -41559.85 [     9780.4    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:52] 9     -44365.38 [    13290.4    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:53] 10    -40864.18 [    10894.4    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:54] 11    -40863.75 [    10941.8    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:54] 12    -40865.82 [    10988.8    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:55] 13    -40863.75 [    10941.8    6809.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:56] 14    -40861.65 [    10941.8    6810.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:56] 15    -40858.26 [    10941.8    6812.3  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:57] 16    -40502.34 [    10941.8    6988.7  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:58] 17    -37844.32 [    10941.8    9147.4  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:59] 18    -36942.69 [    10941.8   12640.2  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
[24-11-05 14:32:59] 19    -36972.67 [    10941.8   11643.3  487876.7    3133.4    2327.4   36055.7   28707.2  1.07e-05 ]
