[24-11-02 03:08:33] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 03:08:33] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 03:08:33] 0            p0 [     7658.6  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:35] 1     -51104.49 [     7658.6  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:36] 2     -51104.49 [     7658.6  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:38] 3      -51105.2 [     7659.6  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:39] 4     -51103.34 [     7657.0  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:40] 5     -50984.22 [     7480.6  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:42] 6     -50814.72 [     5876.3  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:43] 7     -62153.63 [     3280.5  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:44] 8     -52341.18 [     4884.8  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:46] 9     -50626.79 [     6489.1  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:47] 10    -50631.07 [     6382.3  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:48] 11    -50626.77 [     6473.7  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:50] 12    -50626.89 [     6461.9  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:51] 13    -50626.77 [     6473.7  475897.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:52] 14    -50626.12 [     6473.7  475898.5    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
[24-11-02 03:08:54] 15    -50625.07 [     6473.7  475900.1    2525.0    3589.4  176886.7    1406.5  151658.0    1322.2     790.8  8.38e-05   1.2e-04  8.60e-06 ]
