[24-11-01 23:10:56] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 23:10:56] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 23:10:56] 0            p0 [     4941.1  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:10:57] 1    -137148.29 [     4941.1  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:10:58] 2    -137148.29 [     4941.1  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:10:59] 3    -137147.27 [     4942.1  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:10:59] 4    -137145.61 [     4943.7  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:11:00] 5    -136973.21 [     5120.1  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:11:01] 6    -135841.62 [     6920.7  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:11:02] 7    -135100.43 [     9834.3  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:11:03] 8    -135078.81 [     9980.7  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
[24-11-01 23:11:03] 9    -135045.76 [    10217.5  427980.1    2145.3    4166.3  147680.9     864.9  117354.7    1239.5    1135.3  1.08e-04  9.52e-05  8.87e-06 ]
