[24-11-02 02:03:08] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 02:03:08] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 02:03:08] 0            p0 [     7829.3  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:09] 1    -181533.43 [     7829.3  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:10] 2    -181533.43 [     7829.3  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:10] 3    -181537.79 [     7830.3  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:11] 4    -181526.36 [     7827.7  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:12] 5    -181514.92 [     7825.1  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:12] 6     -181496.4 [     7820.8  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:13] 7    -181466.43 [     7814.0  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:14] 8     -181417.9 [     7802.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:15] 9    -181339.29 [     7784.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:15] 10   -181211.84 [     7755.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:16] 11   -181004.99 [     7708.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:17] 12   -180668.65 [     7632.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:18] 13   -180120.17 [     7509.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:18] 14   -179221.83 [     7310.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:19] 15   -177741.29 [     6988.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:20] 16   -175284.16 [     6467.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:21] 17   -171213.01 [     5624.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:21] 18   -164985.71 [     4260.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:22] 21   -168716.41 [     1575.1  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:23] 22   -161764.74 [     2918.0  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:24] 23   -161898.05 [     3164.3  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:24] 24   -161774.69 [     2868.9  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:25] 25   -161767.64 [     2967.1  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:26] 26   -161764.74 [     2918.0  332241.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:27] 27   -161764.49 [     2918.0  332242.1    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:27] 28   -161764.09 [     2918.0  332243.7    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
[24-11-02 02:03:28] 29   -161763.44 [     2918.0  332246.4    2531.4    4182.9  154982.8     978.5  125386.4    1179.0     931.2  9.39e-05  1.38e-04  7.18e-06 ]
