[24-11-05 15:08:30] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 15:08:30] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 15:08:30] 0            p0 [    12689.4    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:31] 1     -33204.33 [    12689.4    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:31] 2     -33204.33 [    12689.4    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:32] 3     -33201.94 [    12690.4    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:32] 4     -33198.07 [    12692.0    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:33] 5     -32785.82 [    12868.4    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:33] 6      -29511.2 [    16597.9    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:34] 7     -57414.68 [    22632.2    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:34] 8     -34275.44 [    18902.8    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:35] 9     -29390.66 [    15173.3    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:35] 10    -29208.02 [    15806.0    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:36] 11    -29208.47 [    15774.8    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:36] 12    -29208.48 [    15837.2    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:37] 13    -29208.02 [    15806.0    5688.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:37] 14    -29205.82 [    15806.0    5689.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:38] 15    -29202.28 [    15806.0    5690.7  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:38] 16    -28838.15 [    15806.0    5867.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:39] 17    -27122.16 [    15806.0    7239.4  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:40] 18    -26503.36 [    15806.0    9459.8  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:40] 19    -26526.91 [    15806.0    8864.8  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:41] 20    -27191.64 [    15806.0   13052.6  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:41] 21    -26654.04 [    15806.0   10832.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:42] 22    -26560.81 [    15806.0    8611.7  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:42] 23    -26502.83 [    15806.0    9422.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:43] 24    -26502.52 [    15806.0    9372.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:43] 25    -26509.97 [    15806.0    9081.6  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:44] 26    -26502.58 [    15806.0    9335.3  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:44] 27    -26502.52 [    15806.0    9372.1  533762.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:45] 28    -26502.48 [    15806.0    9372.1  533763.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:45] 29    -26502.42 [    15806.0    9372.1  533765.2    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:46] 30    -26495.25 [    15806.0    9372.1  533941.6    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
[24-11-05 15:08:46] 31    -25865.39 [    15806.0    9372.1  553165.5    2925.7    2253.2   23495.5   28822.4  1.14e-05 ]
