[24-11-05 14:48:16] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 14:48:16] 0        pnames [         NA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 14:48:45] 28    -38306.49 [    15364.1    6248.1  525142.8    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:47] 29     -38290.0 [    15364.1    6248.1  525319.1    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:48] 30    -36853.09 [    15364.1    6248.1  544543.0    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:49] 31    -36165.48 [    15364.1    6248.1  573611.6    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:51] 32    -39600.87 [    15364.1    6248.1  620645.6    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:52] 33    -36753.19 [    15364.1    6248.1  591577.0    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:53] 34    -36202.13 [    15364.1    6248.1  562508.4    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:54] 35    -36144.94 [    15364.1    6248.1  569391.9    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:56] 36    -36145.08 [    15364.1    6248.1  569834.4    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:57] 37    -36145.26 [    15364.1    6248.1  568949.4    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:48:58] 38    -36144.94 [    15364.1    6248.1  569391.9    4071.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:00] 39    -36167.52 [    15364.1    6248.1  569391.9    4072.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:00] 40    -36108.42 [    15364.1    6248.1  569391.9    4069.9    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:01] 41    -32339.72 [    15364.1    6248.1  569391.9    3893.5    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:02] 42    -16128.18 [    15364.1    6248.1  569391.9    2393.2    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:02] 44    -16224.97 [    15364.1    6248.1  569391.9    1465.9    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:03] 45    -19236.36 [    15364.1    6248.1  569391.9    2966.2    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:04] 46    -15619.23 [    15364.1    6248.1  569391.9    1943.7    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:06] 47    -15614.92 [    15364.1    6248.1  569391.9    1965.0    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:07] 48     -15613.0 [    15364.1    6248.1  569391.9    1986.8    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:08] 49    -15678.67 [    15364.1    6248.1  569391.9    2142.0    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:10] 50    -15613.61 [    15364.1    6248.1  569391.9    2007.7    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:11] 51     -15613.0 [    15364.1    6248.1  569391.9    1986.8    3769.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:12] 52     -15616.7 [    15364.1    6248.1  569391.9    1986.8    3770.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:14] 53    -15607.02 [    15364.1    6248.1  569391.9    1986.8    3767.5   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:15] 54    -15047.62 [    15364.1    6248.1  569391.9    1986.8    3591.2   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:16] 55     -14394.7 [    15364.1    6248.1  569391.9    1986.8    3137.9   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:17] 56    -15249.01 [    15364.1    6248.1  569391.9    1986.8    2404.6   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:19] 57    -14487.34 [    15364.1    6248.1  569391.9    1986.8    2857.8   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:20] 58    -14517.98 [    15364.1    6248.1  569391.9    1986.8    3311.1   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:21] 59    -14385.59 [    15364.1    6248.1  569391.9    1986.8    3069.8   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:23] 60    -14385.54 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:24] 61    -14385.71 [    15364.1    6248.1  569391.9    1986.8    3083.7   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:25] 62    -14385.54 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:27] 63    -14385.54 [    15364.1    6248.1  569391.9    1986.8    3076.8   38931.2   27789.4  8.61e-06 ]
[24-11-05 14:49:28] 64    -14385.54 [    15364.1    6248.1  569391.9    1986.8    3076.8   38932.9   27789.4  8.61e-06 ]
[24-11-05 14:49:29] 65    -14385.54 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   27789.4  8.61e-06 ]
[24-11-05 14:49:30] 66    -14385.74 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   27790.4  8.61e-06 ]
[24-11-05 14:49:32] 67    -14385.21 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   27787.8  8.61e-06 ]
[24-11-05 14:49:33] 68    -14350.93 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   27611.4  8.61e-06 ]
[24-11-05 14:49:34] 69    -14129.11 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   24581.9  8.61e-06 ]
[24-11-05 14:49:36] 70    -16174.26 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   19680.1  8.61e-06 ]
[24-11-05 14:49:37] 71    -14458.42 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   22709.6  8.61e-06 ]
[24-11-05 14:49:38] 72    -14121.97 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25739.1  8.61e-06 ]
[24-11-05 14:49:40] 73    -14109.15 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  8.61e-06 ]
[24-11-05 14:49:41] 74    -14109.19 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25241.3  8.61e-06 ]
[24-11-05 14:49:43] 75    -14109.18 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25189.9  8.61e-06 ]
[24-11-05 14:49:44] 76    -14109.15 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  8.61e-06 ]
[24-11-05 14:49:45] 91   -155893.23 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  5.05e-04 ]
[24-11-05 14:49:47] 92   -146338.14 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  2.57e-04 ]
[24-11-05 14:49:48] 93    -117869.2 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  1.03e-04 ]
[24-11-05 14:49:49] 94    -69844.28 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  4.48e-05 ]
[24-11-05 14:49:51] 96    -32493.89 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  2.24e-05 ]
[24-11-05 14:49:52] 98    -18735.76 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  1.39e-05 ]
[24-11-05 14:49:52] 99     -17363.5 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  2.99e-06 ]
[24-11-05 14:49:53] 100   -13942.96 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.97e-06 ]
[24-11-05 14:49:54] 101    -13892.1 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.51e-06 ]
[24-11-05 14:49:55] 102   -13888.53 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.33e-06 ]
[24-11-05 14:49:55] 103   -13888.45 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:49:56] 104   -13888.46 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.37e-06 ]
[24-11-05 14:49:57] 106   -13888.45 [    15364.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:49:58] 107   -13885.29 [    15365.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:49:58] 108   -13880.17 [    15366.7    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:49:59] 109   -13330.17 [    15543.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:00] 110    -6949.95 [    22169.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:00] 111  -102567.33 [    32890.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:01] 112   -23462.64 [    26264.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:02] 113    -5530.35 [    19638.2    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:02] 114    -5365.04 [    20368.3    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:03] 115    -5361.88 [    20262.2    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:04] 116    -5363.61 [    20213.2    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:05] 117    -5362.16 [    20311.1    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:06] 118    -5361.88 [    20262.2    6248.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:07] 119    -5360.41 [    20262.2    6249.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:08] 120    -5358.02 [    20262.2    6250.7  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:09] 121    -5120.07 [    20262.2    6427.1  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:10] 122     -4448.8 [    20262.2    7306.6  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:10] 123    -4451.46 [    20262.2    8729.7  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:11] 124    -4336.89 [    20262.2    7850.2  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:12] 125    -4345.45 [    20262.2    8186.2  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:12] 126    -4334.09 [    20262.2    7969.7  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:13] 127    -4334.07 [    20262.2    7952.5  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:14] 128    -4334.19 [    20262.2    7935.5  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:16] 129    -4334.07 [    20262.2    7952.5  569391.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:17] 130    -4334.06 [    20262.2    7952.5  569392.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:18] 131    -4334.05 [    20262.2    7952.5  569394.5    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:19] 132    -4332.57 [    20262.2    7952.5  569570.9    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:21] 133    -4322.96 [    20262.2    7952.5  571966.3    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:22] 134    -4348.88 [    20262.2    7952.5  575842.1    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:23] 135    -4326.77 [    20262.2    7952.5  573446.7    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:25] 136    -4324.33 [    20262.2    7952.5  571051.3    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:26] 137    -4322.96 [    20262.2    7952.5  571940.5    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:27] 138    -4322.96 [    20262.2    7952.5  571915.0    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:28] 139    -4322.96 [    20262.2    7952.5  571940.5    1986.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:30] 140    -4323.31 [    20262.2    7952.5  571940.5    1987.8    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:31] 141    -4322.41 [    20262.2    7952.5  571940.5    1985.2    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:32] 142    -4316.19 [    20262.2    7952.5  571940.5    1948.4    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:34] 143    -4330.42 [    20262.2    7952.5  571940.5    1888.9    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:35] 144    -4318.18 [    20262.2    7952.5  571940.5    1925.7    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:36] 145    -4317.16 [    20262.2    7952.5  571940.5    1962.5    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:38] 146    -4316.19 [    20262.2    7952.5  571940.5    1947.3    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:39] 147    -4316.19 [    20262.2    7952.5  571940.5    1947.7    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:40] 148    -4316.19 [    20262.2    7952.5  571940.5    1946.9    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:42] 149    -4316.19 [    20262.2    7952.5  571940.5    1947.3    3076.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:43] 150    -4318.44 [    20262.2    7952.5  571940.5    1947.3    3077.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:44] 151    -4312.55 [    20262.2    7952.5  571940.5    1947.3    3075.1   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:45] 152    -4053.83 [    20262.2    7952.5  571940.5    1947.3    2898.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:47] 153    -4020.84 [    20262.2    7952.5  571940.5    1947.3    2819.1   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:48] 154    -4067.01 [    20262.2    7952.5  571940.5    1947.3    2690.3   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:49] 155     -4024.5 [    20262.2    7952.5  571940.5    1947.3    2769.9   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:51] 156    -4027.64 [    20262.2    7952.5  571940.5    1947.3    2849.6   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:52] 157    -4020.06 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:53] 158    -4020.09 [    20262.2    7952.5  571940.5    1947.3    2807.2   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:55] 159    -4020.09 [    20262.2    7952.5  571940.5    1947.3    2801.8   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:56] 160    -4020.06 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:50:57] 161    -4020.06 [    20262.2    7952.5  571940.5    1947.3    2804.5   38931.2   25215.6  7.36e-06 ]
[24-11-05 14:50:59] 162    -4020.06 [    20262.2    7952.5  571940.5    1947.3    2804.5   38932.9   25215.6  7.36e-06 ]
[24-11-05 14:51:00] 163    -4020.06 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   25215.6  7.36e-06 ]
[24-11-05 14:51:01] 164    -4020.52 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   25216.6  7.36e-06 ]
[24-11-05 14:51:03] 165    -4019.32 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   25214.0  7.36e-06 ]
[24-11-05 14:51:04] 166    -3940.74 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   25037.6  7.36e-06 ]
[24-11-05 14:51:06] 167    -3519.62 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   22626.8  7.36e-06 ]
[24-11-05 14:51:07] 168    -6703.24 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   18726.0  7.36e-06 ]
[24-11-05 14:51:08] 169    -4037.96 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   21136.8  7.36e-06 ]
[24-11-05 14:51:10] 170    -3522.08 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23547.6  7.36e-06 ]
[24-11-05 14:51:11] 171    -3493.44 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  7.36e-06 ]
[24-11-05 14:51:13] 172    -3493.46 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23056.6  7.36e-06 ]
[24-11-05 14:51:14] 173    -3493.54 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23099.4  7.36e-06 ]
[24-11-05 14:51:15] 174    -3493.44 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  7.36e-06 ]
[24-11-05 14:51:17] 189  -335240.02 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  5.04e-04 ]
[24-11-05 14:51:18] 190   -316343.8 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  2.56e-04 ]
[24-11-05 14:51:19] 191  -255023.29 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  1.02e-04 ]
[24-11-05 14:51:21] 192  -141228.79 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  4.36e-05 ]
[24-11-05 14:51:22] 194   -48228.79 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  2.12e-05 ]
[24-11-05 14:51:23] 196   -13959.72 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  1.26e-05 ]
[24-11-05 14:51:24] 197     -8825.2 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  3.24e-06 ]
[24-11-05 14:51:26] 198    -3409.81 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  7.16e-06 ]
[24-11-05 14:51:27] 199    -3331.92 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  6.78e-06 ]
[24-11-05 14:51:29] 200    -3329.54 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  6.69e-06 ]
[24-11-05 14:51:30] 201    -3329.51 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0   6.7e-06 ]
[24-11-05 14:51:31] 202    -3329.52 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0  6.70e-06 ]
[24-11-05 14:51:33] 203    -7219.86 [    25160.2    9657.0  574489.1    1907.8    2532.2   38930.2   20940.4  6.04e-06 ]
[24-11-05 14:51:34] 204    -3329.51 [    20262.2    7952.5  571940.5    1947.3    2804.5   38930.2   23078.0   6.7e-06 ]
[24-11-05 14:51:35] 205    -7219.86 [    25160.2    9657.0  574489.1    1907.8    2532.2   38930.2   20940.4  6.04e-06 ]
[24-11-05 14:51:37] 206   -24585.48 [    12336.9    5194.7  567816.7    2011.2    3245.0   38930.2   26536.7  7.76e-06 ]
[24-11-05 14:51:38] 207    -8644.37 [    17235.0    6899.1  570365.4    1971.7    2972.8   38930.2   24399.1  7.10e-06 ]
[24-11-05 14:51:39] 208    -2634.75 [    22133.0    8603.6  572914.0    1932.2    2700.5   38930.2   22261.5  6.45e-06 ]
[24-11-05 14:51:41] 209    -2588.57 [    21854.5    8506.6  572769.1    1934.5    2716.0   38930.2   22383.1  6.48e-06 ]
[24-11-05 14:51:42] 210    -2585.55 [    21748.0    8469.6  572713.7    1935.3    2721.9   38930.2   22429.5   6.5e-06 ]
[24-11-05 14:51:43] 211    -2585.49 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1   6.5e-06 ]
[24-11-05 14:51:45] 212    -2585.59 [    21777.9    8480.0  572729.2    1935.1    2720.2   38930.2   22416.5  6.49e-06 ]
[24-11-05 14:51:46] 213    -2585.49 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1   6.5e-06 ]
[24-11-05 14:51:48] 228  -420030.36 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  5.03e-04 ]
[24-11-05 14:51:49] 229  -397151.83 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  2.55e-04 ]
[24-11-05 14:51:50] 230  -320985.49 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  1.01e-04 ]
[24-11-05 14:51:52] 231  -175650.44 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  4.27e-05 ]
[24-11-05 14:51:53] 233   -56165.32 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  2.03e-05 ]
[24-11-05 14:51:54] 235   -13502.87 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  1.18e-05 ]
[24-11-05 14:51:56] 236     -5579.2 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  4.25e-06 ]
[24-11-05 14:51:57] 237    -2626.17 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.85e-06 ]
[24-11-05 14:51:58] 238    -2583.66 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.57e-06 ]
[24-11-05 14:52:00] 239    -2583.59 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:01] 240    -2583.59 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:02] 241    -2583.59 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:04] 242    -2583.59 [    21762.9    8474.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:05] 243    -2583.64 [    21762.9    8475.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:06] 244    -2583.51 [    21762.9    8473.1  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:08] 245    -2580.69 [    21762.9    8359.4  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:09] 246     -2589.5 [    21762.9    8175.4  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:10] 247    -2582.03 [    21762.9    8289.1  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:12] 248    -2581.06 [    21762.9    8402.9  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
[24-11-05 14:52:13] 249    -2580.69 [    21762.9    8363.7  572721.4    1935.2    2721.1   38930.2   22423.1  6.56e-06 ]
