[24-11-02 02:21:54] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-02 02:21:54] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-02 02:21:54] 0            p0 [     6638.9  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:21:56] 1      -6842.66 [     6638.9  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:21:57] 2      -6842.66 [     6638.9  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:21:59] 3      -6843.58 [     6639.9  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:00] 4      -6841.17 [     6637.3  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:02] 5      -6838.77 [     6634.7  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:03] 6      -6834.87 [     6630.5  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:04] 7      -6828.57 [     6623.6  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:06] 8      -6818.38 [     6612.5  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:07] 9      -6801.86 [     6594.6  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:09] 10     -6775.11 [     6565.5  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:10] 11     -6731.74 [     6518.6  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:11] 12     -6661.37 [     6442.6  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
[24-11-02 02:22:13] 13     -6547.06 [     6319.6  557120.2    2243.3    3316.8  158921.7    1040.2  114960.9    1023.1    1211.5  1.12e-04  1.05e-04  7.26e-06 ]
