[24-11-01 15:40:16] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 15:40:16] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 15:40:16] 0            p0 [     7831.9  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:18] 1     -115332.4 [     7831.9  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:19] 2     -115332.4 [     7831.9  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:20] 3    -115338.22 [     7832.9  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:21] 4    -115322.99 [     7830.3  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:21] 5    -115307.76 [     7827.7  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:22] 6     -115283.1 [     7823.4  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:23] 7    -115243.16 [     7816.6  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:24] 8    -115178.41 [     7805.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:25] 9    -115073.34 [     7787.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:25] 10   -114902.54 [     7758.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:26] 11   -114624.06 [     7711.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:27] 12   -114167.85 [     7635.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:28] 13   -113414.64 [     7512.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:28] 14   -112154.91 [     7313.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:29] 15   -110002.18 [     6991.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:30] 16   -106185.62 [     6470.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:31] 17    -98966.46 [     5627.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
[24-11-01 15:40:32] 18    -83590.66 [     4263.5  553032.9    4164.7    3306.2  195726.1    1256.4  188859.4     869.7     717.7  7.63e-05  9.26e-05  7.86e-06 ]
