[24-11-01 12:13:51] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:13:51] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:13:51] 0            p0 [    23587.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:51] 1     -15468.98 [    23587.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:51] 2     -15468.98 [    23587.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:51] 3     -15468.56 [    23588.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:51] 4     -15467.88 [    23590.5   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:52] 5     -15394.51 [    23766.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:52] 6     -12256.62 [    35151.8   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:52] 8     -11190.49 [    42188.2   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:52] 9      -10699.1 [    46536.8   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:52] 10    -10440.64 [    49224.5   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:52] 12    -10535.81 [    48197.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:53] 13    -10383.86 [    49858.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:53] 15    -10407.19 [    49596.2   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:53] 16    -10383.86 [    49858.9   88398.8   20089.3   15700.8 ]
[24-11-01 12:13:53] 17    -10383.86 [    49858.9   88399.8   20089.3   15700.8 ]
[24-11-01 12:13:53] 18    -10383.84 [    49858.9   88401.4   20089.3   15700.8 ]
[24-11-01 12:13:53] 19    -10382.56 [    49858.9   88577.8   20089.3   15700.8 ]
[24-11-01 12:13:54] 20    -10321.97 [    49858.9  104985.9   20089.3   15700.8 ]
[24-11-01 12:13:54] 21    -10456.22 [    49858.9  131534.7   20089.3   15700.8 ]
[24-11-01 12:13:54] 22    -10340.58 [    49858.9  115126.6   20089.3   15700.8 ]
[24-11-01 12:13:54] 23    -10331.59 [    49858.9   98718.5   20089.3   15700.8 ]
[24-11-01 12:13:54] 24    -10321.91 [    49858.9  105589.6   20089.3   15700.8 ]
[24-11-01 12:13:55] 25    -10321.91 [    49858.9  105417.7   20089.3   15700.8 ]
[24-11-01 12:13:55] 26    -10321.92 [    49858.9  105761.5   20089.3   15700.8 ]
[24-11-01 12:13:55] 27    -10321.91 [    49858.9  105589.6   20089.3   15700.8 ]
[24-11-01 12:13:55] 28    -10321.81 [    49858.9  105589.6   20090.3   15700.8 ]
[24-11-01 12:13:55] 29    -10321.66 [    49858.9  105589.6   20092.0   15700.8 ]
