[24-10-31 15:20:22] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:20:22] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:20:22] 0            p0 [    20442.3   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:23] 1     -10368.82 [    20442.3   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:23] 2     -10368.82 [    20442.3   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:23] 3     -10368.76 [    20443.3   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:23] 4     -10368.68 [    20444.9   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:24] 5     -10359.68 [    20621.2   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:24] 6      -10297.8 [    22776.8   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:24] 7     -10322.25 [    26264.6   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:24] 8     -10293.47 [    24109.0   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:25] 9     -10300.06 [    24932.4   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:25] 10    -10292.65 [    23754.4   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:25] 11    -10292.64 [    23721.2   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:25] 12    -10292.64 [    23688.5   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:26] 13    -10292.64 [    23721.2   21159.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:26] 14    -10292.97 [    23721.2   21160.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:26] 15    -10292.09 [    23721.2   21158.1   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:26] 16    -10233.09 [    23721.2   20981.8   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:27] 17    -21317.26 [    23721.2    8658.4   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:27] 18     -9266.84 [    23721.2   16274.7   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:27] 19    -10143.91 [    23721.2   13365.5   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:27] 20     -9303.19 [    23721.2   17085.6   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:28] 21     -9267.36 [    23721.2   16439.4   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:28] 22     -9266.59 [    23721.2   16332.3   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:28] 23     -9266.74 [    23721.2   16380.5   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:28] 24     -9266.59 [    23721.2   16332.3   58175.4    6564.5   19520.1 ]
[24-10-31 15:20:29] 25      -9266.5 [    23721.2   16332.3   58176.4    6564.5   19520.1 ]
[24-10-31 15:20:29] 26     -9266.35 [    23721.2   16332.3   58178.0    6564.5   19520.1 ]
[24-10-31 15:20:29] 27     -9250.65 [    23721.2   16332.3   58354.4    6564.5   19520.1 ]
[24-10-31 15:20:29] 28     -8096.63 [    23721.2   16332.3   77578.3    6564.5   19520.1 ]
[24-10-31 15:20:30] 29      -7934.4 [    23721.2   16332.3   88023.9    6564.5   19520.1 ]
[24-10-31 15:20:30] 30     -8367.65 [    23721.2   16332.3  104925.3    6564.5   19520.1 ]
[24-10-31 15:20:30] 31     -7998.22 [    23721.2   16332.3   94479.7    6564.5   19520.1 ]
[24-10-31 15:20:30] 32     -7957.67 [    23721.2   16332.3   84034.0    6564.5   19520.1 ]
[24-10-31 15:20:30] 33     -7934.49 [    23721.2   16332.3   87725.4    6564.5   19520.1 ]
[24-10-31 15:20:31] 34     -7934.59 [    23721.2   16332.3   88322.4    6564.5   19520.1 ]
[24-10-31 15:20:31] 35      -7934.4 [    23721.2   16332.3   88023.9    6564.5   19520.1 ]
[24-10-31 15:20:31] 36     -7935.94 [    23721.2   16332.3   88023.9    6565.5   19520.1 ]
[24-10-31 15:20:31] 37     -7931.93 [    23721.2   16332.3   88023.9    6562.9   19520.1 ]
[24-10-31 15:20:32] 38     -7662.77 [    23721.2   16332.3   88023.9    6386.5   19520.1 ]
[24-10-31 15:20:32] 41     -5391.05 [    23721.2   16332.3   88023.9    3581.8   19520.1 ]
[24-10-31 15:20:32] 42      -5740.0 [    23721.2   16332.3   88023.9    4984.2   19520.1 ]
[24-10-31 15:20:32] 43     -5156.37 [    23721.2   16332.3   88023.9    3972.0   19520.1 ]
[24-10-31 15:20:33] 44     -5156.48 [    23721.2   16332.3   88023.9    4134.9   19520.1 ]
[24-10-31 15:20:33] 45     -5150.34 [    23721.2   16332.3   88023.9    4053.1   19520.1 ]
[24-10-31 15:20:33] 46     -5150.87 [    23721.2   16332.3   88023.9    4028.0   19520.1 ]
[24-10-31 15:20:33] 47     -5150.97 [    23721.2   16332.3   88023.9    4078.2   19520.1 ]
[24-10-31 15:20:34] 48     -5150.34 [    23721.2   16332.3   88023.9    4053.1   19520.1 ]
[24-10-31 15:20:34] 49     -5150.07 [    23721.2   16332.3   88023.9    4053.1   19521.1 ]
[24-10-31 15:20:34] 50     -5149.62 [    23721.2   16332.3   88023.9    4053.1   19522.8 ]
[24-10-31 15:20:34] 51     -5101.75 [    23721.2   16332.3   88023.9    4053.1   19699.1 ]
[24-10-31 15:20:35] 52     -4085.89 [    23721.2   16332.3   88023.9    4053.1   25512.4 ]
[24-10-31 15:20:35] 53     -3500.72 [    23721.2   16332.3   88023.9    4053.1   34918.4 ]
[24-10-31 15:20:35] 54     -3517.11 [    23721.2   16332.3   88023.9    4053.1   34422.1 ]
