[24-11-01 12:19:54] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:19:54] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:19:54] 0            p0 [    35572.9   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:54] 1     -13437.19 [    35572.9   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:54] 2     -13437.19 [    35572.9   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:54] 3     -13436.88 [    35573.9   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:55] 4     -13436.38 [    35575.6   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:55] 5     -13382.01 [    35751.9   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:55] 7     -11741.73 [    42120.6   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:55] 8     -10969.39 [    46056.6   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:55] 9      -10559.4 [    48489.2   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:56] 10    -10327.54 [    49992.6   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:56] 12    -10414.29 [    49418.4   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:56] 14    -10360.42 [    49773.3   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:56] 16    -10327.54 [    49992.6   99591.4   14954.6   21005.3 ]
[24-11-01 12:19:56] 17    -10327.53 [    49992.6   99592.4   14954.6   21005.3 ]
[24-11-01 12:19:56] 18    -10327.53 [    49992.6   99594.0   14954.6   21005.3 ]
[24-11-01 12:19:57] 19    -10327.19 [    49992.6   99770.4   14954.6   21005.3 ]
[24-11-01 12:19:57] 20    -10320.42 [    49992.6  106869.5   14954.6   21005.3 ]
[24-11-01 12:19:57] 21    -10337.19 [    49992.6  118356.0   14954.6   21005.3 ]
[24-11-01 12:19:57] 22    -10322.83 [    49992.6  111256.9   14954.6   21005.3 ]
[24-11-01 12:19:57] 23    -10321.44 [    49992.6  104157.9   14954.6   21005.3 ]
[24-11-01 12:19:57] 24    -10320.42 [    49992.6  106955.8   14954.6   21005.3 ]
[24-11-01 12:19:58] 25    -10320.42 [    49992.6  107029.5   14954.6   21005.3 ]
[24-11-01 12:19:58] 26    -10320.42 [    49992.6  106955.8   14954.6   21005.3 ]
[24-11-01 12:19:58] 27    -10320.18 [    49992.6  106955.8   14955.6   21005.3 ]
[24-11-01 12:19:58] 28    -10319.79 [    49992.6  106955.8   14957.3   21005.3 ]
[24-11-01 12:19:58] 29    -10277.79 [    49992.6  106955.8   15133.6   21005.3 ]
[24-11-01 12:19:58] 30     -9362.67 [    49992.6  106955.8   20994.5   21005.3 ]
[24-11-01 12:19:59] 31     -8752.78 [    49992.6  106955.8   30477.5   21005.3 ]
